S.D.,Counts,Seed
0.5,222,64
0.6,212,64
0.7,199,64
0.8,170,64
0.9,172,64
1.0,163,64
1.1,167,64
1.2,135,64
1.3,138,64
1.4,139,64
1.5,110,64
1.6,76,64
1.7,55,64
1.8,37,64
1.9,37,64
2.0,25,64
2.1,20,64
2.2,16,64
2.3,11,64
2.4,8,64
2.5,2,64
2.6,0,64
2.7,0,64
2.8,0,64
2.9,0,64
3.0,0,64
