S.D.,Counts,Seed
0.5,181,16
0.6,185,16
0.7,183,16
0.8,190,16
0.9,186,16
1.0,187,16
1.1,160,16
1.2,138,16
1.3,121,16
1.4,101,16
1.5,82,16
1.6,65,16
1.7,62,16
1.8,47,16
1.9,27,16
2.0,21,16
2.1,17,16
2.2,12,16
2.3,9,16
2.4,4,16
2.5,3,16
2.6,1,16
2.7,0,16
2.8,0,16
2.9,0,16
3.0,0,16
