S.D.,Counts,Seed
0.5,243,32
0.6,244,32
0.7,221,32
0.8,183,32
0.9,177,32
1.0,180,32
1.1,157,32
1.2,158,32
1.3,144,32
1.4,136,32
1.5,129,32
1.6,92,32
1.7,48,32
1.8,34,32
1.9,23,32
2.0,21,32
2.1,18,32
2.2,19,32
2.3,16,32
2.4,13,32
2.5,9,32
2.6,11,32
2.7,9,32
2.8,3,32
2.9,3,32
3.0,2,32
