,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2107.0,588.0,2255.0
1,1971.0,1707.0,1272.0
2,1947.0,1738.0,1265.0
3,1855.0,1737.0,1358.0
4,1851.0,1766.0,1333.0
5,1799.0,1795.0,1356.0
6,1782.0,1829.0,1339.0
7,1755.0,1821.0,1374.0
8,1746.0,1837.0,1367.0
9,1743.0,1829.0,1378.0
10,1757.0,1822.0,1371.0
11,1696.0,1817.0,1437.0
12,1665.0,1881.0,1404.0
13,1677.0,1858.0,1415.0
14,1624.0,1900.0,1426.0
15,1606.0,1959.0,1385.0
16,1636.0,1891.0,1423.0
17,1665.0,1876.0,1409.0
18,1665.0,1884.0,1401.0
19,1662.0,1886.0,1402.0
20,1613.0,1938.0,1399.0
21,1565.0,1993.0,1392.0
22,1548.0,1966.0,1436.0
23,1594.0,1962.0,1394.0
24,1584.0,1968.0,1398.0
25,1609.0,1939.0,1402.0
26,1608.0,1933.0,1409.0
27,1645.0,1849.0,1456.0
28,1642.0,1906.0,1402.0
29,1599.0,1875.0,1476.0
30,1572.0,1937.0,1441.0
31,1593.0,1935.0,1422.0
32,1571.0,1887.0,1492.0
33,1603.0,1854.0,1493.0
34,1636.0,1864.0,1450.0
35,1598.0,1863.0,1489.0
36,1610.0,1843.0,1497.0
37,1610.0,1815.0,1525.0
38,1629.0,1841.0,1480.0
39,1589.0,1846.0,1515.0
40,1594.0,1857.0,1499.0
41,1610.0,1835.0,1505.0
42,1628.0,1835.0,1487.0
43,1642.0,1812.0,1496.0
44,1589.0,1836.0,1525.0
45,1597.0,1852.0,1501.0
46,1601.0,1838.0,1511.0
47,1544.0,1864.0,1542.0
48,1557.0,1835.0,1558.0
49,1547.0,1839.0,1564.0
50,1560.0,1824.0,1566.0
51,1621.0,1791.0,1538.0
52,1648.0,1788.0,1514.0
53,1660.0,1746.0,1544.0
54,1676.0,1717.0,1557.0
55,1637.0,1720.0,1593.0
56,1673.0,1720.0,1557.0
57,1676.0,1733.0,1541.0
58,1727.0,1680.0,1543.0
59,1725.0,1643.0,1582.0
60,1775.0,1598.0,1577.0
61,1830.0,1613.0,1507.0
62,1778.0,1594.0,1578.0
63,1820.0,1608.0,1522.0
64,1800.0,1602.0,1548.0
65,1853.0,1535.0,1562.0
66,1888.0,1528.0,1534.0
67,1863.0,1533.0,1554.0
68,1874.0,1599.0,1477.0
69,1796.0,1614.0,1540.0
70,1797.0,1567.0,1586.0
71,1769.0,1604.0,1577.0
72,1819.0,1532.0,1599.0
73,1788.0,1591.0,1571.0
74,1809.0,1631.0,1510.0
75,1808.0,1595.0,1547.0
76,1814.0,1588.0,1548.0
77,1831.0,1562.0,1557.0
78,1808.0,1570.0,1572.0
79,1815.0,1566.0,1569.0
80,1766.0,1612.0,1572.0
81,1779.0,1667.0,1504.0
82,1776.0,1616.0,1558.0
83,1762.0,1632.0,1556.0
84,1703.0,1662.0,1585.0
85,1711.0,1657.0,1582.0
86,1700.0,1715.0,1535.0
87,1701.0,1752.0,1497.0
88,1728.0,1680.0,1542.0
89,1756.0,1669.0,1525.0
90,1774.0,1656.0,1520.0
91,1704.0,1699.0,1547.0
92,1658.0,1736.0,1556.0
93,1696.0,1709.0,1545.0
94,1711.0,1679.0,1560.0
95,1712.0,1732.0,1506.0
96,1700.0,1711.0,1539.0
97,1715.0,1771.0,1464.0
98,1635.0,1752.0,1563.0
99,1658.0,1773.0,1519.0
100,1709.0,1702.0,1539.0
101,1721.0,1698.0,1531.0
102,1732.0,1685.0,1533.0
103,1702.0,1684.0,1564.0
104,1725.0,1656.0,1569.0
105,1758.0,1649.0,1543.0
106,1751.0,1678.0,1521.0
107,1763.0,1680.0,1507.0
108,1750.0,1620.0,1580.0
109,1798.0,1616.0,1536.0
110,1861.0,1511.0,1578.0
111,1860.0,1545.0,1545.0
112,1870.0,1565.0,1515.0
113,1892.0,1576.0,1482.0
114,1862.0,1550.0,1538.0
115,1851.0,1604.0,1495.0
116,1778.0,1605.0,1567.0
