,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,23,34,25,18
1,23,34,25,18
2,23,34,24,19
3,23,34,24,19
4,24,33,24,19
5,24,33,24,19
6,24,32,25,19
7,24,32,25,19
8,23,33,25,19
9,24,33,24,19
10,24,33,24,19
11,24,33,24,19
12,23,33,24,20
13,23,33,24,20
14,24,33,24,19
15,24,33,24,19
16,23,33,25,19
17,24,33,24,19
18,24,33,25,18
19,23,33,26,18
20,24,32,26,18
21,24,32,26,18
22,23,33,26,18
23,23,33,26,18
24,24,32,26,18
25,23,33,26,18
26,23,32,27,18
27,23,32,27,18
28,22,32,28,18
29,22,33,27,18
30,22,33,27,18
31,22,33,26,19
32,22,33,26,19
33,21,33,27,19
34,21,33,28,18
35,21,33,28,18
36,20,33,28,19
37,20,33,28,19
38,20,32,29,19
39,20,32,29,19
40,21,31,29,19
41,21,30,29,20
42,21,31,28,20
43,22,31,27,20
44,22,31,27,20
45,22,31,27,20
46,22,31,27,20
47,22,31,27,20
48,23,31,26,20
49,24,31,25,20
50,24,32,24,20
51,24,32,24,20
52,24,33,24,19
53,23,33,24,20
54,23,34,23,20
55,23,35,22,20
56,23,36,21,20
57,23,36,21,20
58,23,35,21,21
59,23,35,21,21
60,23,35,21,21
61,23,36,20,21
62,23,37,19,21
63,23,36,19,22
64,24,36,18,22
65,23,37,18,22
66,23,37,18,22
67,23,36,18,23
68,24,36,18,22
69,24,36,18,22
70,24,35,18,23
71,23,36,18,23
72,23,36,19,22
73,24,35,19,22
74,23,36,19,22
75,23,37,18,22
76,23,37,17,23
77,23,36,17,24
78,23,35,18,24
79,23,35,18,24
80,23,35,18,24
81,23,36,18,23
82,24,36,18,22
83,24,37,17,22
84,24,37,17,22
85,23,38,17,22
86,24,37,17,22
87,24,37,17,22
88,24,37,17,22
89,24,38,17,21
90,24,38,17,21
91,25,37,17,21
92,25,37,17,21
93,25,37,17,21
94,26,36,17,21
95,25,36,18,21
96,25,36,18,21
97,25,36,18,21
98,26,35,18,21
99,26,34,18,22
100,25,35,18,22
101,25,35,18,22
102,25,36,18,21
103,25,37,18,20
104,25,38,18,19
105,26,37,18,19
106,26,37,18,19
107,26,36,18,20
108,26,35,19,20
109,27,34,19,20
110,27,34,19,20
111,27,34,19,20
112,28,33,19,20
113,27,33,19,21
114,27,33,18,22
115,27,32,18,23
116,28,32,17,23
117,29,32,17,22
118,28,33,17,22
119,28,33,17,22
120,29,32,17,22
121,30,32,17,21
122,29,33,17,21
123,28,34,17,21
124,27,35,17,21
125,27,36,16,21
126,28,36,15,21
127,27,37,15,21
128,28,37,15,20
129,28,37,15,20
130,28,38,15,19
131,28,38,15,19
132,27,39,15,19
133,28,38,15,19
134,27,38,16,19
135,28,37,16,19
136,27,38,16,19
137,27,38,16,19
138,27,38,16,19
139,28,37,16,19
140,29,37,16,18
141,29,37,16,18
142,28,37,17,18
143,28,37,17,18
144,27,37,17,19
