,m,d,r,w,P,R,S,T
0,5.0,0.17,0.22,1.0,255621,497602,113079,123698
1,5.0,0.3,0.79,1.0,232477,515806,130049,111668
2,5.0,0.25,0.52,1.0,210558,561479,128044,89919
3,5.0,0.29,0.26,1.0,281864,467534,115054,125548
4,5.0,0.22,0.27,1.0,311297,439199,105139,134365
5,5.0,0.78,0.27,1.0,266874,482233,115661,125232
6,5.0,0.16,0.5,1.0,283271,470150,116256,120323
7,5.0,0.48,0.22,1.0,275880,469614,121713,122793
8,5.0,0.21,0.67,1.0,276100,472192,121053,120655
9,5.0,0.19,0.21,1.0,291279,441645,117867,139209
10,5.0,0.47,0.32,1.0,251013,483337,130528,125122
11,5.0,0.55,0.21,1.0,271325,461374,115143,142158
12,5.0,0.32,0.28,1.0,234169,508870,133099,113862
13,5.0,0.17,0.22,1.0,296866,425683,115933,151518
14,5.0,0.29,0.3,1.0,249202,502799,119995,118004
15,5.0,0.25,0.28,1.0,241695,501016,129506,117783
16,5.0,0.43,0.44,1.0,323104,411397,105442,150057
17,5.0,0.79,0.33,1.0,291338,442650,112063,143949
18,5.0,0.15,0.23,1.0,261088,484489,126100,118323
19,5.0,0.3,0.25,1.0,262487,493999,123456,110058
20,5.0,0.23,0.81,1.0,248306,509678,116859,115157
21,5.0,0.16,0.79,1.0,230783,517116,136123,105978
22,5.0,0.17,0.39,1.0,266659,471669,123239,128433
23,5.0,0.51,0.28,1.0,254434,490557,128393,116616
24,5.0,0.56,0.58,1.0,255162,505139,111644,118055
25,5.0,0.19,0.94,1.0,266398,495684,114550,113368
26,5.0,0.24,0.24,1.0,287702,464737,115488,122073
27,5.0,0.16,0.89,1.0,246380,490837,128191,124592
28,5.0,0.2,0.38,1.0,272950,477602,123627,115821
29,5.0,0.22,0.77,1.0,202202,560897,136077,90824
30,5.0,0.16,0.36,1.0,277223,454993,124216,133568
31,5.0,0.24,0.31,1.0,275796,462266,113741,138197
32,5.0,0.22,0.21,1.0,278840,481349,108286,121525
33,5.0,0.21,0.22,1.0,220635,520148,131434,117783
34,5.0,0.2,0.23,1.0,218949,538231,132725,100095
35,5.0,0.17,0.42,1.0,268744,475516,120547,125193
36,5.0,0.25,0.24,1.0,232130,517342,134070,106458
37,5.0,0.17,0.48,1.0,303846,430666,106999,148489
38,5.0,0.41,0.35,1.0,202767,554255,138396,94582
39,5.0,0.17,0.72,1.0,289460,451367,110641,138532
40,5.0,0.57,0.2,1.0,255960,491327,115934,126779
41,5.0,0.18,0.65,1.0,216999,533910,126126,112965
42,5.0,0.62,0.32,1.0,277208,454388,120675,137729
43,5.0,0.68,0.28,1.0,259017,482230,126921,121832
44,5.0,0.19,0.28,1.0,228482,530600,130202,100716
45,5.0,0.2,0.41,1.0,252354,496934,127230,113482
46,5.0,0.24,0.43,1.0,225861,518748,129148,116243
47,5.0,0.15,0.8,1.0,262221,471519,126614,129646
48,5.0,0.61,0.79,1.0,241776,505709,123279,119236
49,5.0,0.23,0.38,1.0,218563,524310,142604,104523
50,5.0,0.64,0.4,1.0,339149,397259,106103,147489
51,5.0,0.21,0.39,1.0,256364,490785,125840,117011
52,5.0,0.34,0.29,1.0,245390,489487,128034,127089
53,5.0,0.21,0.27,1.0,203883,557739,131371,97007
54,5.0,0.2,0.37,1.0,259513,493072,120133,117282
55,5.0,0.65,0.25,1.0,218372,519444,140615,111569
56,5.0,0.28,0.23,1.0,256071,479158,132070,122701
57,5.0,0.18,0.44,1.0,334729,401257,96424,157590
58,5.0,0.28,0.49,1.0,231333,518511,129875,110281
59,5.0,0.16,0.29,1.0,226483,533104,133320,97093
60,5.0,0.16,0.39,1.0,321786,424462,99844,143908
61,5.0,0.42,0.28,1.0,269031,460491,120018,140460
62,5.0,0.19,0.31,1.0,286595,444148,105712,153545
63,5.0,0.23,0.33,1.0,242880,499871,124568,122681
64,5.0,0.19,0.22,1.0,294057,442264,113178,140501
65,5.0,0.94,0.2,1.0,254879,486583,123553,124985
66,5.0,0.53,0.5,1.0,292216,452076,115350,130358
67,5.0,0.41,0.22,1.0,263582,478330,115898,132190
68,5.0,0.16,0.91,1.0,215636,534923,131989,107452
69,5.0,0.16,0.46,1.0,271411,470819,121353,126417
70,5.0,0.22,0.33,1.0,217994,523087,135957,112962
71,5.0,0.77,0.28,1.0,233550,506739,139385,110326
72,5.0,0.24,0.22,1.0,293174,444863,109017,142946
73,5.0,0.18,0.22,1.0,244369,491123,130843,123665
74,5.0,0.15,0.21,1.0,250352,497989,113026,128633
75,5.0,0.35,1.0,1.0,285764,466756,116993,120487
76,5.0,0.39,0.28,1.0,240118,506219,127776,115887
77,5.0,0.78,0.52,1.0,236597,511632,124314,117457
78,5.0,0.19,0.23,1.0,224371,524341,132483,108805
79,5.0,0.56,0.32,1.0,270466,474814,118111,126609
80,5.0,0.62,0.32,1.0,284616,451277,121386,132721
81,5.0,0.72,0.33,1.0,263560,476401,117266,132773
82,5.0,0.3,0.22,1.0,267958,481806,118842,121394
83,5.0,0.72,0.28,1.0,240628,498958,133764,116650
84,5.0,0.19,0.62,1.0,293556,450671,112164,133609
85,5.0,0.45,0.24,1.0,197807,559680,141661,90852
