,m,d,r,w,P,R,S,T
0,5.0,0.98,0.54,1.0,297748,441204,136478,114570
1,5.0,0.39,0.7,1.0,331856,415886,108817,133441
2,5.0,0.18,0.23,1.0,288548,443147,132460,125845
3,5.0,0.2,0.21,1.0,283646,440712,141946,123696
4,5.0,0.17,0.38,1.0,368139,365853,105282,150726
5,5.0,0.77,0.37,1.0,360460,366196,107020,156324
6,5.0,0.31,0.35,1.0,325362,412978,128921,122739
7,5.0,0.21,0.36,1.0,274220,464520,139710,111550
8,5.0,0.23,0.21,1.0,342774,382838,123452,140936
9,5.0,0.66,0.7,1.0,320810,403965,127516,137709
10,5.0,0.44,0.4,1.0,272967,473924,137830,105279
11,5.0,0.48,0.23,1.0,287070,444203,143804,114923
12,5.0,0.36,0.45,1.0,331747,417072,112002,129179
13,5.0,0.22,0.68,1.0,360688,364348,103790,161174
14,5.0,0.6,0.29,1.0,298341,425153,133315,133191
15,5.0,0.57,0.23,1.0,376900,344881,106357,161862
16,5.0,0.55,0.3,1.0,252843,486834,149475,100848
17,5.0,0.17,0.24,1.0,258703,481090,144242,105965
18,5.0,0.68,0.31,1.0,337685,409526,108677,134112
19,5.0,0.6,0.79,1.0,272344,471849,139456,106351
20,5.0,0.26,0.3,1.0,287963,448811,135317,117909
21,5.0,0.58,0.24,1.0,338855,412110,109291,129744
22,5.0,0.16,0.41,1.0,310409,427400,120978,131213
23,5.0,0.66,0.64,1.0,348938,399003,109835,132224
24,5.0,0.69,0.9,1.0,274418,482878,134530,98174
25,5.0,0.21,0.48,1.0,299232,437592,131753,121423
26,5.0,0.37,0.22,1.0,271647,471964,134253,112136
27,5.0,0.21,0.61,1.0,339542,390314,114437,145707
28,5.0,0.65,0.21,1.0,338680,396384,117711,137225
29,5.0,0.2,0.27,1.0,314086,414521,125424,135969
30,5.0,0.23,0.37,1.0,308488,429815,129544,122153
31,5.0,0.78,0.21,1.0,286960,458653,127366,117021
32,5.0,0.15,0.54,1.0,318064,420591,119220,132125
33,5.0,0.43,0.58,1.0,290735,455374,136927,106964
34,5.0,0.19,0.44,1.0,264599,484501,137183,103717
35,5.0,0.22,0.77,1.0,264031,469393,147295,109281
36,5.0,0.45,0.33,1.0,279373,457854,133682,119091
37,5.0,0.26,0.28,1.0,288164,457782,131889,112165
38,5.0,0.2,0.82,1.0,326684,418723,116715,127878
39,5.0,0.18,0.78,1.0,324141,396468,124526,144865
40,5.0,0.18,0.3,1.0,274509,465523,137708,112260
41,5.0,0.2,0.2,1.0,227592,517208,157276,87924
42,5.0,0.16,0.64,1.0,324407,414251,124455,126887
43,5.0,0.28,0.48,1.0,338523,404052,113639,133786
44,5.0,0.18,0.24,1.0,327729,406932,119759,135580
45,5.0,0.38,0.21,1.0,281889,474098,129721,104292
46,5.0,0.44,0.62,1.0,322908,405497,128755,132840
47,5.0,0.17,0.59,1.0,314960,422208,120692,132140
48,5.0,0.17,0.65,1.0,299189,443506,128462,118843
49,5.0,0.2,0.33,1.0,331606,405225,121220,131949
50,5.0,0.37,0.25,1.0,347571,396722,105294,140413
51,5.0,0.22,0.44,1.0,374375,359298,99466,156861
52,5.0,0.17,0.73,1.0,296522,445724,128428,119326
53,5.0,0.29,0.42,1.0,282486,459691,139269,108554
54,5.0,0.19,0.27,1.0,297374,452976,125080,114570
55,5.0,0.86,0.55,1.0,363702,366561,106500,153237
56,5.0,0.4,0.53,1.0,307742,426421,126500,129337
57,5.0,0.34,0.21,1.0,343495,394684,111522,140299
58,5.0,0.39,0.21,1.0,273107,461670,146520,108703
59,5.0,0.44,0.21,1.0,296326,430228,128038,135408
60,5.0,0.25,0.29,1.0,258937,498017,139577,93469
61,5.0,0.46,0.77,1.0,252639,494066,143195,100100
62,5.0,0.64,0.31,1.0,302892,445537,126821,114750
63,5.0,0.16,0.53,1.0,351361,380452,109354,148833
64,5.0,0.27,0.35,1.0,315194,432827,118533,123446
65,5.0,0.42,0.33,1.0,285529,451231,140022,113218
66,5.0,0.16,0.4,1.0,297522,446128,126496,119854
67,5.0,0.97,0.23,1.0,347306,396306,114456,131932
68,5.0,0.25,0.87,1.0,348925,392116,101470,147489
69,5.0,0.34,0.5,1.0,332318,417259,112688,127735
70,5.0,0.58,0.24,1.0,377423,354423,109283,148871
71,5.0,0.2,0.23,1.0,294935,445308,134074,115683
72,5.0,0.15,0.57,1.0,323165,418446,118403,129986
73,5.0,0.24,0.75,1.0,363160,372192,111931,142717
74,5.0,0.36,0.87,1.0,314609,438616,114254,122521
75,5.0,0.62,0.22,1.0,373938,354001,107202,154859
76,5.0,0.17,0.22,1.0,329531,416807,109798,133864
77,5.0,0.38,0.4,1.0,286099,462478,130771,110652
78,5.0,0.21,0.35,1.0,327745,421440,110278,130537
79,5.0,0.23,0.37,1.0,237708,506487,154766,91039
80,5.0,0.36,0.22,1.0,375139,351398,101992,161471
81,5.0,0.2,0.27,1.0,320644,397662,126736,144958
82,5.0,0.22,0.7,1.0,329473,416121,117008,127398
83,5.0,0.38,0.26,1.0,265390,484119,139327,101164
84,5.0,0.54,0.82,1.0,321782,412501,118991,136726
85,5.0,0.32,0.51,1.0,349762,396110,108071,136057
86,5.0,0.72,0.38,1.0,198181,548672,166081,77066
87,5.0,0.15,0.34,1.0,367553,363892,105832,152723
88,5.0,0.29,0.39,1.0,285247,466214,131851,106688
