,m,d,r,w,P,R,S,T
0,5.0,0.53,0.31,1.0,274329,436507,132024,147140
1,5.0,0.3,0.21,1.0,252587,477973,135281,124159
2,5.0,0.57,0.49,1.0,281782,434163,122176,151879
3,5.0,0.23,0.62,1.0,258686,475703,131395,124216
4,5.0,0.31,0.41,1.0,244428,500359,137846,107367
5,5.0,0.15,0.29,1.0,333283,376153,105548,175016
6,5.0,0.2,0.95,1.0,281773,437395,116552,154280
7,5.0,0.26,0.23,1.0,204978,523043,154563,107416
8,5.0,0.18,0.54,1.0,240383,493662,141819,114136
9,5.0,0.15,0.26,1.0,313746,406216,109639,160399
10,5.0,0.62,0.26,1.0,209766,519915,153582,106737
11,5.0,0.94,0.27,1.0,216576,509369,149039,115016
12,5.0,0.17,0.74,1.0,252492,461413,139202,136893
13,5.0,0.47,0.21,1.0,264791,468642,119185,137382
14,5.0,0.52,0.45,1.0,212940,516782,157137,103141
15,5.0,0.62,0.67,1.0,237709,461575,146085,144631
16,5.0,0.29,0.39,1.0,240045,490459,138743,120753
17,5.0,0.27,0.21,1.0,279844,450699,120058,139399
18,5.0,0.34,0.68,1.0,253349,479937,133402,123312
19,5.0,0.84,0.44,1.0,236222,526250,129126,98402
20,5.0,0.17,0.34,1.0,254357,492182,122158,121303
21,5.0,0.62,0.86,1.0,259528,448508,141674,140290
22,5.0,0.51,0.57,1.0,322100,384080,99012,184808
23,5.0,0.18,0.31,1.0,291161,441388,117457,139994
24,5.0,0.41,0.2,1.0,242191,502876,131228,113705
25,5.0,0.49,0.9,1.0,241503,500786,138828,108883
26,5.0,0.25,0.62,1.0,261488,445385,133708,149419
27,5.0,0.18,0.23,1.0,234138,484257,145673,125932
28,5.0,0.26,0.41,1.0,241385,481889,141472,125254
29,5.0,0.56,0.21,1.0,259219,475160,125158,130463
30,5.0,0.25,0.2,1.0,242882,494168,135292,117658
31,5.0,0.23,0.52,1.0,224167,504823,146726,114284
32,5.0,0.87,0.31,1.0,278876,450591,119260,141273
33,5.0,0.21,0.65,1.0,253115,486669,125394,124822
34,5.0,0.41,0.23,1.0,274742,447256,134727,133275
35,5.0,0.24,0.37,1.0,271882,438337,128955,150826
36,5.0,0.48,0.85,1.0,302937,411057,114829,161177
37,5.0,0.58,0.44,1.0,297250,430709,113544,148497
38,5.0,0.28,0.42,1.0,241792,507047,131115,110046
39,5.0,0.35,0.44,1.0,240804,480919,143786,124491
40,5.0,0.35,0.5,1.0,247449,452313,142576,147662
41,5.0,0.98,0.35,1.0,298561,443156,114392,133891
42,5.0,0.93,0.21,1.0,331812,373511,102280,182397
43,5.0,0.21,0.31,1.0,315116,394603,118529,161752
44,5.0,0.19,0.93,1.0,285582,437916,122637,143865
45,5.0,0.15,0.32,1.0,280634,429144,127530,152692
46,5.0,0.25,0.27,1.0,280315,443099,122043,144543
47,5.0,0.26,0.36,1.0,250376,499788,122604,117232
48,5.0,0.16,0.21,1.0,225191,507132,149738,107939
49,5.0,0.18,0.69,1.0,265281,462553,126413,135753
50,5.0,0.23,0.97,1.0,244088,470352,145735,129825
51,5.0,0.2,0.22,1.0,255133,501336,127456,106075
52,5.0,0.22,0.56,1.0,270168,456602,116441,146789
53,5.0,0.6,0.39,1.0,221077,516734,143209,108980
54,5.0,0.99,0.22,1.0,282118,428243,123540,156099
55,5.0,0.92,0.41,1.0,260277,466706,129474,133543
56,5.0,0.16,0.34,1.0,293319,437022,116428,143231
57,5.0,0.29,0.47,1.0,264389,462179,126862,136570
58,5.0,0.18,0.43,1.0,214673,513912,148725,112690
59,5.0,0.2,0.98,1.0,245269,469944,142664,132123
60,5.0,0.98,0.44,1.0,240355,499766,140283,109596
61,5.0,0.33,0.2,1.0,255973,459573,140590,133864
62,5.0,0.21,0.78,1.0,240791,498843,130532,119834
63,5.0,0.2,0.41,1.0,290650,405570,124810,168970
64,5.0,0.15,0.37,1.0,274881,438116,122560,154443
65,5.0,0.51,0.39,1.0,254125,477065,138477,120333
66,5.0,0.2,0.26,1.0,246745,474755,136193,132307
67,5.0,0.17,0.23,1.0,251812,505173,120518,112497
68,5.0,0.9,0.23,1.0,262582,465394,132366,129658
69,5.0,0.27,0.26,1.0,252523,466977,138367,132133
70,5.0,0.16,0.59,1.0,224716,481927,155788,127569
71,5.0,0.26,0.45,1.0,241488,491400,135763,121349
72,5.0,0.23,0.59,1.0,275783,456908,117121,140188
73,5.0,0.37,0.23,1.0,198417,557948,148691,84944
74,5.0,0.18,0.21,1.0,287837,439527,112965,149671
75,5.0,0.21,0.22,1.0,262396,481206,124355,122043
76,5.0,0.97,0.58,1.0,260539,449746,140224,139491
77,5.0,0.19,0.23,1.0,292773,436479,117521,143227
78,5.0,0.2,0.66,1.0,278448,441804,119400,150348
79,5.0,0.47,0.21,1.0,305221,412594,116224,155961
80,5.0,0.77,0.23,1.0,224742,497830,152855,114573
81,5.0,0.15,0.21,1.0,280883,446790,116210,146117
82,5.0,0.5,0.24,1.0,270060,448550,124944,146446
83,5.0,0.16,0.74,1.0,247997,470152,140704,131147
84,5.0,0.44,0.31,1.0,276477,446835,123980,142708
85,5.0,0.35,0.25,1.0,241670,482885,143621,121824
86,5.0,0.21,0.25,1.0,236887,509190,136148,107775
87,5.0,0.21,0.44,1.0,271293,452058,130159,136490
88,5.0,0.19,0.38,1.0,236460,480505,147981,125054
89,5.0,0.91,0.59,1.0,299480,417228,110576,162716
90,5.0,0.23,0.26,1.0,251114,471972,139640,127274
91,5.0,0.3,0.22,1.0,221648,504405,150628,113319
92,5.0,0.3,0.83,1.0,205017,538508,149348,97127
93,5.0,0.27,0.21,1.0,265071,457528,128407,138994
94,5.0,0.17,0.3,1.0,232921,501749,142403,112927
95,5.0,0.47,0.76,1.0,252600,485527,125566,126307
96,5.0,0.61,0.24,1.0,266032,451184,132194,140590
97,5.0,0.15,0.21,1.0,218272,536681,144858,90189
98,5.0,0.18,0.32,1.0,266282,467114,128065,128539
99,5.0,0.25,0.54,1.0,225133,502341,150042,112484
