,m,d,r,w,P,R,S,T
72,5.0,0.78,0.25,1.0,324927,380824,148356,135893
73,5.0,0.36,0.29,1.0,367907,338350,133800,149943
74,5.0,0.17,0.64,1.0,359957,319370,135596,175077
75,5.0,0.16,0.56,1.0,315532,373239,162809,138420
76,5.0,0.16,0.38,1.0,352460,337568,140382,159590
77,5.0,0.17,0.3,1.0,320526,367777,150515,151182
78,5.0,0.24,0.48,1.0,318475,374260,155337,141928
79,5.0,0.19,0.22,1.0,334470,377659,149078,128793
80,5.0,0.15,0.21,1.0,358549,330669,130289,170493
81,5.0,0.16,0.57,1.0,259759,437957,187751,104533
82,5.0,0.33,0.4,1.0,368714,308062,137774,175450
83,5.0,0.74,0.35,1.0,323538,358268,162953,145241
84,5.0,0.17,0.66,1.0,354110,339316,140825,155749
85,5.0,0.98,0.77,1.0,369326,332365,127838,160471
86,5.0,0.37,0.57,1.0,394162,313961,118672,163205
87,5.0,0.93,0.67,1.0,346271,361096,142789,139844
88,5.0,0.25,0.61,1.0,362498,340187,131418,155897
89,5.0,0.88,0.21,1.0,306839,401888,165391,115882
90,5.0,0.29,0.73,1.0,342217,342083,154775,150925
91,5.0,0.89,0.61,1.0,370363,329599,129778,160260
92,5.0,0.16,0.21,1.0,352266,335111,145912,156711
93,5.0,0.22,0.86,1.0,307353,387717,162969,131961
94,5.0,0.25,0.52,1.0,315198,375522,161617,137663
95,5.0,0.3,0.23,1.0,357023,326993,138884,167100
96,5.0,0.27,0.32,1.0,313338,395890,158772,122000
97,5.0,0.52,0.27,1.0,320844,370660,159755,138741
98,5.0,0.22,0.24,1.0,322971,375398,155531,136100
99,5.0,0.27,0.47,1.0,333747,349155,151810,155288
