,m,d,r,w,P,R,S,T
0,5.0,0.19,0.4,1.0,256241,508295,104832,120632
1,5.0,0.47,0.51,1.0,261151,482813,111528,134508
2,5.0,0.46,0.27,1.0,231062,512329,132279,114330
3,5.0,0.2,0.3,1.0,245641,484070,123902,136387
4,5.0,0.22,0.73,1.0,213843,550535,129830,95792
5,5.0,0.52,0.97,1.0,247002,508257,119348,115393
6,5.0,0.69,0.29,1.0,256739,477713,118312,137236
7,5.0,0.16,0.27,1.0,187669,574738,147030,80563
8,5.0,0.46,0.32,1.0,256386,458210,118950,156454
9,5.0,0.31,0.61,1.0,239652,514392,111037,124919
10,5.0,0.57,0.31,1.0,232976,508223,128278,120523
11,5.0,0.26,0.2,1.0,197968,560237,131248,100547
12,5.0,0.35,0.35,1.0,277800,456967,108537,146696
13,5.0,0.18,0.25,1.0,227146,504013,125359,133482
14,5.0,0.62,0.88,1.0,253400,498206,105974,132420
15,5.0,0.2,0.58,1.0,244541,489811,132296,123352
16,5.0,0.16,0.33,1.0,223161,527543,131160,108136
17,5.0,0.2,0.47,1.0,196128,566371,132247,95254
18,5.0,0.38,0.24,1.0,277584,448142,106808,157466
19,5.0,0.17,0.26,1.0,226183,523426,134016,106375
20,5.0,0.16,0.93,1.0,180803,587107,140414,81676
21,5.0,0.6,0.21,1.0,285572,448746,108740,146942
22,5.0,0.26,0.41,1.0,267201,463634,124552,134613
23,5.0,0.22,0.3,1.0,245540,487769,128251,128440
24,5.0,0.24,0.49,1.0,242447,496671,116668,134214
25,5.0,0.18,0.23,1.0,228951,504243,126043,130763
26,5.0,0.15,0.23,1.0,267329,464491,114141,144039
27,5.0,0.18,0.23,1.0,180183,567459,148293,94065
28,5.0,0.48,0.2,1.0,233589,515794,126361,114256
29,5.0,0.67,0.46,1.0,193924,537204,145184,113688
30,5.0,0.4,0.34,1.0,255948,485073,114071,134908
31,5.0,0.19,0.26,1.0,275935,472792,105033,136240
32,5.0,0.24,0.21,1.0,208088,539939,135679,106294
33,5.0,0.32,0.29,1.0,193404,563474,142269,90853
34,5.0,0.26,0.27,1.0,196266,549509,146811,97414
35,5.0,0.87,0.35,1.0,211542,540370,132083,106005
36,5.0,0.32,0.77,1.0,251690,509457,112390,116463
37,5.0,0.31,0.27,1.0,246192,494784,123979,125045
38,5.0,0.16,0.23,1.0,214328,540181,135663,99828
39,5.0,0.16,0.24,1.0,234346,501466,116640,137548
40,5.0,0.26,0.96,1.0,246223,461862,125079,156836
41,5.0,0.39,0.33,1.0,202636,562233,133983,91148
42,5.0,0.15,0.33,1.0,232600,514905,120749,121746
43,5.0,0.16,0.68,1.0,212315,525821,138379,113485
44,5.0,0.33,0.31,1.0,238585,479933,139543,131939
45,5.0,0.29,0.23,1.0,260297,473902,126844,128957
46,5.0,0.29,0.78,1.0,281332,443741,114599,150328
47,5.0,0.29,0.32,1.0,243963,488637,129169,128231
48,5.0,0.25,0.83,1.0,228533,512926,133864,114677
49,5.0,0.45,0.22,1.0,252753,481729,116932,138586
50,5.0,0.26,0.3,1.0,226224,503547,129868,130361
51,5.0,0.27,0.41,1.0,252458,485900,117605,134037
52,5.0,0.44,0.26,1.0,244282,512837,117146,115735
53,5.0,0.65,0.26,1.0,203114,558582,127233,101071
54,5.0,0.25,0.22,1.0,272461,469062,111789,136688
55,5.0,0.22,0.57,1.0,261088,484373,111639,132900
56,5.0,0.15,0.3,1.0,242429,519253,112403,115915
57,5.0,0.93,0.26,1.0,226783,525904,132722,104591
58,5.0,0.29,0.21,1.0,261890,489083,105561,133466
59,5.0,0.35,0.26,1.0,274207,474047,113937,127809
60,5.0,0.19,0.2,1.0,272477,453536,112732,151255
61,5.0,0.19,0.34,1.0,191570,562620,142216,93594
62,5.0,0.38,0.22,1.0,217281,529091,131482,112146
63,5.0,0.19,0.44,1.0,212674,540606,134826,101894
64,5.0,0.15,0.3,1.0,228661,515265,129733,116341
65,5.0,0.34,0.5,1.0,243230,498163,115043,133564
66,5.0,0.16,0.88,1.0,243274,513425,110421,122880
67,5.0,0.24,0.4,1.0,243769,495950,123425,126856
68,5.0,0.21,0.37,1.0,258023,467444,110247,154286
69,5.0,0.41,0.91,1.0,203220,538863,147935,99982
70,5.0,0.98,0.23,1.0,246413,490260,125718,127609
71,5.0,0.23,0.37,1.0,208073,539977,129576,112374
72,5.0,0.28,0.21,1.0,244440,494311,119171,132078
73,5.0,0.2,0.27,1.0,252451,485355,115665,136529
74,5.0,0.21,0.28,1.0,216866,537546,124604,110984
75,5.0,0.27,0.75,1.0,240295,502848,125469,121388
76,5.0,0.52,0.62,1.0,216660,518262,130444,124634
77,5.0,0.5,0.88,1.0,216160,538053,130651,105136
78,5.0,0.23,0.27,1.0,276904,442621,107097,163378
79,5.0,0.21,0.21,1.0,250010,475579,121681,142730
80,5.0,0.26,0.62,1.0,271419,483283,107732,127566
81,5.0,0.21,0.37,1.0,260567,483431,113651,132351
82,5.0,0.17,0.85,1.0,200844,545968,143637,99551
83,5.0,0.25,0.2,1.0,229613,511409,126149,122829
84,5.0,0.67,0.52,1.0,276719,463057,100394,149830
85,5.0,0.15,0.28,1.0,218028,516931,130265,124776
86,5.0,0.45,0.29,1.0,168361,593987,148325,79327
87,5.0,0.28,0.57,1.0,237175,500729,128111,123985
88,5.0,0.26,0.5,1.0,280511,462133,102818,144538
89,5.0,0.29,0.45,1.0,196197,541467,146037,106299
90,5.0,0.16,0.25,1.0,221523,525063,126783,116631
91,5.0,0.18,0.25,1.0,256394,466433,123429,143744
92,5.0,0.85,0.35,1.0,268348,468376,110578,142698
93,5.0,0.2,0.82,1.0,320068,406756,92002,171174
94,5.0,0.19,0.43,1.0,213053,540847,123280,112820
95,5.0,0.25,0.58,1.0,230612,504511,123803,131074
96,5.0,0.45,0.36,1.0,269187,470369,115270,135174
97,5.0,0.17,0.28,1.0,267649,499582,107798,114971
98,5.0,0.31,0.51,1.0,220474,529775,124501,115250
99,5.0,0.32,0.22,1.0,255475,479513,111762,143250
