,m,d,r,w,P,R,S,T
48,5.0,0.3,0.33,1.0,132897,646531,131977,78595
49,5.0,0.49,0.56,1.0,231699,524088,99936,134277
50,5.0,0.64,0.28,1.0,181745,577721,119583,110951
51,5.0,0.69,0.25,1.0,225560,515645,108078,140717
52,5.0,0.28,0.29,1.0,204258,549805,104799,131138
53,5.0,0.17,0.23,1.0,205711,565399,104579,114311
54,5.0,0.15,0.27,1.0,158478,590188,125347,115987
55,5.0,0.26,0.37,1.0,168111,595117,121411,105361
56,5.0,0.17,0.9,1.0,165017,603296,121886,99801
57,5.0,0.94,0.53,1.0,171651,584682,125578,108089
58,5.0,0.16,0.23,1.0,203319,554127,111915,120639
59,5.0,0.99,0.64,1.0,158929,616477,126637,87957
60,5.0,0.15,0.59,1.0,213652,523058,111462,141828
61,5.0,0.16,0.76,1.0,167372,600699,121999,99930
62,5.0,0.18,0.22,1.0,186828,567286,114085,121801
63,5.0,0.17,0.32,1.0,182464,581676,112656,113204
64,5.0,0.16,0.75,1.0,176504,587161,115098,111237
65,5.0,0.54,0.26,1.0,199497,558258,114714,117531
66,5.0,0.23,0.21,1.0,180866,576357,119192,113585
67,5.0,0.47,0.31,1.0,218696,516617,111478,143209
68,5.0,0.17,0.27,1.0,154842,585712,136139,113307
69,5.0,0.15,0.43,1.0,173708,583812,126125,106355
70,5.0,0.39,0.2,1.0,181747,574932,120569,112752
71,5.0,0.15,0.77,1.0,155296,610331,126511,97862
72,5.0,0.3,0.63,1.0,193891,563190,114141,118778
73,5.0,0.19,0.73,1.0,199512,565037,109926,115525
74,5.0,0.45,0.52,1.0,204404,555808,107707,122081
75,5.0,0.36,0.34,1.0,176960,578475,120939,113626
76,5.0,0.24,0.23,1.0,193238,572970,110782,113010
77,5.0,0.19,0.79,1.0,155819,615059,123626,95496
78,5.0,0.18,0.33,1.0,158296,615003,123522,93179
79,5.0,0.4,0.3,1.0,232869,519888,100160,137083
80,5.0,0.21,0.37,1.0,176838,581077,116589,115496
81,5.0,0.56,0.28,1.0,203266,552488,109559,124687
82,5.0,0.51,0.32,1.0,207545,542762,106439,133254
83,5.0,0.34,0.21,1.0,236005,506038,101487,146470
84,5.0,0.33,0.21,1.0,179592,576259,123719,110430
85,5.0,0.19,0.43,1.0,190862,567301,116064,115773
86,5.0,0.3,0.48,1.0,207845,549449,105866,126840
87,5.0,0.23,0.77,1.0,224159,492425,109793,163623
88,5.0,0.31,0.65,1.0,221788,522340,103160,142712
89,5.0,0.44,0.57,1.0,165981,596123,122957,104939
90,5.0,0.17,0.23,1.0,140553,634204,131239,84004
91,5.0,0.17,0.37,1.0,194248,553816,118466,123470
92,5.0,0.85,0.2,1.0,233776,510551,99760,145913
93,5.0,0.25,0.22,1.0,178282,581021,121017,109680
94,5.0,0.2,0.56,1.0,172420,578839,125516,113225
95,5.0,0.26,0.21,1.0,150854,605410,128695,105041
96,5.0,0.71,0.33,1.0,142741,609224,139253,98782
97,5.0,0.31,0.24,1.0,201230,543156,114521,131093
98,5.0,0.17,0.2,1.0,188211,565489,119630,116670
99,5.0,0.18,0.24,1.0,166253,584492,117034,122221
