,m,d,r,w,P,R,S,T
0,5.0,0.62,0.63,1.0,370119,358378,115455,146048
1,5.0,0.24,0.56,1.0,330112,415630,127034,117224
2,5.0,0.23,0.62,1.0,366877,368055,116599,138469
3,5.0,0.2,0.21,1.0,325969,395376,138256,130399
4,5.0,0.17,0.87,1.0,334024,389909,134495,131572
5,5.0,0.2,0.45,1.0,360550,370748,124737,133965
6,5.0,0.16,0.51,1.0,323265,406189,140727,119819
7,5.0,0.15,0.21,1.0,377910,358681,110919,142490
8,5.0,0.41,0.34,1.0,406762,336049,98408,148781
9,5.0,0.2,0.33,1.0,275461,461979,153178,99382
10,5.0,0.19,0.78,1.0,321664,424671,132316,111349
11,5.0,0.27,0.29,1.0,373900,362474,108763,144863
12,5.0,0.31,0.29,1.0,332741,411480,130757,115022
13,5.0,0.36,0.24,1.0,345579,409716,119623,115082
14,5.0,0.28,0.25,1.0,370033,366595,113013,140359
15,5.0,0.76,0.37,1.0,357720,378963,120215,133102
16,5.0,0.25,0.5,1.0,316181,424561,138132,111126
17,5.0,0.34,0.28,1.0,358882,379223,117726,134169
18,5.0,0.2,0.31,1.0,334862,409303,127055,118780
19,5.0,0.17,0.23,1.0,388988,353094,106604,141314
20,5.0,0.36,0.68,1.0,360411,376232,117251,136106
21,5.0,0.17,0.36,1.0,300752,449285,139418,100545
22,5.0,0.17,0.42,1.0,328900,398353,130524,132223
23,5.0,0.15,0.41,1.0,369673,386349,110522,123456
24,5.0,0.16,0.26,1.0,386327,337270,112618,153785
25,5.0,0.25,0.8,1.0,249529,467456,178907,94108
26,5.0,0.19,0.23,1.0,339382,378161,137888,134569
27,5.0,0.71,0.67,1.0,286886,455843,146320,100951
28,5.0,1.0,0.39,1.0,307316,428225,137393,117066
29,5.0,0.17,0.23,1.0,336032,390716,136255,126997
30,5.0,0.4,0.23,1.0,403405,336497,101107,148991
31,5.0,0.47,0.28,1.0,325341,380467,152305,131887
32,5.0,0.28,0.73,1.0,335150,409792,123856,121202
33,5.0,0.27,0.48,1.0,338259,412608,122036,117097
34,5.0,0.17,0.42,1.0,323796,403655,139921,122628
35,5.0,0.26,0.75,1.0,371184,346607,118195,154014
36,5.0,0.17,0.48,1.0,305752,434518,141203,108527
37,5.0,0.29,0.24,1.0,339439,391644,130401,128516
38,5.0,0.82,0.29,1.0,303882,420676,151935,113507
39,5.0,0.16,0.6,1.0,319626,404385,145257,120732
40,5.0,0.39,0.24,1.0,313179,426688,134806,115327
41,5.0,0.17,0.21,1.0,373878,365389,112684,138049
42,5.0,0.24,0.47,1.0,319187,439316,124964,106533
43,5.0,0.32,0.67,1.0,300919,449539,135117,104425
44,5.0,0.25,0.21,1.0,366623,373395,112456,137526
45,5.0,0.24,0.34,1.0,351769,388619,124704,124908
46,5.0,0.27,0.22,1.0,365172,386404,110465,127959
47,5.0,0.3,0.3,1.0,346769,388478,122995,131758
48,5.0,0.5,0.36,1.0,351884,407597,115965,114554
49,5.0,0.16,0.23,1.0,328991,411193,131296,118520
50,5.0,0.16,0.61,1.0,329046,412246,126262,122446
51,5.0,0.64,0.48,1.0,341122,401178,126376,121324
52,5.0,0.33,0.3,1.0,429466,306587,85425,168522
53,5.0,0.17,0.97,1.0,400726,320661,105874,162739
54,5.0,0.28,0.34,1.0,288033,435873,157878,108216
55,5.0,0.19,0.25,1.0,323833,412290,131576,122301
56,5.0,0.74,0.46,1.0,411388,333058,97756,147798
57,5.0,0.28,0.37,1.0,331830,418867,123572,115731
58,5.0,0.87,0.63,1.0,313010,424074,138206,114710
59,5.0,0.55,0.93,1.0,306078,415779,148432,119711
60,5.0,0.21,0.38,1.0,323021,398139,138757,130083
61,5.0,0.37,0.8,1.0,375711,348533,115089,150667
62,5.0,0.4,0.78,1.0,333881,407015,129255,119849
63,5.0,0.66,0.33,1.0,325705,399886,136072,128337
64,5.0,0.15,0.24,1.0,418504,323648,92235,155613
65,5.0,0.33,0.23,1.0,347517,412090,109985,120408
66,5.0,0.21,0.76,1.0,287383,456205,148274,98138
67,5.0,0.17,0.32,1.0,350545,387659,123132,128664
68,5.0,0.15,0.27,1.0,279217,466755,147241,96787
69,5.0,0.3,0.26,1.0,283245,458977,153346,94432
70,5.0,0.16,0.55,1.0,318740,413164,139897,118199
71,5.0,0.32,0.77,1.0,385709,340426,113893,149972
72,5.0,0.16,0.21,1.0,375994,368068,111455,134483
73,5.0,0.3,0.28,1.0,322208,399756,135213,132823
74,5.0,0.97,0.27,1.0,366320,373318,113815,136547
75,5.0,0.26,0.39,1.0,361580,362757,125271,140392
76,5.0,0.18,0.56,1.0,313796,434513,134005,107686
77,5.0,0.62,0.48,1.0,365081,368361,121983,134575
78,5.0,0.29,0.23,1.0,366739,368295,119120,135846
79,5.0,0.36,0.3,1.0,389825,347521,101886,150768
80,5.0,0.88,0.26,1.0,343443,390050,124694,131813
81,5.0,0.28,0.46,1.0,345462,408243,116709,119586
82,5.0,0.52,0.84,1.0,304577,431525,141373,112525
83,5.0,0.2,0.2,1.0,367631,375989,114963,131417
84,5.0,0.34,0.21,1.0,302805,426488,148959,111748
85,5.0,0.2,0.31,1.0,328105,400984,138048,122863
86,5.0,0.5,0.36,1.0,352002,379255,127793,130950
87,5.0,0.25,0.69,1.0,324831,409746,131236,124187
88,5.0,0.35,0.42,1.0,393576,339890,105272,151262
89,5.0,0.21,0.43,1.0,416849,290489,108945,173717
90,5.0,0.23,0.28,1.0,384202,361052,105713,139033
91,5.0,0.27,0.83,1.0,242033,486553,174550,86864
92,5.0,0.27,0.79,1.0,327708,393316,137290,131686
93,5.0,0.72,0.43,1.0,348409,381771,125293,134527
94,5.0,0.28,0.4,1.0,317852,410926,143182,118040
95,5.0,0.5,0.63,1.0,329675,410724,128887,120714
96,5.0,0.24,0.9,1.0,354126,368464,122213,145197
97,5.0,0.36,0.34,1.0,338703,396759,131881,122657
98,5.0,0.2,0.25,1.0,346056,400929,120221,122794
99,5.0,0.27,0.57,1.0,339910,386343,135798,127949
