,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,28,26,18,28
1,28,26,18,28
2,28,26,19,27
3,28,27,19,26
4,28,27,19,26
5,28,27,19,26
6,29,26,19,26
7,29,26,19,26
8,29,26,19,26
9,29,25,19,27
10,29,24,20,27
11,29,24,21,26
12,30,23,21,26
13,30,24,20,26
14,30,25,19,26
15,30,25,19,26
16,29,26,19,26
17,29,26,19,26
18,30,26,19,25
19,29,27,19,25
20,29,27,20,24
21,29,26,21,24
22,30,25,21,24
23,30,24,21,25
24,30,24,22,24
25,30,24,23,23
26,31,23,23,23
27,31,24,23,22
28,30,25,23,22
29,30,26,22,22
30,30,27,21,22
31,29,28,21,22
32,29,27,21,23
33,30,27,20,23
34,30,26,21,23
35,30,26,21,23
36,31,26,21,22
37,31,27,20,22
38,31,27,21,21
39,32,27,21,20
40,32,27,20,21
41,31,28,20,21
42,32,28,19,21
43,33,28,19,20
44,33,28,19,20
45,33,28,19,20
46,33,27,20,20
47,32,27,20,21
48,32,26,21,21
49,33,25,21,21
50,33,24,21,22
51,33,25,21,21
52,33,25,21,21
53,33,24,21,22
54,33,24,20,23
55,33,24,20,23
56,33,24,20,23
57,34,24,19,23
58,33,25,19,23
59,33,25,19,23
60,34,24,19,23
61,33,25,19,23
62,32,25,19,24
63,33,25,18,24
64,33,26,18,23
65,32,27,18,23
66,32,27,18,23
67,31,27,18,24
68,31,27,18,24
69,31,26,18,25
70,31,26,18,25
71,31,26,18,25
72,32,26,17,25
73,32,26,18,24
74,33,25,18,24
75,33,26,17,24
76,34,26,16,24
77,35,25,16,24
78,35,25,15,25
79,34,26,15,25
80,35,25,15,25
81,35,24,15,26
82,35,24,15,26
83,35,24,15,26
84,34,24,15,27
85,33,25,15,27
86,34,25,15,26
87,34,24,15,27
88,34,25,14,27
89,35,24,14,27
90,35,25,14,26
91,34,25,14,27
92,34,24,15,27
93,34,25,15,26
94,34,26,14,26
95,35,26,13,26
96,34,26,13,27
97,33,26,14,27
98,32,26,14,28
99,32,25,14,29
100,32,24,14,30
101,33,24,14,29
102,34,24,14,28
103,33,24,14,29
104,34,24,14,28
105,34,24,14,28
106,34,23,14,29
107,33,23,15,29
108,33,23,14,30
109,33,23,14,30
110,33,23,14,30
111,33,24,14,29
112,34,23,14,29
113,35,23,14,28
114,35,23,14,28
115,35,23,14,28
116,34,24,14,28
117,35,23,14,28
118,36,23,14,27
119,35,23,15,27
120,36,22,15,27
121,35,22,16,27
122,35,22,16,27
123,35,22,16,27
124,35,22,16,27
125,34,22,17,27
126,34,23,17,26
127,33,23,17,27
