,m,d,r,w,P,R,S,T
0,8.3,0.4,0.3,1.0,272103,467180,124413,126304
1,4.4,0.4,0.3,1.0,221574,514042,139667,114717
2,5.1,0.4,0.3,1.0,226488,500043,143883,119586
3,2.9,0.4,0.3,1.0,284993,400717,122443,181847
4,4.3,0.4,0.3,1.0,189028,529768,158501,112703
5,6.1,0.4,0.3,1.0,246563,495335,126070,122032
6,2.7,0.4,0.3,1.0,236150,482187,137437,134226
7,2.6,0.4,0.3,1.0,279908,433238,124606,152248
8,2.9,0.4,0.3,1.0,185702,541800,159954,102544
9,3.8,0.4,0.3,1.0,289728,399757,118347,182168
10,3.7,0.4,0.3,1.0,239717,492919,126437,130927
11,3.8,0.4,0.3,1.0,233343,487683,135890,133084
12,4.3,0.4,0.3,1.0,248870,468446,130441,142243
13,5.6,0.4,0.3,1.0,248480,462714,134624,144182
14,3.9,0.4,0.3,1.0,294350,421230,111926,162494
15,10.0,0.4,0.3,1.0,260114,468963,121943,138980
16,5.9,0.4,0.3,1.0,256194,471456,118294,144056
17,3.9,0.4,0.3,1.0,271000,470220,117356,131424
18,4.1,0.4,0.3,1.0,260038,457438,136977,135547
19,3.5,0.4,0.3,1.0,209598,524157,141004,115241
20,4.8,0.4,0.3,1.0,256722,461277,125317,146684
21,9.1,0.4,0.3,1.0,285688,442927,118512,142873
22,3.2,0.4,0.3,1.0,230296,498907,132943,127854
23,2.5,0.4,0.3,1.0,205543,544641,143495,96321
24,3.9,0.4,0.3,1.0,261290,465976,127197,135537
25,3.9,0.4,0.3,1.0,230409,491844,148434,119313
26,6.9,0.4,0.3,1.0,241198,481266,132201,135335
27,7.9,0.4,0.3,1.0,267517,457527,109000,155956
28,2.6,0.4,0.3,1.0,289201,420293,117992,162514
29,4.5,0.4,0.3,1.0,259468,456326,135510,138696
30,8.9,0.4,0.3,1.0,265489,460651,125103,138757
31,3.0,0.4,0.3,1.0,257263,491408,120839,120490
32,2.9,0.4,0.3,1.0,282092,451162,110013,146733
33,4.9,0.4,0.3,1.0,208852,528003,144075,109070
34,3.3,0.4,0.3,1.0,237039,471620,140194,141147
35,2.9,0.4,0.3,1.0,204907,528485,148415,108193
36,3.8,0.4,0.3,1.0,258297,460722,122320,148661
37,3.2,0.4,0.3,1.0,221720,512668,136739,118873
38,2.7,0.4,0.3,1.0,276442,446653,119026,147879
39,3.5,0.4,0.3,1.0,227152,499530,141166,122152
40,2.9,0.4,0.3,1.0,258135,492602,115515,123748
41,5.9,0.4,0.3,1.0,239913,500916,131830,117341
42,2.5,0.4,0.3,1.0,265424,456887,122992,144697
43,5.2,0.4,0.3,1.0,229066,487739,140973,132222
44,3.4,0.4,0.3,1.0,275062,443155,125376,146407
45,4.1,0.4,0.3,1.0,247491,464514,128122,149873
46,6.9,0.4,0.3,1.0,279229,456690,109107,144974
47,8.1,0.4,0.3,1.0,252529,478726,128262,130483
48,2.8,0.4,0.3,1.0,217509,520044,137639,114808
49,4.3,0.4,0.3,1.0,297040,427725,108687,156548
50,7.4,0.4,0.3,1.0,244469,476196,141517,127818
51,2.9,0.4,0.3,1.0,269368,456152,118648,145832
52,3.0,0.4,0.3,1.0,219505,513444,140909,116142
53,2.9,0.4,0.3,1.0,212692,516935,147999,112374
54,5.1,0.4,0.3,1.0,265407,472453,130142,121998
55,5.4,0.4,0.3,1.0,283702,428675,121985,155638
56,6.1,0.4,0.3,1.0,243606,481219,131396,133779
57,4.5,0.4,0.3,1.0,287381,455843,112743,134033
58,3.5,0.4,0.3,1.0,279581,442763,118003,149653
59,6.1,0.4,0.3,1.0,218464,518904,151674,100958
60,5.5,0.4,0.3,1.0,268298,463473,121099,137130
61,4.7,0.4,0.3,1.0,275060,447892,121059,145989
62,2.6,0.4,0.3,1.0,256562,464479,126757,142202
63,3.4,0.4,0.3,1.0,251593,478925,121775,137707
64,2.8,0.4,0.3,1.0,263231,435291,121644,169834
65,3.0,0.4,0.3,1.0,280650,428918,116579,163853
66,2.7,0.4,0.3,1.0,229421,510659,139732,110188
67,3.2,0.4,0.3,1.0,255957,485755,130246,118042
68,9.5,0.4,0.3,1.0,231505,506575,139977,111943
69,5.2,0.4,0.3,1.0,215658,515989,148031,110322
70,2.6,0.4,0.3,1.0,217218,522892,137677,112213
71,7.8,0.4,0.3,1.0,289666,419928,109468,170938
72,4.9,0.4,0.3,1.0,244044,487341,135194,123421
73,8.1,0.4,0.3,1.0,201722,535516,149001,103761
74,3.1,0.4,0.3,1.0,246630,492204,132945,118221
75,2.5,0.4,0.3,1.0,253040,444359,131737,160864
76,8.1,0.4,0.3,1.0,270751,481327,122289,115633
77,6.2,0.4,0.3,1.0,239863,497093,133370,119674
78,2.8,0.4,0.3,1.0,208339,526936,147286,107439
79,6.5,0.4,0.3,1.0,245913,485826,128328,129933
80,6.1,0.4,0.3,1.0,231464,507961,138024,112551
81,5.4,0.4,0.3,1.0,234827,484920,137582,132671
82,6.5,0.4,0.3,1.0,284324,428972,124289,152415
83,3.3,0.4,0.3,1.0,283152,423633,127551,155664
84,4.5,0.4,0.3,1.0,245562,486568,127350,130520
85,5.7,0.4,0.3,1.0,223106,505657,138832,122405
86,5.5,0.4,0.3,1.0,249870,465076,139346,135708
87,4.1,0.4,0.3,1.0,199752,551316,150200,88732
88,5.4,0.4,0.3,1.0,215801,512643,151809,109747
89,4.8,0.4,0.3,1.0,227816,494238,144520,123426
90,9.1,0.4,0.3,1.0,247437,477716,122786,142061
91,2.8,0.4,0.3,1.0,232499,512791,136822,107888
92,5.2,0.4,0.3,1.0,212329,510909,159326,107436
93,2.9,0.4,0.3,1.0,230031,517116,129421,113432
94,7.6,0.4,0.3,1.0,212543,509455,150960,117042
95,4.0,0.4,0.3,1.0,222784,506963,152178,108075
96,9.3,0.4,0.3,1.0,233870,497757,131615,126758
97,4.8,0.4,0.3,1.0,216772,493612,152836,126780
98,5.8,0.4,0.3,1.0,273826,422568,127374,166232
99,3.4,0.4,0.3,1.0,248527,470516,129743,141214
