,m,d,r,w,P,R,S,T
80,3.6,0.4,0.3,1.0,224755,511813,127001,126431
81,4.4,0.4,0.3,1.0,210609,548150,115090,116151
82,7.0,0.4,0.3,1.0,201726,546165,125790,116319
83,9.3,0.4,0.3,1.0,228444,507822,120141,133593
84,7.8,0.4,0.3,1.0,236364,500674,116154,136808
85,7.7,0.4,0.3,1.0,185162,581488,125814,97536
86,4.3,0.4,0.3,1.0,231232,512586,115309,130873
87,5.0,0.4,0.3,1.0,237370,494968,119973,137689
88,3.2,0.4,0.3,1.0,195565,560158,132499,101778
89,3.5,0.4,0.3,1.0,202392,542749,127440,117419
90,5.9,0.4,0.3,1.0,228156,523150,115459,123235
91,6.5,0.4,0.3,1.0,212263,548299,115784,113654
92,3.3,0.4,0.3,1.0,240468,494260,114631,140641
93,3.5,0.4,0.3,1.0,169084,579885,146242,94789
94,8.3,0.4,0.3,1.0,275144,454697,100489,159670
95,2.7,0.4,0.3,1.0,179155,566153,136662,108030
96,5.1,0.4,0.3,1.0,234288,514021,118907,122784
97,5.1,0.4,0.3,1.0,259083,486556,107159,137202
98,2.5,0.4,0.3,1.0,189964,565724,131521,102791
99,8.6,0.4,0.3,1.0,210486,533809,124927,120778
