,m,d,r,w,P,R,S,T
47,4.1,0.4,0.3,1.0,265219,454409,142366,128006
48,2.7,0.4,0.3,1.0,286031,425858,140285,137826
49,3.8,0.4,0.3,1.0,301360,433861,122977,131802
50,4.9,0.4,0.3,1.0,316049,418225,116104,139622
51,2.9,0.4,0.3,1.0,294946,427749,123124,144181
52,3.5,0.4,0.3,1.0,334921,377166,113386,164527
53,2.9,0.4,0.3,1.0,278325,448018,130419,133238
54,2.9,0.4,0.3,1.0,289966,435433,131259,133342
55,4.8,0.4,0.3,1.0,300846,426492,119845,142817
56,6.2,0.4,0.3,1.0,308368,410076,112988,158568
57,3.9,0.4,0.3,1.0,251953,470710,146122,121215
58,2.9,0.4,0.3,1.0,288637,455851,116910,128602
59,5.3,0.4,0.3,1.0,267206,457978,133639,131177
60,4.1,0.4,0.3,1.0,276394,471321,121331,120954
61,4.8,0.4,0.3,1.0,269221,457760,137322,125697
62,4.6,0.4,0.3,1.0,296154,433648,119086,141112
63,5.8,0.4,0.3,1.0,325898,391542,110265,162295
64,6.1,0.4,0.3,1.0,292648,449183,126623,121546
65,3.0,0.4,0.3,1.0,262997,478124,130933,117946
66,6.0,0.4,0.3,1.0,291973,441639,120478,135910
67,3.9,0.4,0.3,1.0,300531,419879,120701,148889
68,2.6,0.4,0.3,1.0,290732,457618,115782,125868
69,7.0,0.4,0.3,1.0,245767,490560,143445,110228
70,4.1,0.4,0.3,1.0,256552,477921,136378,119149
71,4.5,0.4,0.3,1.0,224958,512453,153055,99534
72,5.4,0.4,0.3,1.0,215025,529979,145487,99509
73,6.7,0.4,0.3,1.0,297002,438020,121805,133173
74,4.9,0.4,0.3,1.0,262334,477154,130879,119633
75,7.0,0.4,0.3,1.0,265466,455767,137479,131288
76,4.0,0.4,0.3,1.0,288402,444253,116919,140426
77,3.5,0.4,0.3,1.0,272465,473585,129601,114349
78,2.8,0.4,0.3,1.0,256567,488261,136754,108418
79,2.7,0.4,0.3,1.0,252410,492382,137945,107263
80,5.2,0.4,0.3,1.0,306024,416504,123817,143655
81,2.5,0.4,0.3,1.0,278016,448283,134688,129013
82,4.0,0.4,0.3,1.0,251138,462927,138732,137203
83,4.7,0.4,0.3,1.0,281532,458978,121973,127517
84,2.8,0.4,0.3,1.0,302773,408761,120495,157971
85,5.3,0.4,0.3,1.0,238288,499544,148379,103789
86,3.4,0.4,0.3,1.0,227324,517255,147270,98151
87,3.2,0.4,0.3,1.0,325929,397711,112832,153528
88,4.5,0.4,0.3,1.0,275082,462560,126099,126259
89,4.2,0.4,0.3,1.0,291028,434739,129573,134660
90,2.7,0.4,0.3,1.0,288673,436645,129130,135552
91,5.4,0.4,0.3,1.0,257777,493304,132179,106740
92,5.3,0.4,0.3,1.0,314019,417437,118298,140246
93,6.2,0.4,0.3,1.0,333098,386887,110056,159959
94,2.8,0.4,0.3,1.0,270947,463008,128116,127929
95,3.7,0.4,0.3,1.0,275137,468129,125100,121634
96,4.4,0.4,0.3,1.0,260358,495056,133590,100996
97,3.0,0.4,0.3,1.0,268855,469665,127468,124012
98,9.7,0.4,0.3,1.0,267405,453492,138616,130487
99,2.9,0.4,0.3,1.0,238659,497314,144870,109157
