,m,d,r,w,P,R,S,T
0,5.7,0.4,0.3,1.0,271430,465785,133551,119234
1,2.5,0.4,0.3,1.0,234357,505512,145233,104898
2,6.2,0.4,0.3,1.0,245054,477140,145051,122755
3,2.6,0.4,0.3,1.0,248273,489711,142739,109277
4,2.8,0.4,0.3,1.0,286372,438644,134828,130156
5,5.8,0.4,0.3,1.0,245642,477944,139334,127080
6,4.7,0.4,0.3,1.0,260815,486383,127135,115667
7,5.4,0.4,0.3,1.0,341710,373896,116129,158265
8,2.7,0.4,0.3,1.0,312702,438390,110671,128237
9,3.0,0.4,0.3,1.0,277756,441078,135450,135716
10,5.2,0.4,0.3,1.0,268082,455247,139655,127016
11,2.6,0.4,0.3,1.0,311461,426070,107383,145086
12,6.9,0.4,0.3,1.0,276576,453758,129027,130639
13,3.8,0.4,0.3,1.0,235903,493384,151353,109360
14,2.9,0.4,0.3,1.0,293316,432988,126423,137273
15,3.2,0.4,0.3,1.0,258130,484083,133914,113873
16,3.1,0.4,0.3,1.0,305484,426645,118354,139517
17,2.8,0.4,0.3,1.0,291949,424865,132278,140908
18,3.6,0.4,0.3,1.0,326197,385937,111696,166170
19,3.1,0.4,0.3,1.0,251416,475512,147669,115403
20,5.0,0.4,0.3,1.0,358571,370669,95985,164775
21,2.7,0.4,0.3,1.0,318410,398514,119288,153788
22,4.3,0.4,0.3,1.0,260411,475936,130592,123061
23,4.1,0.4,0.3,1.0,241508,508810,134942,104740
24,5.5,0.4,0.3,1.0,214246,516643,157894,101217
25,8.8,0.4,0.3,1.0,246599,495368,142658,105375
26,4.6,0.4,0.3,1.0,254571,483596,130315,121518
27,9.9,0.4,0.3,1.0,251585,487230,143467,107718
28,3.2,0.4,0.3,1.0,327114,398363,111519,153004
29,3.1,0.4,0.3,1.0,283422,438319,129896,138363
30,5.4,0.4,0.3,1.0,279861,457246,129019,123874
31,4.4,0.4,0.3,1.0,313210,402890,118326,155574
32,4.2,0.4,0.3,1.0,289604,456945,119558,123893
33,3.6,0.4,0.3,1.0,259586,492382,126966,111066
34,2.5,0.4,0.3,1.0,252938,489522,136698,110842
35,2.5,0.4,0.3,1.0,267172,460954,141229,120645
36,3.9,0.4,0.3,1.0,341582,371420,99947,177051
37,3.4,0.4,0.3,1.0,275240,458895,130487,125378
38,4.8,0.4,0.3,1.0,276148,459653,127374,126825
39,6.0,0.4,0.3,1.0,336291,408177,100131,145401
40,3.2,0.4,0.3,1.0,246272,484641,148045,111042
41,7.6,0.4,0.3,1.0,214575,509723,169398,96304
42,3.2,0.4,0.3,1.0,297972,438690,117541,135797
43,7.8,0.4,0.3,1.0,284841,467438,113874,123847
44,4.5,0.4,0.3,1.0,315930,403903,117214,152953
45,3.3,0.4,0.3,1.0,259013,465310,133834,131843
46,2.6,0.4,0.3,1.0,295992,433051,121453,139504
