,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2693.0,330.0,1927.0
1,2586.0,1385.0,979.0
2,2531.0,1388.0,1031.0
3,2438.0,1403.0,1109.0
4,2400.0,1441.0,1109.0
5,2365.0,1456.0,1129.0
6,2360.0,1447.0,1143.0
7,2348.0,1457.0,1145.0
8,2363.0,1396.0,1191.0
9,2333.0,1398.0,1219.0
10,2325.0,1406.0,1219.0
11,2308.0,1405.0,1237.0
12,2226.0,1413.0,1311.0
13,2265.0,1418.0,1267.0
14,2237.0,1450.0,1263.0
15,2189.0,1472.0,1289.0
16,2119.0,1535.0,1296.0
17,2109.0,1564.0,1277.0
18,2141.0,1542.0,1267.0
19,2135.0,1512.0,1303.0
20,2168.0,1512.0,1270.0
21,2165.0,1526.0,1259.0
22,2170.0,1505.0,1275.0
23,2169.0,1514.0,1267.0
24,2154.0,1533.0,1263.0
25,2196.0,1492.0,1262.0
26,2228.0,1483.0,1239.0
27,2226.0,1478.0,1246.0
28,2245.0,1510.0,1195.0
29,2205.0,1503.0,1242.0
30,2180.0,1541.0,1229.0
31,2174.0,1531.0,1245.0
32,2187.0,1504.0,1259.0
33,2168.0,1529.0,1253.0
34,2179.0,1533.0,1238.0
35,2158.0,1510.0,1282.0
36,2176.0,1515.0,1259.0
37,2166.0,1511.0,1273.0
38,2184.0,1490.0,1276.0
39,2203.0,1510.0,1237.0
40,2192.0,1488.0,1270.0
41,2236.0,1445.0,1269.0
42,2153.0,1512.0,1285.0
43,2139.0,1567.0,1244.0
44,2130.0,1595.0,1225.0
45,2129.0,1578.0,1243.0
46,2145.0,1541.0,1264.0
47,2169.0,1538.0,1243.0
48,2159.0,1550.0,1241.0
49,2182.0,1534.0,1234.0
50,2170.0,1543.0,1237.0
51,2192.0,1529.0,1229.0
52,2172.0,1516.0,1262.0
53,2135.0,1512.0,1303.0
54,2137.0,1565.0,1248.0
55,2136.0,1567.0,1247.0
56,2131.0,1550.0,1269.0
57,2133.0,1544.0,1273.0
58,2150.0,1563.0,1237.0
59,2161.0,1520.0,1269.0
60,2169.0,1536.0,1245.0
61,2105.0,1516.0,1329.0
62,2111.0,1540.0,1299.0
63,2136.0,1540.0,1274.0
64,2097.0,1558.0,1295.0
65,2127.0,1556.0,1267.0
66,2138.0,1541.0,1271.0
67,2094.0,1542.0,1314.0
68,2104.0,1651.0,1195.0
69,2124.0,1550.0,1276.0
70,2166.0,1501.0,1283.0
71,2185.0,1491.0,1274.0
72,2223.0,1473.0,1254.0
73,2248.0,1454.0,1248.0
74,2243.0,1461.0,1246.0
75,2270.0,1455.0,1225.0
76,2284.0,1432.0,1234.0
77,2311.0,1399.0,1240.0
78,2310.0,1448.0,1192.0
79,2313.0,1387.0,1250.0
80,2341.0,1319.0,1290.0
81,2396.0,1304.0,1250.0
82,2417.0,1288.0,1245.0
83,2423.0,1269.0,1258.0
84,2415.0,1246.0,1289.0
85,2474.0,1235.0,1241.0
86,2559.0,1176.0,1215.0
87,2621.0,1156.0,1173.0
88,2623.0,1129.0,1198.0
89,2616.0,1153.0,1181.0
90,2614.0,1102.0,1234.0
91,2635.0,1142.0,1173.0
