,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,26,31,23,20
1,26,32,22,20
2,26,32,22,20
3,25,32,22,21
4,26,31,22,21
5,27,30,22,21
6,26,31,22,21
7,25,31,22,22
8,25,31,22,22
9,25,31,22,22
10,25,30,22,23
11,26,30,22,22
12,26,30,22,22
13,26,30,23,21
14,27,29,23,21
15,27,29,23,21
16,27,29,24,20
17,27,30,24,19
18,28,30,24,18
19,28,30,24,18
20,28,31,24,17
21,28,31,24,17
22,29,30,24,17
23,29,30,24,17
24,29,30,24,17
25,29,30,24,17
26,28,31,24,17
27,29,30,24,17
28,29,30,24,17
29,29,30,25,16
30,29,30,25,16
31,30,29,25,16
32,30,29,25,16
33,30,28,25,17
34,31,28,24,17
35,31,28,24,17
36,30,28,24,18
37,30,29,23,18
38,30,28,23,19
39,30,28,23,19
40,31,27,23,19
41,31,27,23,19
42,31,27,23,19
43,31,27,23,19
44,31,27,23,19
45,31,27,23,19
46,32,26,23,19
47,31,27,23,19
48,30,28,23,19
49,30,27,23,20
50,29,28,23,20
51,30,28,22,20
52,30,28,22,20
53,31,28,21,20
54,32,27,21,20
55,33,27,21,19
56,33,27,22,18
57,33,27,22,18
58,34,26,22,18
59,33,27,22,18
60,33,27,22,18
61,33,27,22,18
62,34,27,21,18
63,34,27,21,18
64,35,27,20,18
65,35,26,20,19
66,35,26,20,19
67,34,26,20,20
68,33,27,20,20
69,33,28,20,19
70,33,28,20,19
71,32,28,20,20
72,31,28,20,21
73,32,28,19,21
74,31,29,19,21
75,30,29,20,21
76,30,29,21,20
77,31,28,21,20
78,31,28,21,20
79,31,29,21,19
80,30,29,21,20
81,30,28,21,21
82,31,27,21,21
83,30,27,21,22
84,30,27,20,23
85,30,28,19,23
86,30,28,19,23
87,31,28,19,22
88,30,29,19,22
89,30,29,19,22
90,31,28,19,22
91,32,28,19,21
92,32,28,19,21
93,33,28,19,20
94,33,29,19,19
95,32,30,19,19
96,33,30,18,19
97,34,29,18,19
98,33,29,18,20
99,33,30,17,20
100,32,30,17,21
101,32,31,16,21
102,32,31,17,20
103,32,31,16,21
104,31,32,16,21
105,30,32,17,21
106,31,32,16,21
107,30,33,16,21
108,29,34,16,21
109,30,33,16,21
110,31,32,16,21
111,31,33,16,20
112,32,33,15,20
113,31,34,15,20
114,31,34,15,20
115,30,34,16,20
116,29,35,16,20
117,29,34,16,21
118,29,34,16,21
119,29,34,16,21
120,29,34,16,21
121,29,33,16,22
122,28,34,16,22
123,28,34,16,22
124,27,34,17,22
125,27,35,16,22
126,27,34,17,22
127,27,34,17,22
128,26,34,17,23
129,26,35,16,23
130,26,34,16,24
131,26,34,16,24
132,26,34,16,24
133,25,35,16,24
134,25,35,17,23
135,24,36,17,23
136,23,37,17,23
