,m,d,r,w,P,R,S,T
0,7.4,0.4,0.3,1.0,305285,385657,99208,199850
1,4.1,0.4,0.3,1.0,258396,489351,101325,140928
2,3.4,0.4,0.3,1.0,221103,541809,113661,113427
3,2.7,0.4,0.3,1.0,213651,529311,121248,125790
4,6.5,0.4,0.3,1.0,157957,594576,144797,92670
5,5.5,0.4,0.3,1.0,224711,503202,127477,134610
6,2.8,0.4,0.3,1.0,192779,552275,130831,114115
7,6.5,0.4,0.3,1.0,222618,522850,120793,123739
8,3.5,0.4,0.3,1.0,228702,497056,124707,139535
9,3.7,0.4,0.3,1.0,201239,536228,129663,122870
10,6.4,0.4,0.3,1.0,234185,503200,118692,133923
11,5.6,0.4,0.3,1.0,169830,594463,134635,91072
12,2.7,0.4,0.3,1.0,220904,520902,121211,126983
13,3.4,0.4,0.3,1.0,179795,579437,132548,98220
14,4.3,0.4,0.3,1.0,221719,525085,112012,131184
15,3.4,0.4,0.3,1.0,155329,598344,148110,88217
16,9.8,0.4,0.3,1.0,234013,494465,117468,144054
17,2.9,0.4,0.3,1.0,270703,456709,98839,163749
18,3.8,0.4,0.3,1.0,191798,565476,127315,105411
19,3.1,0.4,0.3,1.0,223320,530346,111260,125074
20,4.4,0.4,0.3,1.0,242642,496821,115672,134865
21,8.7,0.4,0.3,1.0,155009,591510,147216,96265
22,2.8,0.4,0.3,1.0,171667,589124,136952,92257
23,3.4,0.4,0.3,1.0,191306,557268,130626,110800
24,4.4,0.4,0.3,1.0,224759,510642,120246,134353
25,3.4,0.4,0.3,1.0,197574,543449,132063,116914
26,2.6,0.4,0.3,1.0,263443,465139,101904,159514
27,8.2,0.4,0.3,1.0,176532,560385,141470,111613
28,2.7,0.4,0.3,1.0,219073,515912,118246,136769
29,3.9,0.4,0.3,1.0,180222,565859,139992,103927
30,3.1,0.4,0.3,1.0,206944,532175,130476,120405
31,2.7,0.4,0.3,1.0,190832,564131,127797,107240
32,3.8,0.4,0.3,1.0,190133,554176,135642,110049
33,3.9,0.4,0.3,1.0,208766,529908,126431,124895
34,3.9,0.4,0.3,1.0,172719,586747,134761,95773
35,3.8,0.4,0.3,1.0,181407,564388,138306,105899
36,8.7,0.4,0.3,1.0,243639,483219,115793,147349
37,4.5,0.4,0.3,1.0,212642,518756,129377,129225
38,8.0,0.4,0.3,1.0,204290,541088,124271,120351
39,4.2,0.4,0.3,1.0,181306,579092,131975,97627
40,2.6,0.4,0.3,1.0,252890,475343,110153,151614
41,9.9,0.4,0.3,1.0,219648,523691,115256,131405
