,m,d,r,w,P,R,S,T
42,3.3,0.4,0.3,1.0,205728,555787,117919,110566
43,3.5,0.4,0.3,1.0,200676,557453,124969,106902
44,6.3,0.4,0.3,1.0,213746,527390,122042,126822
45,4.3,0.4,0.3,1.0,188884,561269,131943,107904
46,2.7,0.4,0.3,1.0,197279,554505,130785,107431
47,2.9,0.4,0.3,1.0,205020,553447,120354,111179
48,9.4,0.4,0.3,1.0,174138,567469,141883,106510
49,5.1,0.4,0.3,1.0,237962,506407,104052,141579
50,2.7,0.4,0.3,1.0,190111,559391,131348,109150
51,7.4,0.4,0.3,1.0,176710,572188,140545,100557
52,5.4,0.4,0.3,1.0,204750,546743,123055,115452
53,6.3,0.4,0.3,1.0,211873,542619,125649,109859
54,3.3,0.4,0.3,1.0,171651,589244,133839,95266
55,4.4,0.4,0.3,1.0,216570,499629,127512,146289
56,4.1,0.4,0.3,1.0,221673,516058,124325,127944
57,7.5,0.4,0.3,1.0,176518,576001,140024,97457
58,7.0,0.4,0.3,1.0,196445,546921,131437,115197
59,7.3,0.4,0.3,1.0,234134,515524,114237,126105
60,4.3,0.4,0.3,1.0,230780,504299,117203,137718
61,4.8,0.4,0.3,1.0,170282,577773,140645,101300
62,2.7,0.4,0.3,1.0,241699,506569,103995,137737
63,4.1,0.4,0.3,1.0,210663,531280,130895,117162
64,4.0,0.4,0.3,1.0,233888,502025,115020,139067
65,6.5,0.4,0.3,1.0,269441,462889,97436,160234
66,4.8,0.4,0.3,1.0,198723,541809,126258,123210
67,4.1,0.4,0.3,1.0,275993,440802,109220,163985
68,6.6,0.4,0.3,1.0,207998,524486,130896,126620
69,4.5,0.4,0.3,1.0,190466,559607,133415,106512
70,3.0,0.4,0.3,1.0,213725,519930,127815,128530
71,6.1,0.4,0.3,1.0,247046,497081,105203,140670
72,3.8,0.4,0.3,1.0,220983,528564,116733,123720
73,4.4,0.4,0.3,1.0,214513,531214,123284,120989
74,7.9,0.4,0.3,1.0,222448,514245,121454,131853
75,2.8,0.4,0.3,1.0,218223,513750,126125,131902
76,5.5,0.4,0.3,1.0,201678,543204,133041,112077
77,3.0,0.4,0.3,1.0,182933,543303,149152,114612
78,2.9,0.4,0.3,1.0,216742,539763,116512,116983
79,7.9,0.4,0.3,1.0,227593,535380,107233,119794
80,5.8,0.4,0.3,1.0,202917,556603,118378,112102
81,3.9,0.4,0.3,1.0,185753,569826,131037,103384
82,2.6,0.4,0.3,1.0,214171,535162,125334,115333
83,5.2,0.4,0.3,1.0,222642,525919,115550,125889
84,3.8,0.4,0.3,1.0,247290,486847,112505,143358
85,2.5,0.4,0.3,1.0,260214,460090,113157,156539
86,9.6,0.4,0.3,1.0,219688,522838,125795,121679
87,5.9,0.4,0.3,1.0,247973,497739,103058,141230
88,6.5,0.4,0.3,1.0,235864,495659,118744,139733
89,6.6,0.4,0.3,1.0,178334,574730,135293,101643
90,4.6,0.4,0.3,1.0,258272,465827,109646,156255
91,3.2,0.4,0.3,1.0,250066,467933,111126,160875
92,2.7,0.4,0.3,1.0,193978,557455,133768,104799
93,2.7,0.4,0.3,1.0,224958,506141,123493,135408
94,3.0,0.4,0.3,1.0,226653,473782,131479,158086
95,4.0,0.4,0.3,1.0,207005,538722,126426,117847
96,5.2,0.4,0.3,1.0,234602,495096,118814,141488
97,2.9,0.4,0.3,1.0,266697,467917,99693,155693
98,3.0,0.4,0.3,1.0,164746,582445,143703,99106
99,3.8,0.4,0.3,1.0,219696,506952,135148,128204
