,m,d,r,w,P,R,S,T
0,4.0,0.4,0.3,1.0,280399,458257,130263,121081
1,4.7,0.4,0.3,1.0,290072,462638,119171,118119
2,8.9,0.4,0.3,1.0,287914,451729,122421,127936
3,3.6,0.4,0.3,1.0,323199,431788,106655,128358
4,4.6,0.4,0.3,1.0,322682,431153,111535,124630
5,4.3,0.4,0.3,1.0,299958,436029,121837,132176
6,3.2,0.4,0.3,1.0,257136,496374,139181,97309
7,2.7,0.4,0.3,1.0,283467,443367,138017,125149
8,4.1,0.4,0.3,1.0,298754,455866,121298,114082
9,2.7,0.4,0.3,1.0,258417,480157,146294,105132
10,4.3,0.4,0.3,1.0,208715,561057,148900,71328
11,3.2,0.4,0.3,1.0,288707,465648,119186,116459
12,5.5,0.4,0.3,1.0,260950,487287,132734,109029
13,3.2,0.4,0.3,1.0,242899,516008,137282,93811
14,3.3,0.4,0.3,1.0,305462,457225,109274,118039
15,2.8,0.4,0.3,1.0,245130,499985,151532,93353
16,2.7,0.4,0.3,1.0,258957,459303,151169,120571
17,2.8,0.4,0.3,1.0,259950,481512,143135,105403
18,2.7,0.4,0.3,1.0,310526,452697,111738,115039
19,4.9,0.4,0.3,1.0,279392,461761,133095,115752
20,2.6,0.4,0.3,1.0,314304,437075,117820,120801
21,2.5,0.4,0.3,1.0,319071,429560,112697,128672
22,4.4,0.4,0.3,1.0,287679,482088,117786,102447
23,9.6,0.4,0.3,1.0,302785,447357,111982,127876
24,2.6,0.4,0.3,1.0,286754,452939,130424,119883
25,2.6,0.4,0.3,1.0,283718,431833,140414,134035
26,2.6,0.4,0.3,1.0,352771,378428,104446,154355
27,2.6,0.4,0.3,1.0,312977,442502,114607,119914
28,5.5,0.4,0.3,1.0,302269,434619,125761,127351
29,5.1,0.4,0.3,1.0,339102,409472,98547,142879
30,5.4,0.4,0.3,1.0,261426,478062,137346,113166
31,3.8,0.4,0.3,1.0,316870,432015,111333,129782
32,5.3,0.4,0.3,1.0,299277,437780,125078,127865
33,6.8,0.4,0.3,1.0,313174,426321,119542,130963
34,3.3,0.4,0.3,1.0,253370,458648,141744,136238
35,3.8,0.4,0.3,1.0,319253,413555,116207,140985
36,2.7,0.4,0.3,1.0,291363,451282,122290,125065
37,7.4,0.4,0.3,1.0,290856,454543,123775,120826
38,5.4,0.4,0.3,1.0,272683,463147,138441,115729
39,3.3,0.4,0.3,1.0,272663,473613,130856,112868
40,3.1,0.4,0.3,1.0,267418,460628,145751,116203
41,9.5,0.4,0.3,1.0,279106,464801,127970,118123
42,4.8,0.4,0.3,1.0,300832,447771,117552,123845
43,7.0,0.4,0.3,1.0,360524,379054,97836,152586
44,6.4,0.4,0.3,1.0,297186,450209,126946,115659
45,7.4,0.4,0.3,1.0,253125,492379,140535,103961
46,3.6,0.4,0.3,1.0,291002,453616,130515,114867
47,5.4,0.4,0.3,1.0,293336,436437,124789,135438
48,3.0,0.4,0.3,1.0,321049,414471,120464,134016
49,3.2,0.4,0.3,1.0,314878,432248,111761,131113
50,3.9,0.4,0.3,1.0,309064,441541,112078,127317
51,3.3,0.4,0.3,1.0,343603,380275,106831,159291
52,2.5,0.4,0.3,1.0,292474,453680,126777,117069
53,3.0,0.4,0.3,1.0,302005,435974,126377,125644
54,6.9,0.4,0.3,1.0,337551,423999,101318,127132
55,4.3,0.4,0.3,1.0,308262,430987,119698,131053
56,3.7,0.4,0.3,1.0,294322,451948,121556,122174
57,9.0,0.4,0.3,1.0,294551,458225,117642,119582
58,3.0,0.4,0.3,1.0,320422,434845,111158,123575
59,4.3,0.4,0.3,1.0,289747,475234,122789,102230
60,3.3,0.4,0.3,1.0,331857,414356,109020,134767
61,3.7,0.4,0.3,1.0,296228,425045,129857,138870
62,5.1,0.4,0.3,1.0,269327,454469,140879,125325
63,7.4,0.4,0.3,1.0,347183,392570,102718,147529
64,9.8,0.4,0.3,1.0,241742,508523,146218,93517
65,4.7,0.4,0.3,1.0,289902,444142,128921,127035
66,8.2,0.4,0.3,1.0,296287,464412,119684,109617
67,4.7,0.4,0.3,1.0,275835,466952,129077,118136
68,3.1,0.4,0.3,1.0,331781,394562,116610,147047
69,4.0,0.4,0.3,1.0,326915,399072,111744,152269
70,3.2,0.4,0.3,1.0,312980,446417,113981,116622
71,5.5,0.4,0.3,1.0,285381,458060,130175,116384
72,6.6,0.4,0.3,1.0,256720,474186,147903,111191
73,3.5,0.4,0.3,1.0,317521,433025,114697,124757
74,2.5,0.4,0.3,1.0,292449,457299,123635,116617
75,4.9,0.4,0.3,1.0,283793,452738,132664,120805
76,8.7,0.4,0.3,1.0,263034,454202,144398,128366
77,2.6,0.4,0.3,1.0,302110,419942,122310,145638
78,2.7,0.4,0.3,1.0,248393,495510,141008,105089
79,5.4,0.4,0.3,1.0,304788,438320,117177,129715
80,4.7,0.4,0.3,1.0,314117,422756,116909,136218
81,6.1,0.4,0.3,1.0,320181,424971,113653,131195
82,5.5,0.4,0.3,1.0,296569,432459,123955,137017
83,5.7,0.4,0.3,1.0,331794,397951,116477,143778
84,5.0,0.4,0.3,1.0,363671,380968,96333,149028
85,2.7,0.4,0.3,1.0,301146,441785,119037,128032
86,2.5,0.4,0.3,1.0,309137,453386,111052,116425
87,8.6,0.4,0.3,1.0,298719,445930,122814,122537
88,4.6,0.4,0.3,1.0,292697,469092,118039,110172
89,9.0,0.4,0.3,1.0,352346,370129,105731,161794
90,4.1,0.4,0.3,1.0,283496,474184,123116,109204
91,2.9,0.4,0.3,1.0,294166,433886,130043,131905
92,9.0,0.4,0.3,1.0,327299,417137,105837,139727
93,4.5,0.4,0.3,1.0,293462,446057,126792,123689
94,3.0,0.4,0.3,1.0,289315,451245,126972,122468
95,3.8,0.4,0.3,1.0,309143,416915,125650,138292
96,5.8,0.4,0.3,1.0,281262,471876,121548,115314
97,2.6,0.4,0.3,1.0,291093,455250,121907,121750
98,4.3,0.4,0.3,1.0,300581,429070,127840,132509
99,6.7,0.4,0.3,1.0,240282,496563,148151,105004
