,m,d,r,w,P,R,S,T
0,2.5,0.4,0.3,1.0,302114,419096,122315,146475
1,6.2,0.4,0.3,1.0,324902,397839,114258,153001
2,3.9,0.4,0.3,1.0,288057,418608,129483,153852
3,9.4,0.4,0.3,1.0,263700,479525,132151,114624
4,4.8,0.4,0.3,1.0,266078,474547,128032,121343
5,2.7,0.4,0.3,1.0,235719,513532,144853,95896
6,4.3,0.4,0.3,1.0,249063,474887,145825,120225
7,4.3,0.4,0.3,1.0,306906,412703,107789,162602
8,2.7,0.4,0.3,1.0,255407,472884,141887,119822
9,2.7,0.4,0.3,1.0,308769,428770,109108,143353
10,2.6,0.4,0.3,1.0,270776,469959,127855,121410
11,7.9,0.4,0.3,1.0,280543,435593,135310,138554
12,9.0,0.4,0.3,1.0,198631,513260,176050,102059
13,6.8,0.4,0.3,1.0,294694,426075,122769,146462
14,9.8,0.4,0.3,1.0,244632,497139,136840,111389
15,2.6,0.4,0.3,1.0,276467,447658,137392,128483
16,3.0,0.4,0.3,1.0,234276,505871,143323,106530
17,4.6,0.4,0.3,1.0,305761,419804,118335,146100
18,4.1,0.4,0.3,1.0,250419,472929,143961,122691
19,2.9,0.4,0.3,1.0,246755,456839,138835,147571
20,3.5,0.4,0.3,1.0,286373,430919,125378,147330
21,3.0,0.4,0.3,1.0,272484,458723,130407,128386
22,5.5,0.4,0.3,1.0,249578,471679,139590,129153
23,7.1,0.4,0.3,1.0,323670,393250,109676,163404
24,3.2,0.4,0.3,1.0,297971,429584,115644,146801
25,3.5,0.4,0.3,1.0,245633,464498,143927,135942
26,4.4,0.4,0.3,1.0,232038,505783,147609,104570
27,3.3,0.4,0.3,1.0,269060,464942,130153,125845
28,2.5,0.4,0.3,1.0,293328,421756,128034,146882
29,4.6,0.4,0.3,1.0,334890,373794,107815,173501
30,2.8,0.4,0.3,1.0,239917,495887,145125,109071
31,5.1,0.4,0.3,1.0,284278,426036,130186,149500
32,2.7,0.4,0.3,1.0,297668,408336,125214,158782
33,2.8,0.4,0.3,1.0,189429,529682,171867,99022
34,7.8,0.4,0.3,1.0,273931,445693,132232,138144
35,3.4,0.4,0.3,1.0,291095,427996,132649,138260
