,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,24,28,26,22
1,24,27,27,22
2,24,26,27,23
3,24,26,27,23
4,24,26,27,23
5,24,26,26,24
6,25,26,26,23
7,25,27,25,23
8,24,28,25,23
9,24,27,25,24
10,24,26,25,25
11,24,26,26,24
12,24,25,27,24
13,24,24,28,24
14,24,23,28,25
15,24,24,27,25
16,24,25,27,24
17,24,26,27,23
18,24,26,27,23
19,25,26,27,22
20,25,27,27,21
21,25,26,28,21
22,25,26,29,20
23,26,25,29,20
24,27,25,28,20
25,27,26,28,19
26,26,27,28,19
27,26,28,28,18
28,26,28,28,18
29,26,28,29,17
30,25,28,30,17
31,25,28,30,17
32,24,28,31,17
33,25,27,31,17
34,24,28,31,17
35,24,28,31,17
36,24,28,31,17
37,24,28,31,17
38,24,29,30,17
39,24,30,30,16
40,24,31,30,15
41,24,31,30,15
42,24,31,29,16
43,24,32,29,15
44,24,32,29,15
45,24,33,28,15
46,24,33,29,14
47,25,33,29,13
48,26,33,29,12
49,25,33,30,12
50,25,33,29,13
51,25,34,28,13
52,25,35,27,13
53,25,35,28,12
54,25,34,28,13
55,25,34,28,13
56,25,34,28,13
57,25,34,28,13
58,24,34,29,13
59,24,34,28,14
60,24,34,28,14
61,24,34,28,14
62,24,34,27,15
63,25,33,27,15
64,24,33,28,15
65,24,33,27,16
66,24,34,26,16
67,24,34,25,17
68,24,34,25,17
69,24,35,24,17
70,25,35,23,17
71,25,35,22,18
72,25,36,22,17
73,26,35,22,17
74,25,35,23,17
75,26,35,22,17
76,26,35,22,17
77,27,34,22,17
78,26,35,22,17
79,26,35,22,17
80,26,35,22,17
81,26,35,22,17
82,26,34,22,18
83,27,34,21,18
84,27,34,22,17
85,26,34,22,18
86,26,34,22,18
87,26,35,21,18
88,26,35,21,18
89,26,35,21,18
90,26,35,21,18
91,27,35,20,18
92,27,35,20,18
93,27,35,20,18
94,27,35,20,18
95,27,35,20,18
96,27,35,20,18
97,26,35,20,19
98,26,35,20,19
99,26,35,20,19
100,26,35,20,19
101,26,34,20,20
102,26,35,20,19
103,26,34,21,19
104,27,34,21,18
105,27,33,22,18
106,27,33,22,18
107,26,33,22,19
108,26,34,21,19
109,26,33,22,19
110,26,33,22,19
111,26,32,23,19
112,27,31,23,19
113,27,31,23,19
114,27,31,22,20
115,27,31,22,20
116,28,30,22,20
117,29,29,22,20
118,29,30,22,19
119,29,30,22,19
120,30,30,21,19
121,31,30,20,19
122,31,30,20,19
123,31,30,21,18
124,31,30,21,18
125,30,30,22,18
126,30,31,22,17
127,30,30,22,18
128,31,30,21,18
129,31,29,22,18
130,32,28,22,18
131,32,28,22,18
132,32,28,21,19
133,33,28,20,19
134,34,28,20,18
135,35,28,20,17
136,36,27,20,17
137,36,26,21,17
138,36,26,21,17
139,37,26,21,16
140,38,25,21,16
141,38,24,22,16
142,37,24,22,17
143,38,24,22,16
144,38,24,22,16
145,39,23,22,16
146,38,23,23,16
147,39,23,22,16
148,40,23,22,15
149,41,22,22,15
150,41,21,22,16
151,40,21,22,17
152,40,21,22,17
153,40,21,22,17
154,40,21,22,17
155,41,21,22,16
156,42,21,21,16
