,m,d,r,w,P,R,S,T
0,6.3,0.4,0.3,1.0,247731,496805,124439,121025
1,3.2,0.4,0.3,1.0,269114,469109,121211,130566
2,6.0,0.4,0.3,1.0,210450,539358,142089,98103
3,6.1,0.4,0.3,1.0,204035,541781,142035,102149
4,3.5,0.4,0.3,1.0,311510,413775,105046,159669
5,6.2,0.4,0.3,1.0,290142,441725,119286,138847
6,5.0,0.4,0.3,1.0,242914,503003,129672,114411
7,4.1,0.4,0.3,1.0,205943,553554,129586,100917
8,5.0,0.4,0.3,1.0,257809,478937,117893,135361
9,4.6,0.4,0.3,1.0,255971,473135,128606,132288
10,5.5,0.4,0.3,1.0,257393,487208,123821,121578
11,4.7,0.4,0.3,1.0,206149,529317,142009,112525
12,3.1,0.4,0.3,1.0,287858,436362,111214,154566
13,3.7,0.4,0.3,1.0,230883,525773,122580,110764
14,4.3,0.4,0.3,1.0,286281,438303,115573,149843
15,9.9,0.4,0.3,1.0,223244,516926,134618,115212
16,3.1,0.4,0.3,1.0,235704,506690,135015,112591
17,5.1,0.4,0.3,1.0,265715,459953,122643,141689
18,2.7,0.4,0.3,1.0,279177,444013,119986,146824
19,3.0,0.4,0.3,1.0,229539,504919,140559,114983
20,3.3,0.4,0.3,1.0,213548,521634,140463,114355
21,3.1,0.4,0.3,1.0,299097,419180,108551,163172
22,4.4,0.4,0.3,1.0,195784,547479,149699,97038
23,6.5,0.4,0.3,1.0,251147,479035,124573,135245
24,2.8,0.4,0.3,1.0,252118,494958,121090,121834
25,3.7,0.4,0.3,1.0,252878,489411,124463,123248
26,2.6,0.4,0.3,1.0,247664,482663,123136,136537
27,3.2,0.4,0.3,1.0,254766,483311,125285,126638
28,4.1,0.4,0.3,1.0,235353,505827,128470,120350
29,2.6,0.4,0.3,1.0,227322,514944,129755,117979
30,5.5,0.4,0.3,1.0,227858,512332,137813,111997
31,5.6,0.4,0.3,1.0,259323,477882,115072,137723
32,2.7,0.4,0.3,1.0,222095,526259,137256,104390
33,4.7,0.4,0.3,1.0,249592,498558,121552,120298
34,2.5,0.4,0.3,1.0,259112,472713,128835,129340
35,2.8,0.4,0.3,1.0,237645,515323,122332,114700
36,3.4,0.4,0.3,1.0,296281,418113,120990,154616
37,3.7,0.4,0.3,1.0,201204,520532,151835,116429
38,3.3,0.4,0.3,1.0,244815,479697,132899,132589
39,9.7,0.4,0.3,1.0,224802,527619,131319,106260
40,5.1,0.4,0.3,1.0,226322,514101,130237,119340
41,3.0,0.4,0.3,1.0,166160,590340,149196,84304
42,4.5,0.4,0.3,1.0,263173,469453,123066,134308
43,4.3,0.4,0.3,1.0,284507,447589,109896,148008
44,3.0,0.4,0.3,1.0,245477,497239,119674,127610
45,2.5,0.4,0.3,1.0,256695,474343,126249,132713
46,8.7,0.4,0.3,1.0,325634,410527,105692,148147
47,3.1,0.4,0.3,1.0,204111,529104,150269,106516
48,3.2,0.4,0.3,1.0,207143,531623,142400,108834
49,2.8,0.4,0.3,1.0,271783,468072,108965,141180
50,3.4,0.4,0.3,1.0,286570,449818,116134,137478
51,7.4,0.4,0.3,1.0,272303,458485,121814,137398
52,6.4,0.4,0.3,1.0,219508,538903,128613,102976
53,4.1,0.4,0.3,1.0,275105,470538,110328,134029
54,5.0,0.4,0.3,1.0,236849,514684,122990,115477
55,6.4,0.4,0.3,1.0,233097,507477,128236,121190
56,3.8,0.4,0.3,1.0,249096,483803,127709,129392
57,3.2,0.4,0.3,1.0,257143,491050,120392,121415
58,2.8,0.4,0.3,1.0,252338,493743,125833,118086
59,6.7,0.4,0.3,1.0,191280,550467,146144,102109
60,2.5,0.4,0.3,1.0,263550,481832,118962,125656
61,5.7,0.4,0.3,1.0,232454,504583,127927,125036
62,6.4,0.4,0.3,1.0,336243,387434,95351,170972
63,6.0,0.4,0.3,1.0,271107,459378,121237,138278
64,8.9,0.4,0.3,1.0,270249,471299,120170,128282
65,2.9,0.4,0.3,1.0,268341,473843,122528,125288
66,6.2,0.4,0.3,1.0,216018,516723,144613,112646
67,5.7,0.4,0.3,1.0,301827,432396,108325,147452
68,3.6,0.4,0.3,1.0,306099,419659,113256,150986
69,4.8,0.4,0.3,1.0,285009,445510,118135,141346
70,4.7,0.4,0.3,1.0,266875,484125,115706,123294
71,9.0,0.4,0.3,1.0,201368,545021,142883,100728
72,2.6,0.4,0.3,1.0,251229,489070,121157,128544
73,2.8,0.4,0.3,1.0,207092,533498,135451,113959
74,2.7,0.4,0.3,1.0,283035,449986,114530,142449
75,3.3,0.4,0.3,1.0,282986,447323,115806,143885
76,3.5,0.4,0.3,1.0,239244,494069,136769,119918
77,4.1,0.4,0.3,1.0,214670,528890,137808,108632
78,4.7,0.4,0.3,1.0,192102,545618,143856,108424
79,2.7,0.4,0.3,1.0,280491,473316,113056,123137
80,2.8,0.4,0.3,1.0,250727,481461,128041,129771
81,3.5,0.4,0.3,1.0,251463,492360,121576,124601
82,4.1,0.4,0.3,1.0,270057,473035,117190,129718
83,5.0,0.4,0.3,1.0,254237,476615,124903,134245
84,8.5,0.4,0.3,1.0,248701,501950,122591,116758
85,3.6,0.4,0.3,1.0,239415,505054,119417,126114
86,4.0,0.4,0.3,1.0,284614,440988,112713,151685
87,5.3,0.4,0.3,1.0,254041,471698,119052,145209
88,3.7,0.4,0.3,1.0,213275,535118,134219,107388
89,5.6,0.4,0.3,1.0,218133,510489,145339,116039
90,4.2,0.4,0.3,1.0,212897,529623,141860,105620
91,8.0,0.4,0.3,1.0,286851,440506,122426,140217
92,6.7,0.4,0.3,1.0,235784,506745,127159,120312
93,3.0,0.4,0.3,1.0,278751,467244,114014,129991
94,4.2,0.4,0.3,1.0,193414,548113,146775,101698
95,6.4,0.4,0.3,1.0,210515,520672,139735,119078
96,7.9,0.4,0.3,1.0,232843,512466,124399,120292
97,6.4,0.4,0.3,1.0,301606,432721,101986,153687
98,3.7,0.4,0.3,1.0,248723,487994,120444,132839
99,3.0,0.4,0.3,1.0,254766,489144,115476,130614
