,m,d,r,w,P,R,S,T
48,2.7,0.4,0.3,1.0,248667,511857,108609,120867
49,2.8,0.4,0.3,1.0,196843,545388,134989,112780
50,4.0,0.4,0.3,1.0,223875,526745,133282,106098
51,4.7,0.4,0.3,1.0,248636,499699,113185,128480
52,3.0,0.4,0.3,1.0,238630,514306,125474,111590
53,3.5,0.4,0.3,1.0,207977,547507,126509,108007
54,3.3,0.4,0.3,1.0,312815,413938,104083,159164
55,6.5,0.4,0.3,1.0,198676,541665,139239,110420
56,5.6,0.4,0.3,1.0,175043,578720,141830,94407
57,6.2,0.4,0.3,1.0,247563,479185,135058,128194
58,4.0,0.4,0.3,1.0,195164,546250,146595,101991
59,7.5,0.4,0.3,1.0,186709,572943,141021,89327
60,9.2,0.4,0.3,1.0,238137,508546,125368,117949
61,2.5,0.4,0.3,1.0,265131,467125,117723,140021
62,9.8,0.4,0.3,1.0,238801,496121,123438,131640
63,8.8,0.4,0.3,1.0,257427,485793,124998,121782
64,9.1,0.4,0.3,1.0,223053,516194,130183,120570
65,9.1,0.4,0.3,1.0,234090,513238,118412,124260
66,5.8,0.4,0.3,1.0,280738,457397,112588,139277
67,3.3,0.4,0.3,1.0,186048,549739,151520,102693
68,4.7,0.4,0.3,1.0,288818,451184,105052,144946
69,3.8,0.4,0.3,1.0,206415,552701,129070,101814
70,4.1,0.4,0.3,1.0,251875,499750,115948,122427
71,5.4,0.4,0.3,1.0,229608,519904,124998,115490
72,7.4,0.4,0.3,1.0,236049,492464,123291,138196
73,5.8,0.4,0.3,1.0,225834,501899,140843,121424
74,4.5,0.4,0.3,1.0,244037,491373,124558,130032
75,9.1,0.4,0.3,1.0,212985,531635,132323,113057
76,2.7,0.4,0.3,1.0,229567,516804,131242,112387
77,4.1,0.4,0.3,1.0,224045,532265,127277,106413
78,3.3,0.4,0.3,1.0,231045,502977,128532,127446
79,3.2,0.4,0.3,1.0,237833,511389,121185,119593
80,3.2,0.4,0.3,1.0,191439,570364,137009,91188
81,2.6,0.4,0.3,1.0,259776,474515,109453,146256
82,5.1,0.4,0.3,1.0,243624,502366,117947,126063
83,3.4,0.4,0.3,1.0,280558,453860,109534,146048
84,3.6,0.4,0.3,1.0,213776,529602,135972,110650
85,6.1,0.4,0.3,1.0,278834,461226,111529,138411
86,5.5,0.4,0.3,1.0,248548,505572,111189,124691
87,7.4,0.4,0.3,1.0,260205,474753,111536,143506
88,2.8,0.4,0.3,1.0,244921,494969,128572,121538
89,4.1,0.4,0.3,1.0,231088,513487,125266,120159
90,3.8,0.4,0.3,1.0,215300,533526,129579,111595
91,4.0,0.4,0.3,1.0,240815,487781,128812,132592
92,3.0,0.4,0.3,1.0,232737,528393,124332,104538
93,9.8,0.4,0.3,1.0,214120,530058,132689,113133
94,3.3,0.4,0.3,1.0,189390,561845,138443,100322
95,2.7,0.4,0.3,1.0,286603,432594,110337,160466
96,4.3,0.4,0.3,1.0,231062,516484,131280,111174
97,3.6,0.4,0.3,1.0,232022,526556,119077,112345
98,3.0,0.4,0.3,1.0,296045,442996,100183,150776
99,5.9,0.4,0.3,1.0,244755,496659,119542,129044
