S.D.,Counts
0.5,242
0.6,209
0.7,213
0.8,224
0.9,211
1.0,180
1.1,176
1.2,166
1.3,147
1.4,142
1.5,118
1.6,86
1.7,59
1.8,42
1.9,30
2.0,24
2.1,9
2.2,12
2.3,3
2.4,4
2.5,1
2.6,2
2.7,0
2.8,0
2.9,0
3.0,0
