S.D.,Counts
0.5,857
0.6,819
0.7,751
0.8,609
0.9,617
1.0,549
1.1,577
1.2,529
1.3,404
1.4,388
1.5,382
1.6,330
1.7,246
1.8,218
1.9,175
2.0,123
2.1,81
2.2,58
2.3,52
2.4,16
2.5,15
2.6,6
2.7,17
2.8,1
2.9,2
3.0,0
