S.D.,Counts
0.5,875
0.6,797
0.7,800
0.8,742
0.9,667
1.0,666
1.1,626
1.2,545
1.3,479
1.4,442
1.5,405
1.6,372
1.7,292
1.8,257
1.9,173
2.0,134
2.1,82
2.2,76
2.3,55
2.4,23
2.5,10
2.6,7
2.7,0
2.8,0
2.9,0
3.0,0
