S.D.,Counts
0.5,874
0.6,860
0.7,861
0.8,793
0.9,762
1.0,603
1.1,608
1.2,579
1.3,471
1.4,459
1.5,354
1.6,237
1.7,180
1.8,143
1.9,118
2.0,90
2.1,72
2.2,67
2.3,74
2.4,43
2.5,36
2.6,22
2.7,7
2.8,8
2.9,14
3.0,3
