,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,28,28,22,22
1,28,29,22,21
2,27,30,22,21
3,27,29,23,21
4,27,28,24,21
5,27,27,25,21
6,28,26,25,21
7,29,26,24,21
8,29,27,23,21
9,29,27,23,21
10,29,27,23,21
11,29,26,23,22
12,29,27,23,21
13,29,28,22,21
14,29,27,23,21
15,29,27,23,21
16,29,27,23,21
17,29,27,23,21
18,30,27,22,21
19,31,27,21,21
20,32,27,21,20
21,33,26,21,20
22,33,26,21,20
23,32,27,21,20
24,32,28,21,19
25,33,27,21,19
26,34,27,20,19
27,34,26,21,19
28,33,27,21,19
29,33,28,20,19
30,33,27,20,20
31,34,26,20,20
32,34,27,19,20
33,35,26,19,20
34,36,26,18,20
35,35,26,19,20
36,36,26,18,20
37,35,26,19,20
38,36,26,18,20
39,36,26,18,20
40,36,26,18,20
41,37,25,18,20
42,37,24,18,21
43,36,25,18,21
44,35,25,18,22
45,35,25,18,22
46,35,25,18,22
47,35,24,19,22
48,35,24,19,22
49,35,24,19,22
50,35,24,19,22
51,35,24,19,22
52,35,24,19,22
53,35,23,19,23
54,34,23,19,24
55,34,24,18,24
56,34,24,18,24
57,35,24,17,24
58,35,23,18,24
59,35,23,17,25
60,36,22,17,25
61,35,22,17,26
62,34,23,17,26
63,34,23,17,26
64,34,23,18,25
65,35,22,18,25
66,35,23,17,25
67,35,23,16,26
68,35,23,16,26
69,36,22,16,26
70,36,23,16,25
71,36,23,16,25
72,36,23,16,25
73,36,22,17,25
74,36,22,17,25
75,36,22,17,25
76,36,22,18,24
77,36,22,19,23
78,36,21,20,23
79,35,21,21,23
80,35,20,22,23
81,36,19,22,23
82,35,19,22,24
83,35,19,22,24
84,35,19,23,23
85,34,19,23,24
86,35,19,23,23
87,34,20,23,23
88,34,20,24,22
89,34,20,23,23
90,34,20,23,23
91,34,20,24,22
92,33,21,24,22
93,33,21,25,21
94,32,21,25,22
95,32,21,25,22
96,32,21,26,21
97,32,21,25,22
98,33,21,24,22
99,34,20,24,22
100,33,20,25,22
101,34,20,24,22
102,33,20,25,22
103,32,21,25,22
104,31,21,25,23
105,32,20,25,23
106,33,19,25,23
107,34,19,25,22
108,35,19,25,21
109,35,19,25,21
110,34,19,26,21
111,35,19,25,21
112,35,19,25,21
113,35,18,26,21
114,35,18,26,21
115,35,18,26,21
116,35,17,26,22
117,35,16,27,22
118,34,16,28,22
119,33,16,29,22
120,34,16,29,21
121,35,15,29,21
122,36,15,29,20
123,37,15,28,20
124,36,15,29,20
125,37,15,28,20
126,38,14,28,20
127,38,14,27,21
128,38,14,27,21
129,37,14,28,21
130,37,14,28,21
131,37,14,28,21
132,37,14,28,21
133,37,14,27,22
134,38,14,27,21
135,37,14,27,22
136,36,15,27,22
137,35,15,28,22
138,35,15,28,22
139,35,14,29,22
140,34,14,30,22
141,34,14,30,22
142,34,14,30,22
143,33,15,30,22
144,33,14,31,22
145,33,14,32,21
146,33,14,31,22
147,33,14,32,21
148,32,15,32,21
149,32,15,33,20
150,32,15,34,19
151,32,15,35,18
152,32,15,34,19
153,33,15,33,19
154,32,16,33,19
155,32,16,33,19
156,32,16,33,19
157,32,16,33,19
158,33,16,33,18
159,34,15,33,18
160,34,15,33,18
161,35,15,32,18
162,34,15,32,19
163,35,14,32,19
164,36,14,32,18
165,35,15,32,18
166,36,15,32,17
167,36,15,32,17
168,35,15,32,18
169,34,15,33,18
170,33,15,34,18
171,33,16,34,17
172,33,17,33,17
173,33,16,34,17
174,33,15,35,17
175,33,15,35,17
176,32,15,35,18
177,32,15,35,18
178,31,15,35,19
179,31,15,35,19
180,31,15,35,19
181,31,15,34,20
182,31,15,34,20
183,31,14,35,20
184,31,14,34,21
185,31,14,35,20
186,30,14,35,21
187,31,13,35,21
188,32,13,34,21
189,32,13,34,21
190,32,13,34,21
191,32,13,34,21
192,31,13,34,22
193,31,13,34,22
194,32,12,34,22
195,32,11,35,22
196,31,12,35,22
197,31,12,34,23
198,31,12,35,22
199,30,12,36,22
200,30,11,37,22
201,30,11,36,23
202,30,11,35,24
203,30,10,35,25
204,30,10,34,26
205,30,10,35,25
206,31,10,34,25
207,31,10,34,25
208,31,10,33,26
209,30,10,34,26
210,30,10,33,27
211,30,10,33,27
212,31,10,32,27
213,31,10,33,26
214,30,10,34,26
215,29,10,35,26
216,29,9,35,27
217,29,9,35,27
218,28,9,35,28
219,28,9,35,28
220,28,9,35,28
221,27,9,35,29
222,28,8,35,29
223,27,8,36,29
224,27,8,35,30
225,28,8,34,30
226,29,8,33,30
227,29,8,32,31
228,29,8,32,31
229,30,8,32,30
230,30,8,32,30
231,30,8,32,30
232,30,7,33,30
233,29,7,33,31
234,28,7,34,31
235,28,7,34,31
236,28,7,34,31
237,28,7,35,30
238,28,7,35,30
239,28,7,34,31
240,28,7,34,31
241,28,7,35,30
242,27,7,36,30
243,27,7,36,30
244,27,7,37,29
245,27,7,37,29
246,27,7,38,28
247,27,8,37,28
248,27,8,38,27
249,27,8,38,27
250,27,8,38,27
251,28,8,38,26
252,28,8,39,25
253,28,8,40,24
254,27,9,40,24
255,27,9,40,24
256,26,9,40,25
257,26,8,41,25
258,26,8,40,26
259,26,8,40,26
260,25,8,40,27
261,25,8,41,26
262,25,9,40,26
263,25,8,40,27
264,26,8,39,27
265,26,7,39,28
266,25,7,40,28
267,24,7,41,28
268,24,7,41,28
269,24,7,41,28
270,24,7,41,28
271,24,7,41,28
272,24,6,42,28
273,24,6,41,29
274,24,6,41,29
275,24,6,40,30
276,23,6,41,30
277,22,6,42,30
278,22,6,42,30
279,22,6,43,29
280,21,6,44,29
281,21,7,44,28
282,21,7,44,28
283,22,7,43,28
284,22,7,42,29
285,22,7,42,29
286,22,6,43,29
287,23,6,42,29
288,24,6,41,29
289,24,6,41,29
290,23,6,42,29
291,24,6,42,28
292,24,6,42,28
293,23,6,43,28
294,23,6,43,28
295,23,6,42,29
296,22,6,43,29
297,22,6,43,29
298,22,6,43,29
299,23,6,43,28
300,22,6,44,28
301,22,6,44,28
302,22,6,44,28
303,23,6,44,27
304,23,6,44,27
305,23,6,44,27
306,23,6,45,26
307,23,6,45,26
308,23,6,45,26
309,23,6,45,26
310,23,6,45,26
311,22,6,46,26
312,23,6,46,25
313,24,6,45,25
314,24,6,46,24
315,24,6,46,24
316,25,6,45,24
317,25,6,45,24
318,25,6,45,24
319,25,6,45,24
320,24,7,45,24
321,23,8,45,24
322,23,8,46,23
323,22,8,47,23
324,21,8,47,24
325,21,9,46,24
326,20,9,47,24
327,20,9,47,24
328,20,10,46,24
329,20,11,45,24
330,20,11,45,24
331,20,11,45,24
332,20,11,45,24
333,20,11,46,23
334,20,11,47,22
335,20,11,47,22
336,21,11,46,22
337,20,11,46,23
338,20,11,47,22
339,20,10,47,23
340,20,10,47,23
341,20,9,48,23
342,20,9,49,22
343,20,9,49,22
344,19,9,49,23
345,19,9,49,23
346,20,8,49,23
347,20,8,49,23
348,20,8,49,23
349,20,9,48,23
350,20,9,48,23
351,20,9,48,23
352,20,9,47,24
353,20,9,47,24
354,21,9,47,23
355,21,10,47,22
356,20,10,48,22
357,20,9,49,22
358,20,9,50,21
359,19,9,51,21
360,19,9,51,21
361,20,9,51,20
362,20,9,51,20
363,20,9,51,20
364,20,9,51,20
365,20,9,51,20
366,20,9,52,19
367,21,9,52,18
368,21,9,52,18
369,21,9,53,17
370,22,9,52,17
371,22,9,52,17
372,22,9,52,17
373,22,9,52,17
374,21,10,52,17
375,21,10,52,17
376,20,10,53,17
377,21,10,52,17
378,20,11,52,17
379,20,12,51,17
380,21,12,50,17
381,21,12,50,17
382,21,12,49,18
383,22,12,49,17
384,22,12,48,18
385,22,11,49,18
386,22,11,49,18
387,22,11,49,18
388,22,11,49,18
389,23,11,48,18
390,23,11,48,18
391,24,11,47,18
