,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2539.0,384.0,2027.0
1,2360.0,1448.0,1142.0
2,2329.0,1530.0,1091.0
3,2338.0,1531.0,1081.0
4,2290.0,1519.0,1141.0
5,2280.0,1527.0,1143.0
6,2287.0,1490.0,1173.0
7,2210.0,1512.0,1228.0
8,2120.0,1583.0,1247.0
9,2121.0,1611.0,1218.0
10,2083.0,1596.0,1271.0
11,2091.0,1610.0,1249.0
12,2095.0,1573.0,1282.0
13,2085.0,1606.0,1259.0
14,2082.0,1608.0,1260.0
15,2065.0,1610.0,1275.0
16,2056.0,1603.0,1291.0
17,2060.0,1616.0,1274.0
18,2031.0,1621.0,1298.0
19,1985.0,1619.0,1346.0
20,1933.0,1708.0,1309.0
21,1874.0,1744.0,1332.0
22,1824.0,1802.0,1324.0
23,1794.0,1824.0,1332.0
24,1832.0,1837.0,1281.0
25,1832.0,1838.0,1280.0
26,1791.0,1855.0,1304.0
27,1742.0,1897.0,1311.0
28,1721.0,1930.0,1299.0
29,1757.0,1922.0,1271.0
30,1778.0,1935.0,1237.0
31,1773.0,1901.0,1276.0
32,1731.0,1857.0,1362.0
33,1733.0,1925.0,1292.0
34,1677.0,1932.0,1341.0
35,1622.0,1970.0,1358.0
36,1651.0,1945.0,1354.0
37,1648.0,1988.0,1314.0
38,1657.0,1962.0,1331.0
39,1588.0,1971.0,1391.0
40,1595.0,2005.0,1350.0
41,1633.0,1982.0,1335.0
42,1590.0,1988.0,1372.0
43,1614.0,1970.0,1366.0
44,1630.0,2011.0,1309.0
45,1667.0,1915.0,1368.0
46,1696.0,1898.0,1356.0
47,1696.0,1892.0,1362.0
48,1693.0,1887.0,1370.0
49,1675.0,1882.0,1393.0
50,1685.0,1874.0,1391.0
51,1713.0,1892.0,1345.0
52,1710.0,1899.0,1341.0
53,1701.0,1888.0,1361.0
54,1707.0,1858.0,1385.0
55,1764.0,1790.0,1396.0
56,1785.0,1770.0,1395.0
57,1779.0,1801.0,1370.0
58,1725.0,1801.0,1424.0
59,1730.0,1829.0,1391.0
60,1742.0,1823.0,1385.0
61,1704.0,1789.0,1457.0
62,1730.0,1759.0,1461.0
63,1769.0,1800.0,1381.0
64,1788.0,1777.0,1385.0
65,1773.0,1795.0,1382.0
66,1700.0,1751.0,1499.0
67,1683.0,1801.0,1466.0
68,1715.0,1777.0,1458.0
69,1727.0,1798.0,1425.0
70,1697.0,1773.0,1480.0
71,1705.0,1828.0,1417.0
72,1691.0,1855.0,1404.0
73,1693.0,1829.0,1428.0
74,1715.0,1799.0,1436.0
75,1710.0,1806.0,1434.0
76,1712.0,1815.0,1423.0
77,1675.0,1816.0,1459.0
78,1662.0,1877.0,1411.0
79,1680.0,1864.0,1406.0
80,1710.0,1814.0,1426.0
81,1727.0,1831.0,1392.0
82,1690.0,1794.0,1466.0
83,1721.0,1745.0,1484.0
84,1761.0,1741.0,1448.0
85,1764.0,1782.0,1404.0
86,1787.0,1709.0,1454.0
87,1760.0,1750.0,1440.0
88,1779.0,1763.0,1408.0
89,1785.0,1785.0,1380.0
90,1818.0,1760.0,1372.0
91,1825.0,1760.0,1365.0
92,1803.0,1785.0,1362.0
93,1827.0,1774.0,1349.0
94,1789.0,1805.0,1356.0
95,1820.0,1728.0,1402.0
96,1899.0,1743.0,1308.0
97,1896.0,1712.0,1342.0
98,1893.0,1704.0,1353.0
99,1840.0,1711.0,1399.0
100,1795.0,1745.0,1410.0
101,1814.0,1747.0,1389.0
102,1772.0,1773.0,1405.0
103,1782.0,1762.0,1406.0
104,1825.0,1715.0,1410.0
105,1854.0,1652.0,1444.0
106,1861.0,1673.0,1416.0
107,1828.0,1666.0,1456.0
108,1780.0,1747.0,1423.0
109,1714.0,1807.0,1429.0
110,1732.0,1851.0,1367.0
111,1770.0,1841.0,1339.0
112,1733.0,1823.0,1394.0
113,1732.0,1872.0,1346.0
114,1750.0,1798.0,1402.0
115,1743.0,1818.0,1389.0
116,1751.0,1835.0,1364.0
117,1740.0,1817.0,1393.0
118,1770.0,1771.0,1409.0
119,1811.0,1743.0,1396.0
120,1830.0,1731.0,1389.0
121,1794.0,1758.0,1398.0
122,1759.0,1748.0,1443.0
123,1722.0,1796.0,1432.0
124,1661.0,1888.0,1401.0
125,1684.0,1862.0,1404.0
126,1638.0,1871.0,1441.0
127,1595.0,1896.0,1459.0
128,1581.0,1893.0,1476.0
