,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,30,27,24,19
1,30,27,24,19
2,31,27,23,19
3,32,26,23,19
4,32,26,23,19
5,32,26,23,19
6,31,26,23,20
7,32,26,22,20
8,31,27,22,20
9,30,27,22,21
10,30,27,22,21
11,30,26,22,22
12,31,26,21,22
13,31,26,22,21
14,32,26,21,21
15,32,25,21,22
16,32,26,20,22
17,33,26,20,21
18,32,27,20,21
19,31,28,20,21
20,31,27,20,22
21,32,27,19,22
22,33,27,19,21
23,33,28,18,21
24,32,29,18,21
25,31,29,19,21
26,31,30,18,21
27,30,31,18,21
28,29,31,18,22
29,29,31,18,22
30,29,30,19,22
31,28,30,19,23
32,29,30,18,23
33,28,30,18,24
34,29,29,18,24
35,29,29,18,24
36,29,29,18,24
37,29,30,18,23
38,29,31,18,22
39,29,32,17,22
40,29,32,17,22
41,29,33,17,21
42,29,34,16,21
43,28,35,16,21
44,27,35,16,22
45,27,35,15,23
46,27,35,15,23
47,26,35,15,24
48,25,36,15,24
49,24,36,16,24
50,24,36,16,24
51,24,35,16,25
52,24,34,17,25
53,24,34,18,24
54,24,34,18,24
55,25,34,18,23
56,25,35,18,22
57,25,35,17,23
58,24,36,17,23
59,24,36,17,23
60,25,35,17,23
61,25,36,17,22
62,26,36,17,21
63,27,36,17,20
64,27,37,17,19
65,28,37,16,19
66,28,38,15,19
67,28,38,16,18
68,27,39,16,18
69,27,39,17,17
70,27,39,17,17
71,27,39,17,17
72,28,39,17,16
73,28,39,18,15
74,28,39,18,15
75,27,40,18,15
76,28,40,17,15
77,28,40,17,15
78,28,40,17,15
79,29,39,17,15
80,29,39,16,16
81,29,39,17,15
82,29,39,17,15
83,29,40,17,14
84,30,39,17,14
85,30,40,17,13
86,29,41,17,13
87,28,42,17,13
88,28,42,17,13
89,28,42,17,13
90,27,43,17,13
91,26,44,17,13
92,26,44,17,13
93,26,44,16,14
94,25,44,17,14
95,24,45,17,14
96,25,44,17,14
97,25,44,17,14
98,25,44,17,14
99,26,43,17,14
100,26,44,16,14
101,26,43,16,15
102,26,43,16,15
103,26,43,16,15
104,26,44,16,14
105,27,44,15,14
106,27,44,15,14
107,26,45,15,14
108,25,46,15,14
109,25,46,15,14
110,24,46,16,14
111,25,45,16,14
112,24,45,16,15
113,24,45,16,15
114,23,46,16,15
115,23,46,16,15
116,23,46,16,15
117,23,46,16,15
118,23,45,16,16
119,23,45,16,16
120,23,45,16,16
121,24,45,15,16
122,24,44,16,16
123,24,44,15,17
124,23,45,15,17
125,23,44,16,17
126,24,44,16,16
127,24,45,15,16
128,24,45,15,16
129,24,45,15,16
130,24,45,15,16
131,24,44,15,17
132,24,43,15,18
133,23,43,15,19
134,23,43,15,19
135,23,43,15,19
136,24,42,15,19
137,23,43,15,19
138,23,44,14,19
139,23,44,14,19
140,23,44,14,19
141,23,43,15,19
142,24,42,15,19
143,25,41,15,19
144,25,41,15,19
145,26,40,15,19
146,26,41,15,18
147,26,40,15,19
148,26,40,14,20
149,26,40,14,20
150,25,40,14,21
151,25,41,13,21
152,24,41,13,22
153,24,41,13,22
154,24,42,13,21
155,23,42,13,22
156,23,43,13,21
157,23,43,12,22
158,23,43,12,22
159,23,44,12,21
160,23,43,12,22
161,22,43,12,23
162,22,42,13,23
163,22,42,12,24
164,22,42,12,24
165,23,42,12,23
166,22,42,12,24
167,22,42,12,24
168,21,42,12,25
169,22,42,12,24
170,22,42,12,24
171,22,42,12,24
172,22,41,13,24
173,22,42,13,23
174,21,42,13,24
175,22,42,13,23
176,23,42,13,22
177,23,42,12,23
178,23,42,12,23
179,22,42,12,24
180,23,41,12,24
181,23,40,12,25
182,22,41,12,25
183,23,41,12,24
184,23,40,12,25
185,23,41,12,24
186,23,40,13,24
187,23,39,14,24
188,23,39,15,23
189,24,39,14,23
190,25,38,14,23
191,25,39,14,22
192,24,40,14,22
193,24,40,15,21
194,24,39,15,22
195,24,40,15,21
196,23,41,15,21
197,23,41,15,21
198,23,40,16,21
199,24,40,15,21
200,24,40,15,21
201,24,40,15,21
202,23,41,15,21
203,23,41,15,21
204,23,41,15,21
205,22,42,15,21
206,22,42,15,21
207,22,43,14,21
208,22,43,14,21
209,23,43,14,20
210,23,42,14,21
211,22,43,14,21
212,23,42,14,21
213,23,43,14,20
214,22,43,14,21
215,21,43,14,22
216,21,43,14,22
217,21,44,14,21
218,20,45,14,21
219,20,44,15,21
220,20,44,15,21
221,20,44,16,20
222,21,43,16,20
223,21,43,15,21
224,21,44,15,20
225,20,45,15,20
226,20,45,15,20
227,20,46,15,19
228,19,47,15,19
229,19,47,15,19
230,19,47,15,19
231,18,48,15,19
232,18,47,15,20
233,19,47,15,19
234,19,46,15,20
235,20,46,15,19
236,19,47,15,19
237,19,47,15,19
238,19,48,15,18
239,19,49,14,18
240,18,50,14,18
241,18,50,14,18
242,18,50,14,18
243,18,51,13,18
244,18,50,14,18
245,18,51,14,17
246,17,52,14,17
247,17,51,15,17
248,17,51,15,17
249,17,51,15,17
250,18,50,15,17
251,18,51,14,17
252,19,51,13,17
253,19,50,13,18
254,19,50,14,17
255,19,50,14,17
256,18,50,15,17
257,18,50,15,17
258,18,49,16,17
259,18,48,17,17
260,18,47,17,18
261,17,47,17,19
262,17,46,18,19
263,18,46,17,19
264,18,45,17,20
265,18,45,17,20
266,18,44,18,20
267,18,44,18,20
268,18,45,18,19
269,19,45,17,19
270,19,45,18,18
271,19,46,17,18
272,20,45,17,18
273,19,46,17,18
274,19,46,18,17
275,19,46,18,17
276,19,47,17,17
277,19,47,17,17
278,19,46,17,18
279,19,47,17,17
280,19,48,16,17
281,19,47,17,17
282,20,46,17,17
283,20,47,17,16
284,20,47,17,16
285,20,46,17,17
286,20,47,16,17
287,20,48,15,17
288,21,47,15,17
289,21,47,15,17
290,21,46,16,17
291,21,45,17,17
292,21,44,17,18
293,20,44,18,18
294,20,44,18,18
295,19,44,18,19
296,19,45,17,19
297,19,45,18,18
298,19,46,18,17
299,19,46,18,17
300,19,45,18,18
301,20,45,17,18
302,20,46,16,18
303,20,46,16,18
304,20,46,16,18
305,20,45,17,18
306,20,45,17,18
307,19,46,17,18
308,20,45,17,18
309,20,46,17,17
310,20,46,17,17
311,20,47,16,17
312,20,46,16,18
313,20,46,16,18
314,20,46,17,17
315,20,47,17,16
316,20,48,17,15
317,19,49,17,15
318,18,50,17,15
319,19,50,17,14
320,19,49,18,14
321,19,48,19,14
322,18,49,19,14
323,18,49,18,15
324,19,49,18,14
325,18,49,18,15
326,19,49,18,14
327,20,48,18,14
328,20,47,19,14
329,20,46,20,14
330,20,47,20,13
331,21,46,20,13
332,21,45,20,14
333,21,46,20,13
334,21,46,20,13
335,20,46,20,14
336,19,46,21,14
337,18,46,22,14
338,18,47,21,14
339,18,48,21,13
340,18,47,22,13
341,18,47,22,13
342,18,47,21,14
343,18,48,20,14
344,18,48,20,14
345,18,48,20,14
346,19,47,20,14
347,18,47,21,14
348,18,48,20,14
349,18,48,20,14
350,18,49,19,14
351,17,49,20,14
352,17,49,20,14
353,18,48,20,14
354,17,49,20,14
355,17,49,20,14
356,17,48,21,14
357,17,49,20,14
358,17,49,20,14
359,17,48,20,15
360,18,48,20,14
361,18,48,20,14
362,18,49,20,13
363,18,50,19,13
364,18,50,19,13
365,18,50,19,13
366,18,50,19,13
367,17,51,19,13
368,17,51,19,13
369,18,50,19,13
370,17,51,19,13
371,16,52,19,13
372,16,53,19,12
373,15,54,19,12
374,15,54,20,11
375,16,54,19,11
376,15,55,19,11
377,15,55,19,11
378,15,54,20,11
379,15,55,19,11
380,15,55,18,12
381,15,54,19,12
382,14,55,19,12
383,14,56,18,12
384,15,55,18,12
385,15,56,17,12
386,15,56,17,12
387,15,55,17,13
388,16,54,17,13
389,16,55,17,12
390,16,56,16,12
391,16,56,16,12
392,16,57,15,12
393,16,57,15,12
394,17,57,15,11
395,17,57,15,11
396,16,57,15,12
397,15,58,15,12
398,15,58,15,12
