S.D.,Counts,seed,tournament_type
0.5,296,2,pareto_m_max
0.6,283,2,pareto_m_max
0.7,252,2,pareto_m_max
0.8,256,2,pareto_m_max
0.9,239,2,pareto_m_max
1,217,2,pareto_m_max
1.1,195,2,pareto_m_max
1.2,162,2,pareto_m_max
1.3,131,2,pareto_m_max
1.4,137,2,pareto_m_max
1.5,130,2,pareto_m_max
1.6,107,2,pareto_m_max
1.7,88,2,pareto_m_max
1.8,68,2,pareto_m_max
1.9,54,2,pareto_m_max
2,34,2,pareto_m_max
2.1,27,2,pareto_m_max
2.2,21,2,pareto_m_max
2.3,15,2,pareto_m_max
2.4,7,2,pareto_m_max
2.5,6,2,pareto_m_max
2.6,1,2,pareto_m_max
2.7,1,2,pareto_m_max
2.8,1,2,pareto_m_max
2.9,0,2,pareto_m_max
3,0,2,pareto_m_max
