S.D.,Counts,seed,tournament_type
0.5,267,1024,pareto_m_max
0.6,266,1024,pareto_m_max
0.7,236,1024,pareto_m_max
0.8,213,1024,pareto_m_max
0.9,213,1024,pareto_m_max
1,186,1024,pareto_m_max
1.1,166,1024,pareto_m_max
1.2,163,1024,pareto_m_max
1.3,126,1024,pareto_m_max
1.4,116,1024,pareto_m_max
1.5,107,1024,pareto_m_max
1.6,85,1024,pareto_m_max
1.7,72,1024,pareto_m_max
1.8,71,1024,pareto_m_max
1.9,56,1024,pareto_m_max
2,42,1024,pareto_m_max
2.1,29,1024,pareto_m_max
2.2,24,1024,pareto_m_max
2.3,12,1024,pareto_m_max
2.4,7,1024,pareto_m_max
2.5,5,1024,pareto_m_max
2.6,2,1024,pareto_m_max
2.7,1,1024,pareto_m_max
2.8,0,1024,pareto_m_max
2.9,0,1024,pareto_m_max
3,0,1024,pareto_m_max
