S.D.,Counts,seed,tournament_type
0.5,244,256,pareto_m_max
0.6,237,256,pareto_m_max
0.7,237,256,pareto_m_max
0.8,225,256,pareto_m_max
0.9,217,256,pareto_m_max
1,194,256,pareto_m_max
1.1,173,256,pareto_m_max
1.2,162,256,pareto_m_max
1.3,136,256,pareto_m_max
1.4,118,256,pareto_m_max
1.5,114,256,pareto_m_max
1.6,86,256,pareto_m_max
1.7,76,256,pareto_m_max
1.8,67,256,pareto_m_max
1.9,44,256,pareto_m_max
2,30,256,pareto_m_max
2.1,22,256,pareto_m_max
2.2,16,256,pareto_m_max
2.3,17,256,pareto_m_max
2.4,14,256,pareto_m_max
2.5,7,256,pareto_m_max
2.6,9,256,pareto_m_max
2.7,5,256,pareto_m_max
2.8,6,256,pareto_m_max
2.9,1,256,pareto_m_max
3,0,256,pareto_m_max
