S.D.,Counts,seed,tournament_type
0.5,230,32,pareto_m_max
0.6,231,32,pareto_m_max
0.7,243,32,pareto_m_max
0.8,234,32,pareto_m_max
0.9,200,32,pareto_m_max
1,216,32,pareto_m_max
1.1,198,32,pareto_m_max
1.2,159,32,pareto_m_max
1.3,159,32,pareto_m_max
1.4,139,32,pareto_m_max
1.5,115,32,pareto_m_max
1.6,94,32,pareto_m_max
1.7,76,32,pareto_m_max
1.8,69,32,pareto_m_max
1.9,48,32,pareto_m_max
2,31,32,pareto_m_max
2.1,24,32,pareto_m_max
2.2,17,32,pareto_m_max
2.3,12,32,pareto_m_max
2.4,2,32,pareto_m_max
2.5,0,32,pareto_m_max
2.6,0,32,pareto_m_max
2.7,0,32,pareto_m_max
2.8,0,32,pareto_m_max
2.9,0,32,pareto_m_max
3,0,32,pareto_m_max
