S.D.,Counts,seed,tournament_type
0.5,283,4,pareto_m_max
0.6,267,4,pareto_m_max
0.7,253,4,pareto_m_max
0.8,263,4,pareto_m_max
0.9,238,4,pareto_m_max
1,218,4,pareto_m_max
1.1,178,4,pareto_m_max
1.2,157,4,pareto_m_max
1.3,132,4,pareto_m_max
1.4,110,4,pareto_m_max
1.5,104,4,pareto_m_max
1.6,76,4,pareto_m_max
1.7,66,4,pareto_m_max
1.8,41,4,pareto_m_max
1.9,47,4,pareto_m_max
2,30,4,pareto_m_max
2.1,23,4,pareto_m_max
2.2,23,4,pareto_m_max
2.3,16,4,pareto_m_max
2.4,14,4,pareto_m_max
2.5,15,4,pareto_m_max
2.6,11,4,pareto_m_max
2.7,4,4,pareto_m_max
2.8,0,4,pareto_m_max
2.9,0,4,pareto_m_max
3,0,4,pareto_m_max
