S.D.,Counts
0.5,262
0.6,264
0.7,265
0.8,236
0.9,204
1.0,197
1.1,197
1.2,176
1.3,150
1.4,125
1.5,109
1.6,82
1.7,58
1.8,45
1.9,29
2.0,17
2.1,12
2.2,4
2.3,5
2.4,4
2.5,5
2.6,12
2.7,10
2.8,6
2.9,4
3.0,3
