S.D.,Counts
0.5,244
0.6,237
0.7,237
0.8,225
0.9,217
1.0,194
1.1,173
1.2,162
1.3,136
1.4,118
1.5,114
1.6,86
1.7,76
1.8,67
1.9,44
2.0,30
2.1,22
2.2,16
2.3,17
2.4,14
2.5,7
2.6,9
2.7,5
2.8,6
2.9,1
3.0,0
