S.D.,Counts,seed,tournament_type
0.5,245,8,pareto_m_max
0.6,233,8,pareto_m_max
0.7,225,8,pareto_m_max
0.8,221,8,pareto_m_max
0.9,196,8,pareto_m_max
1,175,8,pareto_m_max
1.1,157,8,pareto_m_max
1.2,143,8,pareto_m_max
1.3,138,8,pareto_m_max
1.4,125,8,pareto_m_max
1.5,116,8,pareto_m_max
1.6,119,8,pareto_m_max
1.7,80,8,pareto_m_max
1.8,60,8,pareto_m_max
1.9,40,8,pareto_m_max
2,34,8,pareto_m_max
2.1,27,8,pareto_m_max
2.2,18,8,pareto_m_max
2.3,7,8,pareto_m_max
2.4,5,8,pareto_m_max
2.5,2,8,pareto_m_max
2.6,1,8,pareto_m_max
2.7,0,8,pareto_m_max
2.8,0,8,pareto_m_max
2.9,0,8,pareto_m_max
3,0,8,pareto_m_max
