,m,d,r,w,P,R,S,T
0,2.3,0.26,0.15,1.0,300090,435759,118119,136032
1,7.4,0.93,0.72,1.0,279126,468672,126517,115685
2,8.1,0.99,0.29,1.0,300876,440004,124460,124660
3,4.8,0.37,0.84,1.0,315294,428268,118113,128325
4,8.3,0.04,0.81,1.0,266250,480033,137114,106603
5,8.5,0.03,0.27,1.0,265891,482840,125439,115830
6,6.1,0.58,0.16,1.0,297160,432924,126659,133257
7,2.6,0.54,0.41,1.0,283990,456633,126556,122821
8,5.2,0.05,0.71,1.0,287575,441679,127885,132861
9,0.4,0.45,0.75,1.0,238091,512540,135339,104030
10,8.7,0.44,0.52,1.0,325640,396187,112740,155433
11,4.0,0.69,0.84,1.0,312990,410131,118650,148229
12,9.7,0.09,0.21,1.0,250866,493440,142688,103006
13,0.4,0.33,0.47,1.0,385871,340279,96896,166954
14,1.4,0.64,0.54,1.0,339280,393717,116173,140830
15,5.6,0.75,0.78,1.0,279994,474203,127254,108549
16,1.6,0.43,0.46,1.0,269505,467580,136222,116693
17,10.0,0.2,0.92,1.0,271552,463219,130728,124501
18,4.5,0.64,0.01,1.0,340465,395982,113216,140337
19,6.3,0.96,0.84,1.0,266030,466721,135725,121524
20,3.3,0.39,0.72,1.0,241999,520822,132747,94432
21,4.4,0.59,0.47,1.0,336472,395432,116417,141679
22,1.7,0.96,0.88,1.0,261687,476320,129253,122740
23,4.5,0.99,0.95,1.0,282462,454005,126206,127327
24,2.9,0.42,0.09,1.0,338582,387299,112276,151843
25,9.8,0.19,0.44,1.0,274996,455752,125582,133670
26,9.0,0.9,0.62,1.0,302240,429990,124093,133677
27,1.6,0.3,0.28,1.0,334609,396130,114850,144411
28,9.5,0.98,0.42,1.0,264710,472016,136295,116979
29,8.6,0.25,0.98,1.0,290314,456033,123991,119662
30,9.1,0.22,0.45,1.0,242466,500718,140165,106651
31,5.7,0.9,0.94,1.0,260273,469553,145572,114602
32,6.6,0.82,0.99,1.0,267467,482548,134934,105051
33,8.4,0.29,0.9,1.0,287181,455795,125615,121409
34,5.6,0.16,0.28,1.0,263537,463064,139857,123542
35,8.3,0.91,0.67,1.0,307957,410256,131725,140062
36,4.0,0.29,0.38,1.0,285222,446452,130456,127870
37,5.0,0.38,0.79,1.0,336158,393468,107413,152961
38,6.0,0.68,0.48,1.0,232314,507221,145127,105338
39,5.3,0.23,0.31,1.0,266398,482750,129689,111163
40,2.8,0.68,0.88,1.0,223950,520925,145963,99162
41,0.9,0.2,0.53,1.0,315189,423716,119329,131766
42,5.7,0.98,0.07,1.0,270715,466929,138676,113680
43,9.5,0.37,0.45,1.0,254215,468424,152353,115008
44,9.8,0.48,0.81,1.0,288603,444801,126519,130077
45,6.6,0.3,0.57,1.0,294756,446416,127269,121559
46,6.5,0.5,0.78,1.0,280770,440622,129724,138884
47,7.0,0.42,0.86,1.0,282953,459470,132620,114957
48,1.7,0.25,0.08,1.0,248552,487100,142613,111735
49,5.4,0.23,0.68,1.0,287464,449221,130340,122975
50,5.2,0.21,0.94,1.0,314022,430860,115725,129393
51,6.0,1.0,0.84,1.0,375272,340871,107409,166448
52,2.7,0.3,0.84,1.0,313957,409527,125583,140933
53,0.4,0.34,0.97,1.0,290293,461956,123198,114553
54,8.6,0.42,0.35,1.0,294233,450393,120631,124743
55,7.7,0.03,0.45,1.0,328796,409414,109214,142576
56,3.1,0.3,0.13,1.0,343476,367380,113887,165257
57,6.3,0.09,0.19,1.0,327042,402496,121725,138737
58,1.9,0.08,0.14,1.0,259323,482842,132038,115797
59,6.7,0.85,0.46,1.0,270996,462599,133350,123055
60,7.5,0.39,0.16,1.0,271125,461561,137551,119763
61,6.9,0.64,0.4,1.0,257062,484990,135469,112479
62,0.7,0.03,0.55,1.0,221818,533576,148504,86102
63,6.2,0.71,0.99,1.0,258739,483604,141414,106243
64,9.1,0.15,0.42,1.0,284224,463289,124730,117757
65,6.2,0.06,0.69,1.0,349488,372724,108344,159444
66,0.4,0.51,0.86,1.0,287869,441751,129100,131280
67,3.4,0.03,0.08,1.0,301395,430817,122767,135021
68,6.3,0.76,0.88,1.0,307583,436078,121924,124415
69,5.9,0.07,0.45,1.0,328077,409836,102548,149539
70,6.4,0.34,0.21,1.0,306598,420704,126317,136381
71,5.7,0.6,0.17,1.0,293102,447939,123546,125413
72,2.1,0.72,0.76,1.0,273446,458993,134204,123357
73,3.3,0.71,0.28,1.0,262425,479837,132019,115719
74,7.2,0.17,0.2,1.0,260081,468853,139697,121369
75,5.8,0.15,0.27,1.0,308489,436867,124528,120116
76,2.1,0.95,0.92,1.0,360877,371282,102652,155189
77,2.9,0.51,0.65,1.0,319448,415210,125808,129534
78,7.0,0.75,0.5,1.0,260283,482841,135016,111860
79,2.5,0.41,0.07,1.0,293952,454489,125587,115972
80,9.4,0.55,0.3,1.0,271492,477108,131606,109794
81,8.7,0.99,0.52,1.0,248678,501356,136444,103522
82,9.4,0.94,0.85,1.0,335534,395827,117103,141536
83,7.9,0.47,0.92,1.0,251284,474164,144443,120109
84,3.2,0.87,0.1,1.0,296989,453962,119420,119629
85,4.2,0.75,0.52,1.0,316680,410757,116100,146463
86,1.2,0.17,0.8,1.0,256622,484257,138113,111008
87,9.3,0.88,0.63,1.0,252746,488501,132983,115770
88,7.3,0.34,0.43,1.0,379712,343845,100995,165448
89,8.5,0.35,0.97,1.0,377090,344310,101709,166891
90,1.1,0.85,0.24,1.0,334234,389978,116474,149314
91,0.5,0.01,0.06,1.0,218354,518257,150318,103071
92,2.8,0.93,0.91,1.0,276631,471850,131141,110378
93,7.0,0.14,0.54,1.0,290131,447821,129476,122572
94,6.2,0.1,0.72,1.0,342465,389209,113057,145269
95,9.1,0.48,0.02,1.0,279960,454169,131610,124261
96,9.8,0.38,0.73,1.0,296483,438585,120554,134378
97,5.5,0.47,0.26,1.0,294783,442175,122311,130731
98,5.3,0.4,0.3,1.0,313725,419655,121206,135414
99,7.1,0.42,0.84,1.0,275219,461548,137279,115954
