,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2747.0,306.0,1897.0
1,2671.0,1214.0,1065.0
2,2663.0,1195.0,1092.0
3,2641.0,1203.0,1106.0
4,2570.0,1195.0,1185.0
5,2465.0,1254.0,1231.0
6,2477.0,1271.0,1202.0
7,2508.0,1238.0,1204.0
8,2514.0,1249.0,1187.0
9,2444.0,1265.0,1241.0
10,2388.0,1285.0,1277.0
11,2412.0,1275.0,1263.0
12,2471.0,1249.0,1230.0
13,2464.0,1268.0,1218.0
14,2396.0,1300.0,1254.0
15,2326.0,1344.0,1280.0
16,2347.0,1369.0,1234.0
17,2350.0,1379.0,1221.0
18,2400.0,1303.0,1247.0
19,2362.0,1350.0,1238.0
20,2343.0,1346.0,1261.0
21,2377.0,1363.0,1210.0
22,2366.0,1344.0,1240.0
23,2310.0,1404.0,1236.0
24,2311.0,1424.0,1215.0
25,2319.0,1395.0,1236.0
26,2262.0,1421.0,1267.0
27,2207.0,1446.0,1297.0
28,2194.0,1466.0,1290.0
29,2207.0,1470.0,1273.0
30,2188.0,1468.0,1294.0
31,2131.0,1501.0,1318.0
32,2155.0,1472.0,1323.0
33,2196.0,1458.0,1296.0
34,2184.0,1452.0,1314.0
35,2186.0,1443.0,1321.0
36,2195.0,1429.0,1326.0
37,2195.0,1459.0,1296.0
38,2219.0,1472.0,1259.0
39,2212.0,1433.0,1305.0
40,2232.0,1465.0,1253.0
41,2241.0,1372.0,1337.0
42,2264.0,1388.0,1298.0
43,2198.0,1383.0,1369.0
44,2196.0,1414.0,1340.0
45,2133.0,1460.0,1357.0
46,2152.0,1476.0,1322.0
47,2188.0,1423.0,1339.0
48,2207.0,1384.0,1359.0
49,2227.0,1394.0,1329.0
50,2174.0,1396.0,1380.0
51,2156.0,1453.0,1341.0
52,2180.0,1425.0,1345.0
53,2188.0,1411.0,1351.0
54,2227.0,1408.0,1315.0
55,2274.0,1361.0,1315.0
56,2194.0,1388.0,1368.0
57,2230.0,1376.0,1344.0
58,2300.0,1290.0,1360.0
59,2337.0,1319.0,1294.0
60,2279.0,1291.0,1380.0
61,2285.0,1345.0,1320.0
62,2301.0,1309.0,1340.0
63,2330.0,1284.0,1336.0
64,2348.0,1269.0,1333.0
65,2400.0,1249.0,1301.0
66,2428.0,1260.0,1262.0
67,2439.0,1218.0,1293.0
68,2463.0,1186.0,1301.0
69,2445.0,1190.0,1315.0
70,2441.0,1195.0,1314.0
71,2426.0,1232.0,1292.0
72,2441.0,1220.0,1289.0
73,2458.0,1198.0,1294.0
74,2519.0,1163.0,1268.0
75,2424.0,1184.0,1342.0
76,2489.0,1139.0,1322.0
77,2515.0,1153.0,1282.0
78,2553.0,1106.0,1291.0
79,2577.0,1113.0,1260.0
80,2518.0,1110.0,1322.0
81,2562.0,1140.0,1248.0
82,2575.0,1133.0,1242.0
83,2568.0,1110.0,1272.0
84,2611.0,1054.0,1285.0
85,2652.0,1071.0,1227.0
86,2646.0,1065.0,1239.0
87,2643.0,1057.0,1250.0
88,2645.0,1055.0,1250.0
89,2662.0,995.0,1293.0
90,2731.0,973.0,1246.0
91,2777.0,990.0,1183.0
92,2741.0,962.0,1247.0
93,2743.0,982.0,1225.0
94,2806.0,959.0,1185.0
95,2758.0,967.0,1225.0
96,2741.0,991.0,1218.0
97,2733.0,997.0,1220.0
98,2772.0,973.0,1205.0
99,2766.0,977.0,1207.0
100,2802.0,950.0,1198.0
101,2810.0,920.0,1220.0
102,2829.0,918.0,1203.0
103,2866.0,858.0,1226.0
104,2906.0,834.0,1210.0
105,2899.0,845.0,1206.0
106,2929.0,844.0,1177.0
107,2896.0,865.0,1189.0
108,2902.0,851.0,1197.0
109,2918.0,862.0,1170.0
110,2940.0,865.0,1145.0
111,2904.0,861.0,1185.0
112,2923.0,874.0,1153.0
113,2934.0,865.0,1151.0
114,2926.0,850.0,1174.0
115,2977.0,777.0,1196.0
116,3025.0,781.0,1144.0
117,2923.0,800.0,1227.0
118,2929.0,839.0,1182.0
119,2940.0,842.0,1168.0
120,2850.0,842.0,1258.0
121,2840.0,903.0,1207.0
122,2874.0,849.0,1227.0
123,2937.0,857.0,1156.0
124,2919.0,872.0,1159.0
125,2925.0,871.0,1154.0
126,2941.0,876.0,1133.0
127,2821.0,909.0,1220.0
128,2804.0,934.0,1212.0
129,2744.0,969.0,1237.0
130,2781.0,936.0,1233.0
131,2834.0,942.0,1174.0
132,2843.0,900.0,1207.0
133,2909.0,899.0,1142.0
134,2946.0,836.0,1168.0
135,2975.0,832.0,1143.0
136,2987.0,809.0,1154.0
137,3032.0,809.0,1109.0
138,3002.0,805.0,1143.0
139,3034.0,798.0,1118.0
140,3031.0,793.0,1126.0
141,3070.0,740.0,1140.0
142,3127.0,766.0,1057.0
143,3147.0,746.0,1057.0
144,3123.0,743.0,1084.0
145,3125.0,742.0,1083.0
146,3132.0,750.0,1068.0
147,3177.0,715.0,1058.0
148,3193.0,710.0,1047.0
149,3205.0,711.0,1034.0
150,3212.0,709.0,1029.0
151,3124.0,711.0,1115.0
152,3127.0,750.0,1073.0
153,3150.0,717.0,1083.0
154,3157.0,707.0,1086.0
155,3135.0,722.0,1093.0
156,3164.0,707.0,1079.0
157,3177.0,714.0,1059.0
158,3177.0,701.0,1072.0
159,3087.0,707.0,1156.0
160,3114.0,727.0,1109.0
161,3156.0,737.0,1057.0
162,3106.0,729.0,1115.0
163,3118.0,755.0,1077.0
164,3077.0,775.0,1098.0
165,3074.0,756.0,1120.0
166,3095.0,759.0,1096.0
167,3126.0,761.0,1063.0
168,3180.0,755.0,1015.0
169,3133.0,753.0,1064.0
170,3152.0,754.0,1044.0
171,3158.0,740.0,1052.0
172,3150.0,744.0,1056.0
173,3142.0,706.0,1102.0
174,3081.0,728.0,1141.0
175,2973.0,784.0,1193.0
176,3021.0,824.0,1105.0
177,3042.0,846.0,1062.0
178,3036.0,800.0,1114.0
179,3076.0,816.0,1058.0
180,3104.0,764.0,1082.0
181,3110.0,751.0,1089.0
182,3127.0,786.0,1037.0
183,3142.0,767.0,1041.0
184,3104.0,745.0,1101.0
185,3023.0,781.0,1146.0
186,3039.0,792.0,1119.0
187,3034.0,771.0,1145.0
188,3058.0,798.0,1094.0
189,3080.0,780.0,1090.0
190,3009.0,805.0,1136.0
191,3038.0,823.0,1089.0
192,3030.0,805.0,1115.0
193,3031.0,801.0,1118.0
194,3066.0,748.0,1136.0
195,3118.0,741.0,1091.0
196,3112.0,740.0,1098.0
197,3108.0,717.0,1125.0
198,3103.0,744.0,1103.0
199,3095.0,742.0,1113.0
200,3097.0,768.0,1085.0
201,3144.0,732.0,1074.0
202,3137.0,717.0,1096.0
203,3087.0,728.0,1135.0
204,3085.0,769.0,1096.0
205,3005.0,770.0,1175.0
206,2995.0,831.0,1124.0
207,2909.0,824.0,1217.0
208,2907.0,877.0,1166.0
209,2919.0,841.0,1190.0
210,2947.0,846.0,1157.0
211,2972.0,808.0,1170.0
212,2995.0,837.0,1118.0
213,3004.0,856.0,1090.0
214,3059.0,817.0,1074.0
215,3035.0,831.0,1084.0
216,3011.0,800.0,1139.0
217,3023.0,783.0,1144.0
218,3061.0,774.0,1115.0
219,3105.0,752.0,1093.0
220,3137.0,727.0,1086.0
221,3151.0,737.0,1062.0
222,3135.0,719.0,1096.0
223,3140.0,725.0,1085.0
224,3082.0,716.0,1152.0
