,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,30,22,24,24
1,29,22,25,24
2,30,21,25,24
3,29,21,25,25
4,29,22,24,25
5,29,23,24,24
6,29,23,24,24
7,29,24,23,24
8,29,25,22,24
9,29,25,21,25
10,29,26,20,25
11,29,26,20,25
12,28,26,21,25
13,29,26,21,24
14,30,25,21,24
15,30,25,22,23
16,30,25,22,23
17,30,24,23,23
18,29,24,23,24
19,29,24,23,24
20,29,25,23,23
21,29,26,22,23
22,29,27,22,22
23,29,27,22,22
24,29,27,22,22
25,29,28,22,21
26,28,28,23,21
27,28,27,23,22
28,28,27,23,22
29,27,28,23,22
30,27,28,22,23
31,28,28,22,22
32,29,27,22,22
33,28,27,22,23
34,28,27,22,23
35,28,27,22,23
36,29,26,22,23
37,30,26,22,22
38,29,26,23,22
39,29,26,23,22
40,29,27,22,22
41,29,27,21,23
42,29,28,21,22
43,29,28,21,22
44,29,28,21,22
45,29,28,21,22
46,29,28,21,22
47,29,28,21,22
48,30,27,21,22
49,30,26,22,22
50,31,25,22,22
51,31,25,22,22
52,32,24,22,22
53,32,24,23,21
54,33,24,23,20
55,33,23,24,20
56,34,23,24,19
57,34,23,24,19
58,34,22,25,19
59,34,21,26,19
60,33,22,26,19
61,33,23,25,19
62,33,22,25,20
63,33,22,24,21
64,33,22,24,21
65,33,22,24,21
66,33,22,24,21
67,33,22,24,21
68,33,22,24,21
69,33,21,24,22
70,34,21,23,22
71,33,21,24,22
72,33,20,24,23
73,32,20,25,23
74,33,19,25,23
75,33,18,26,23
76,33,17,27,23
77,33,18,27,22
78,33,18,27,22
79,34,18,27,21
80,33,18,28,21
81,33,18,28,21
82,33,17,28,22
83,34,17,27,22
84,35,16,27,22
85,35,16,27,22
86,35,17,27,21
87,36,17,27,20
88,36,16,28,20
89,36,16,28,20
90,36,16,29,19
91,36,16,29,19
92,36,16,29,19
93,36,15,29,20
94,37,15,29,19
95,38,15,28,19
96,37,15,28,20
97,38,15,28,19
98,38,15,29,18
99,39,15,29,17
100,38,15,29,18
101,37,15,29,19
102,37,16,28,19
103,38,16,27,19
104,37,16,28,19
105,37,16,29,18
106,37,16,29,18
107,37,15,29,19
108,36,16,29,19
109,35,16,29,20
110,36,15,29,20
111,36,15,28,21
112,36,15,29,20
113,36,16,28,20
114,36,16,27,21
115,36,16,27,21
116,35,16,28,21
117,35,15,28,22
118,35,15,28,22
119,35,14,29,22
120,34,14,29,23
121,33,14,29,24
122,34,14,29,23
123,35,14,29,22
124,35,14,29,22
125,35,14,29,22
126,35,14,29,22
127,35,14,29,22
128,35,14,29,22
129,34,15,29,22
130,35,14,29,22
131,35,14,28,23
132,36,14,28,22
133,36,14,28,22
134,35,14,29,22
135,35,14,29,22
136,35,14,28,23
137,35,14,27,24
138,34,14,27,25
139,35,14,26,25
140,35,15,25,25
141,35,15,25,25
142,34,15,25,26
143,35,15,24,26
144,35,14,25,26
145,35,14,24,27
146,34,15,24,27
147,33,15,25,27
148,32,15,25,28
149,33,14,25,28
150,34,13,25,28
151,35,13,24,28
152,35,13,25,27
153,35,12,26,27
154,34,12,27,27
155,35,12,26,27
156,35,11,27,27
157,35,11,28,26
158,35,11,27,27
159,35,10,28,27
160,34,11,28,27
161,34,11,28,27
162,33,11,28,28
163,33,11,28,28
164,33,11,28,28
165,32,11,29,28
166,32,11,28,29
167,32,11,28,29
168,31,11,29,29
169,31,11,29,29
170,31,12,29,28
171,31,12,28,29
172,30,13,28,29
173,29,14,28,29
174,28,14,29,29
175,29,14,28,29
176,30,13,28,29
177,30,13,28,29
178,31,12,28,29
179,31,12,29,28
180,31,12,29,28
181,30,12,30,28
182,29,12,31,28
183,29,12,31,28
184,30,11,31,28
185,29,11,32,28
186,29,10,33,28
187,28,10,34,28
188,27,10,35,28
189,27,10,35,28
190,27,10,35,28
191,27,10,34,29
192,28,10,34,28
193,27,10,35,28
194,27,10,35,28
195,27,10,35,28
196,26,10,36,28
197,26,9,37,28
198,26,8,37,29
199,26,8,37,29
200,26,8,37,29
201,25,8,37,30
202,24,8,38,30
203,24,7,38,31
204,24,7,39,30
205,24,7,38,31
206,25,7,37,31
207,26,7,37,30
208,26,7,36,31
209,27,7,36,30
210,28,7,35,30
211,28,7,35,30
212,28,7,35,30
213,28,6,35,31
214,28,6,35,31
215,29,6,35,30
216,29,7,35,29
217,28,7,35,30
218,27,7,35,31
219,27,8,35,30
220,28,8,34,30
221,28,8,34,30
222,28,8,34,30
223,28,7,35,30
224,27,7,36,30
225,27,7,35,31
226,27,7,36,30
227,28,7,35,30
228,29,7,34,30
229,28,7,34,31
230,28,7,35,30
231,28,8,35,29
232,29,8,34,29
233,29,8,34,29
234,29,8,33,30
235,30,8,32,30
236,30,8,32,30
237,29,8,33,30
238,28,8,34,30
239,29,8,34,29
240,30,8,34,28
241,30,8,35,27
242,30,8,35,27
243,30,9,35,26
244,29,10,35,26
245,28,10,36,26
246,28,11,35,26
247,28,11,35,26
248,28,12,34,26
249,28,12,34,26
250,28,12,33,27
251,28,12,33,27
252,28,11,33,28
253,28,11,33,28
254,28,11,32,29
255,28,11,32,29
256,28,11,32,29
257,28,11,32,29
258,29,11,31,29
259,29,11,31,29
260,28,11,31,30
261,29,11,31,29
262,29,11,32,28
263,29,11,33,27
264,28,11,33,28
265,28,11,34,27
266,27,12,34,27
267,28,12,34,26
268,29,12,33,26
269,30,12,33,25
270,29,12,34,25
271,29,12,34,25
272,29,12,35,24
273,28,12,36,24
274,28,12,36,24
275,28,12,37,23
276,28,12,38,22
277,29,12,37,22
278,29,12,36,23
279,28,12,37,23
280,28,12,37,23
281,28,12,38,22
282,28,13,38,21
283,29,12,38,21
284,29,12,38,21
285,29,13,38,20
286,30,13,38,19
287,31,13,37,19
288,30,13,37,20
289,29,13,38,20
290,29,13,38,20
291,29,13,38,20
292,29,13,38,20
293,28,14,38,20
294,27,14,39,20
295,27,14,40,19
296,28,14,39,19
297,28,14,40,18
298,28,13,41,18
299,27,14,41,18
300,26,14,41,19
301,26,14,41,19
302,26,14,41,19
303,26,14,42,18
304,27,14,41,18
305,26,14,42,18
306,27,14,41,18
307,27,15,40,18
308,26,15,41,18
309,27,15,40,18
310,27,15,41,17
311,27,14,42,17
312,27,14,42,17
313,27,14,42,17
314,26,15,42,17
315,25,16,42,17
316,25,16,41,18
317,25,16,41,18
318,25,16,41,18
319,25,16,41,18
320,25,17,41,17
321,25,17,41,17
322,26,17,41,16
323,26,17,41,16
324,26,17,41,16
325,26,17,41,16
326,26,17,41,16
327,26,17,41,16
328,26,18,40,16
329,26,18,40,16
330,26,17,40,17
331,25,17,41,17
332,25,17,41,17
333,25,17,41,17
334,26,16,41,17
335,26,17,40,17
336,26,17,40,17
337,27,16,40,17
338,27,17,39,17
339,28,16,39,17
340,28,16,39,17
341,28,17,39,16
342,28,17,39,16
343,28,16,40,16
344,28,15,40,17
345,27,16,40,17
346,27,16,40,17
347,28,16,40,16
348,27,16,40,17
349,26,16,41,17
350,26,16,41,17
351,27,16,41,16
352,26,16,42,16
353,27,16,41,16
354,27,15,41,17
355,27,15,41,17
356,27,15,41,17
357,27,15,41,17
358,27,15,41,17
359,27,15,42,16
360,26,15,43,16
361,25,15,43,17
362,25,14,44,17
363,25,14,44,17
364,26,14,44,16
365,27,14,44,15
366,28,13,44,15
367,28,13,44,15
368,29,13,43,15
369,29,13,43,15
370,29,13,43,15
371,30,12,43,15
372,30,11,44,15
373,30,11,43,16
374,30,11,43,16
375,30,10,44,16
376,31,10,44,15
377,31,10,44,15
378,32,10,43,15
379,32,10,43,15
380,32,10,43,15
381,31,10,43,16
382,31,10,42,17
383,31,10,42,17
384,30,11,42,17
385,29,12,42,17
386,30,11,42,17
387,30,12,41,17
388,30,12,41,17
389,29,12,42,17
390,30,12,42,16
391,30,12,43,15
392,30,11,43,16
393,31,11,42,16
394,30,11,43,16
395,31,10,43,16
396,31,10,42,17
397,31,9,43,17
398,32,8,43,17
399,32,8,43,17
400,32,8,43,17
401,32,8,43,17
402,33,8,42,17
403,34,8,42,16
404,34,8,41,17
405,33,8,42,17
406,33,7,43,17
407,33,7,43,17
408,32,8,43,17
409,32,8,43,17
410,32,8,43,17
411,32,8,44,16
412,31,8,45,16
413,31,8,46,15
414,31,8,46,15
415,31,8,46,15
416,31,8,46,15
417,31,8,46,15
418,31,8,46,15
419,30,8,47,15
420,30,8,47,15
421,30,8,47,15
422,29,8,48,15
423,29,8,49,14
424,29,8,49,14
425,29,8,49,14
426,29,8,49,14
427,30,8,49,13
428,30,8,49,13
429,31,8,48,13
430,30,8,49,13
431,31,8,48,13
432,31,8,48,13
433,31,8,47,14
434,31,8,48,13
435,31,8,48,13
436,31,8,49,12
437,30,8,50,12
438,30,8,50,12
439,31,8,49,12
440,32,8,49,11
441,32,8,49,11
442,33,8,49,10
443,34,8,48,10
444,35,8,47,10
445,34,8,48,10
446,34,7,49,10
447,34,8,49,9
448,34,8,48,10
449,34,8,48,10
450,33,8,49,10
451,34,8,48,10
452,34,9,47,10
453,35,9,46,10
454,35,9,46,10
455,35,9,46,10
456,34,9,47,10
457,34,10,46,10
458,34,10,46,10
459,33,10,46,11
460,34,10,45,11
461,33,10,45,12
462,34,10,44,12
463,35,10,43,12
464,34,10,44,12
465,35,10,43,12
466,34,10,44,12
467,34,9,44,13
468,33,9,44,14
469,34,9,43,14
470,35,9,43,13
471,36,9,42,13
472,35,9,43,13
473,36,9,42,13
474,35,9,43,13
475,35,9,42,14
476,34,9,43,14
477,34,9,43,14
478,34,9,43,14
479,33,10,43,14
480,33,10,42,15
481,34,10,42,14
482,34,10,42,14
483,34,10,42,14
484,35,10,41,14
485,36,10,41,13
486,36,9,42,13
487,37,9,42,12
488,37,10,41,12
489,37,10,42,11
490,37,10,41,12
491,37,11,40,12
492,38,11,39,12
493,38,11,39,12
494,38,11,39,12
495,38,11,40,11
496,37,11,41,11
497,37,11,41,11
498,37,11,41,11
499,37,11,42,10
500,38,11,41,10
501,38,11,40,11
502,39,11,39,11
503,39,11,39,11
504,38,11,40,11
505,38,10,41,11
506,37,10,42,11
507,37,10,42,11
508,37,10,42,11
509,37,9,43,11
510,38,9,42,11
511,39,9,41,11
512,40,9,40,11
513,39,9,41,11
514,39,9,41,11
515,38,9,42,11
516,38,9,43,10
517,38,9,44,9
518,38,9,45,8
519,38,9,45,8
520,37,9,46,8
521,38,9,45,8
522,39,9,44,8
523,40,9,43,8
524,39,9,44,8
525,38,9,45,8
526,38,9,45,8
527,39,9,44,8
528,40,9,43,8
529,40,9,43,8
530,40,9,43,8
531,39,9,44,8
532,38,9,45,8
533,38,10,44,8
534,37,10,45,8
535,37,10,45,8
536,38,10,45,7
537,38,10,45,7
538,37,10,46,7
539,38,10,45,7
540,38,10,45,7
541,38,10,45,7
542,38,10,45,7
543,38,10,45,7
544,38,10,44,8
545,38,10,44,8
546,39,10,43,8
547,39,10,43,8
548,40,10,42,8
549,40,10,42,8
550,40,9,43,8
551,40,9,43,8
552,39,9,44,8
553,40,9,44,7
554,39,9,45,7
555,40,9,44,7
556,40,10,43,7
557,39,11,43,7
558,39,10,44,7
559,39,10,44,7
560,39,10,45,6
561,39,10,44,7
562,39,10,44,7
563,39,11,43,7
564,38,12,43,7
565,38,13,42,7
566,38,13,42,7
567,37,14,42,7
568,36,14,42,8
569,36,13,43,8
570,37,13,43,7
571,38,13,42,7
572,38,13,42,7
573,37,14,42,7
574,37,14,42,7
575,36,14,43,7
576,37,14,42,7
577,37,14,42,7
578,36,14,42,8
579,35,14,43,8
580,35,13,44,8
581,35,13,44,8
582,35,13,44,8
583,35,13,44,8
584,34,14,44,8
585,35,14,43,8
586,36,14,43,7
587,36,14,43,7
588,36,14,43,7
589,37,14,42,7
590,38,13,42,7
591,38,14,41,7
592,39,14,40,7
593,39,14,40,7
594,39,15,39,7
595,39,15,38,8
596,39,15,38,8
597,39,16,37,8
598,39,17,37,7
599,40,17,36,7
600,39,18,36,7
601,40,17,36,7
602,40,17,35,8
603,40,18,34,8
604,40,18,33,9
605,41,18,33,8
606,41,18,33,8
607,40,18,34,8
608,41,17,34,8
609,41,17,33,9
610,42,17,32,9
611,41,18,32,9
612,41,18,32,9
613,42,17,32,9
614,42,18,31,9
615,43,18,30,9
616,43,17,31,9
617,43,17,32,8
618,43,17,32,8
619,43,17,32,8
620,43,17,32,8
621,42,17,33,8
622,42,16,34,8
623,42,15,35,8
624,42,16,34,8
625,42,15,35,8
626,43,15,34,8
627,43,15,34,8
628,43,15,34,8
629,43,14,35,8
630,43,14,35,8
631,44,14,34,8
632,45,14,33,8
633,45,14,33,8
634,46,14,32,8
635,45,15,32,8
636,44,15,33,8
637,44,15,32,9
638,45,15,31,9
639,44,16,31,9
640,44,17,31,8
641,44,17,31,8
642,45,16,31,8
643,45,15,32,8
644,45,15,32,8
645,45,15,32,8
646,45,15,32,8
647,45,15,32,8
648,44,15,33,8
649,44,15,33,8
650,44,15,33,8
651,44,15,33,8
652,45,15,32,8
653,44,15,33,8
654,44,15,33,8
655,44,15,33,8
656,45,15,32,8
657,45,15,32,8
658,44,15,33,8
659,44,16,32,8
660,44,17,31,8
661,45,16,31,8
662,44,16,32,8
663,44,16,32,8
664,43,17,32,8
665,43,17,32,8
666,43,17,32,8
667,44,17,31,8
668,43,17,32,8
669,43,17,32,8
670,43,18,31,8
671,44,18,30,8
672,45,18,29,8
673,46,18,28,8
674,46,18,28,8
675,46,18,28,8
676,45,18,29,8
677,45,17,30,8
678,46,17,29,8
679,46,17,29,8
680,46,17,29,8
681,46,17,29,8
682,45,17,30,8
683,46,16,30,8
684,46,16,30,8
685,46,16,30,8
686,45,16,31,8
687,44,17,31,8
688,43,18,31,8
689,44,17,31,8
690,44,17,31,8
691,44,17,31,8
692,44,18,30,8
693,44,17,31,8
694,44,17,31,8
695,45,16,31,8
696,44,16,32,8
697,44,16,31,9
698,44,16,31,9
699,44,16,31,9
700,43,17,31,9
701,44,17,31,8
702,44,17,31,8
703,43,17,32,8
704,42,18,32,8
705,42,17,33,8
706,42,18,32,8
707,41,18,33,8
708,42,18,32,8
709,43,18,31,8
710,43,18,31,8
711,42,18,32,8
712,43,18,31,8
713,43,18,31,8
714,43,18,31,8
715,43,18,31,8
716,43,18,31,8
717,42,18,32,8
718,42,18,33,7
719,43,18,32,7
720,44,18,32,6
721,43,18,33,6
722,42,19,33,6
723,42,19,33,6
724,41,19,34,6
725,42,19,33,6
726,42,19,33,6
727,42,19,33,6
728,41,19,34,6
729,41,19,34,6
730,42,18,34,6
731,42,19,33,6
732,41,19,34,6
733,41,20,33,6
734,40,20,33,7
735,41,20,32,7
736,41,20,32,7
737,41,19,33,7
738,41,19,34,6
739,40,19,34,7
740,40,19,34,7
741,40,20,33,7
742,40,20,33,7
743,40,20,33,7
