,m,d,r,w,P,R,S,T
67,1.2,0.33,0.73,1.0,174097,599194,120931,95778
68,2.3,0.08,0.82,1.0,237589,521224,108562,122625
69,2.6,0.7,0.26,1.0,211097,547425,116264,115214
70,9.8,0.74,0.61,1.0,206431,554787,114208,114574
71,4.9,0.94,0.72,1.0,198379,557555,120896,113170
72,6.4,0.5,0.63,1.0,179082,589360,125430,96128
73,6.3,0.59,0.44,1.0,226561,532751,111175,119513
74,3.6,0.29,0.55,1.0,203965,553488,119653,112894
75,8.2,0.27,0.53,1.0,208661,541471,129330,110538
76,3.4,0.14,0.97,1.0,233849,526979,113045,116127
77,0.1,0.19,0.94,1.0,205658,551597,120970,111775
78,1.2,0.03,0.35,1.0,201423,544562,126528,117487
79,1.6,0.91,0.07,1.0,209778,546902,119966,113354
80,3.8,0.19,0.39,1.0,211773,542084,116426,119717
81,9.1,0.36,0.63,1.0,177342,588314,129089,95255
82,7.4,0.97,0.62,1.0,286660,460345,97758,145237
83,6.5,0.29,0.58,1.0,214462,548699,114997,111842
84,0.7,0.17,0.5,1.0,223847,547087,106699,112367
85,9.0,0.85,0.05,1.0,174753,593786,124960,96501
86,9.6,0.09,0.45,1.0,194263,561665,126343,107729
87,7.1,0.65,0.24,1.0,211205,555578,111741,111476
88,3.9,0.11,0.02,1.0,187673,577081,119887,105359
89,8.0,0.87,0.11,1.0,272668,488877,98029,130426
90,3.3,0.28,0.12,1.0,310313,435103,102931,141653
91,5.2,0.26,0.68,1.0,251869,501771,107982,128378
92,8.6,0.63,0.25,1.0,220515,539873,112959,116653
93,9.6,0.67,0.18,1.0,249123,499267,106275,135335
94,7.6,0.93,0.96,1.0,167677,599475,124360,98488
95,4.2,0.46,0.59,1.0,213657,545604,114444,116295
96,7.4,0.49,0.4,1.0,234720,530308,103659,121313
97,7.9,0.29,0.65,1.0,245537,509519,113373,121571
98,5.8,0.15,0.14,1.0,167365,592759,131162,98714
99,8.4,0.5,0.55,1.0,240529,522872,108139,118460
