,m,d,r,w,P,R,S,T
44,8.8,0.15,0.12,1.0,231674,527733,100909,129684
45,5.8,0.99,0.23,1.0,207391,566804,101685,114120
46,9.1,0.11,0.45,1.0,174330,617588,108546,89536
47,0.9,0.1,0.78,1.0,216890,556446,102978,113686
48,2.0,0.73,0.4,1.0,188433,587112,114549,99906
49,8.8,0.56,0.34,1.0,214323,546205,103458,126014
50,4.1,0.76,0.9,1.0,223668,532903,100882,132547
51,2.0,0.72,0.9,1.0,199242,571656,110347,108755
52,4.2,0.3,0.66,1.0,169375,604327,122738,93560
53,8.8,0.42,0.39,1.0,270493,474113,103629,141765
54,5.6,0.25,0.68,1.0,228681,549226,100053,112040
55,9.4,0.97,0.34,1.0,237019,523773,104028,125180
56,9.6,0.1,0.44,1.0,228165,535327,103688,122820
57,6.8,0.94,0.99,1.0,220461,547448,104780,117311
58,6.0,0.16,0.87,1.0,240825,540030,96201,112944
59,5.8,0.52,0.07,1.0,209595,555880,109529,114996
60,8.2,0.53,0.42,1.0,212693,559787,105155,112365
61,3.1,0.57,0.18,1.0,208742,560112,110703,110443
62,2.0,0.5,0.59,1.0,172720,599107,120546,97627
63,6.3,0.74,0.18,1.0,200217,565561,113470,110752
64,8.2,0.6,0.82,1.0,188687,598307,106403,96603
65,4.2,0.96,0.87,1.0,198186,575082,112770,103962
66,4.6,0.48,0.45,1.0,172562,599032,123068,95338
67,8.3,0.01,0.2,1.0,218726,552767,111132,107375
68,8.9,0.78,0.59,1.0,164883,614715,120240,90162
69,7.0,0.23,0.92,1.0,232813,549394,96501,111292
70,3.4,0.51,0.53,1.0,197638,580443,111751,100168
71,0.7,0.53,0.25,1.0,175939,595661,118481,99919
72,4.3,0.84,0.37,1.0,179379,600558,116238,93825
73,1.2,0.24,0.7,1.0,196745,587406,105907,99942
74,5.0,0.46,0.3,1.0,178970,584261,121662,105107
75,1.6,0.27,0.91,1.0,252043,505495,93296,139166
76,4.4,0.45,0.27,1.0,232853,514191,99338,143618
77,3.1,0.36,0.1,1.0,180929,578655,124927,105489
78,0.8,0.95,0.83,1.0,153222,630892,120248,85638
79,6.4,0.08,0.53,1.0,197430,575309,111353,105908
80,8.1,0.61,0.92,1.0,156602,615248,127107,91043
81,4.2,0.52,0.69,1.0,212846,555138,103637,118379
82,8.6,0.68,0.36,1.0,197853,571360,113904,106883
83,6.5,0.24,0.79,1.0,200023,571861,112582,105534
84,4.2,0.54,0.45,1.0,184782,587468,123421,94329
85,2.5,0.23,0.47,1.0,227734,542757,102205,117304
86,4.8,0.82,0.44,1.0,204034,563944,114808,107214
87,7.3,0.86,0.7,1.0,235989,535451,95291,123269
88,7.4,0.04,0.63,1.0,184148,592424,114999,98429
89,7.6,0.14,0.74,1.0,171069,582898,128866,107167
90,0.5,0.03,0.51,1.0,222700,531677,101224,134399
91,3.4,0.83,0.7,1.0,252865,496875,102328,137932
92,6.2,0.23,0.96,1.0,197863,558138,115819,118180
93,5.6,0.78,0.73,1.0,166408,603552,128181,91859
94,2.7,0.21,0.8,1.0,181214,573100,118920,116766
95,5.6,0.9,0.2,1.0,200354,573261,106680,109705
96,4.0,0.16,0.53,1.0,205496,553151,114172,117181
97,5.4,0.46,0.6,1.0,203749,580273,108363,97615
98,4.0,1.0,0.65,1.0,255668,505691,99554,129087
99,8.1,0.64,0.82,1.0,171927,599694,123832,94547
