,m,d,r,w,P,R,S,T
0,3.8,0.51,0.89,1.0,368392,377039,125288,119281
1,6.8,0.95,0.03,1.0,408383,325993,115862,139762
2,6.1,0.11,0.82,1.0,334085,353754,161536,140625
3,4.1,0.66,0.23,1.0,416486,308702,113913,150899
4,4.0,0.34,0.29,1.0,433354,305467,102203,148976
5,4.2,0.4,0.86,1.0,359236,372987,134012,123765
6,7.7,0.48,0.1,1.0,392945,330751,124307,141997
7,9.9,0.4,0.32,1.0,398220,322410,123618,145752
8,8.1,0.42,0.94,1.0,335915,372335,155133,126617
9,6.4,0.3,0.15,1.0,412974,299259,125925,151842
10,3.3,0.23,0.41,1.0,348040,386169,136527,119264
11,2.3,0.18,0.27,1.0,375555,343651,132126,138668
12,9.5,0.75,0.8,1.0,396723,348313,113376,131588
13,4.4,0.46,0.8,1.0,413308,326966,107523,142203
14,5.8,0.26,0.57,1.0,329502,337363,188857,134278
15,2.9,0.26,0.5,1.0,354152,367243,142193,126412
16,1.6,0.18,0.79,1.0,330517,336577,186621,136285
17,6.2,0.05,0.45,1.0,422887,311218,103679,152216
18,0.6,0.01,0.11,1.0,399250,348214,116821,125715
19,8.6,0.07,0.79,1.0,363121,367350,135557,123972
20,6.5,0.1,0.09,1.0,425758,308875,105045,150322
21,8.8,0.36,0.87,1.0,335550,386033,142828,125589
22,0.7,0.82,0.6,1.0,416326,312481,109309,151884
23,6.9,0.34,0.86,1.0,409507,303113,125145,152235
24,0.8,0.41,0.12,1.0,348281,372906,147445,121368
25,6.5,0.89,0.51,1.0,361004,363977,131981,133038
26,5.7,0.77,0.99,1.0,371726,334686,147354,136234
27,4.7,0.51,0.94,1.0,336622,382671,153980,116727
28,0.6,0.46,0.78,1.0,357188,389870,135051,107891
29,2.7,0.12,0.39,1.0,335693,405196,148204,100907
30,4.0,0.89,0.66,1.0,399367,336227,119259,135147
31,2.7,0.29,0.78,1.0,400918,325416,124783,138883
32,4.4,0.53,0.13,1.0,344080,352227,156960,136733
33,3.9,0.71,0.66,1.0,356681,366938,139865,126516
34,3.7,0.75,0.02,1.0,365746,374647,132598,117009
35,7.7,0.32,0.15,1.0,344273,359978,156586,129163
36,4.1,0.84,0.52,1.0,384797,346440,125210,133553
37,6.0,0.83,0.34,1.0,387700,339331,129360,133609
38,2.2,0.38,0.72,1.0,392787,323414,127024,146775
39,5.8,0.51,0.08,1.0,393518,343439,112397,140646
40,7.8,0.31,0.55,1.0,372360,347724,134109,135807
41,2.9,0.81,0.38,1.0,320199,397508,164908,107385
42,7.2,0.12,0.93,1.0,408780,314482,119461,147277
43,5.0,0.67,0.76,1.0,388038,345808,119461,136693
44,8.9,0.17,0.24,1.0,377396,353013,132787,126804
45,6.7,0.29,0.69,1.0,408219,326970,110768,144043
46,1.1,0.02,0.39,1.0,367986,368795,123179,130040
47,7.3,0.44,0.1,1.0,373605,323954,146225,146216
48,6.1,0.43,0.86,1.0,404155,322688,110149,153008
49,1.5,0.02,0.04,1.0,380565,346601,121528,141306
50,9.0,0.35,0.05,1.0,321095,388798,161587,118520
51,1.1,0.31,0.67,1.0,401279,312892,134582,141247
52,2.1,0.9,0.07,1.0,376856,343870,133253,136021
53,9.9,0.27,0.93,1.0,322170,385855,166255,115720
54,7.4,0.33,0.58,1.0,366189,376712,129179,117920
55,0.6,0.03,0.57,1.0,387455,327609,121329,153607
56,2.8,0.44,0.37,1.0,425577,301021,109842,153560
57,7.0,0.79,0.93,1.0,384613,334966,136058,134363
58,1.4,0.05,0.64,1.0,387728,346342,116523,139407
59,1.4,0.63,0.93,1.0,439679,286247,101650,162424
60,2.6,0.84,0.67,1.0,344377,395791,134094,115738
61,2.9,0.99,0.45,1.0,368926,334634,144182,142258
62,0.3,0.03,0.97,1.0,342342,391060,150165,106433
63,1.0,0.05,0.01,1.0,351412,359440,152822,126326
64,3.4,0.83,0.02,1.0,377744,345969,125544,140743
65,3.8,0.53,0.48,1.0,403470,301308,137595,147627
66,6.6,0.81,0.57,1.0,340311,375214,147966,126509
67,1.7,0.69,0.12,1.0,382237,331916,145288,130559
68,2.6,0.58,0.88,1.0,377872,363824,124635,123669
69,9.4,0.76,0.84,1.0,423986,318736,103386,143892
70,2.8,0.28,0.82,1.0,327627,367438,175332,119603
71,4.7,0.6,0.62,1.0,364788,347550,159216,118446
72,7.2,0.09,0.99,1.0,399856,306468,130019,153657
73,5.8,0.57,0.59,1.0,338983,380993,164462,105562
74,0.5,0.02,0.44,1.0,348146,388571,143845,109438
75,6.8,0.8,0.87,1.0,336311,387004,152800,113885
76,5.9,0.97,0.35,1.0,391526,348030,121901,128543
77,6.6,0.7,0.12,1.0,339695,372695,153589,124021
78,5.8,0.87,0.13,1.0,490551,230526,74991,193932
79,0.7,0.68,0.75,1.0,402111,329665,112734,145490
80,5.6,0.86,0.15,1.0,401243,282007,144176,162574
81,5.1,0.69,0.7,1.0,377612,368777,122145,121466
82,6.8,0.63,0.18,1.0,358688,378509,129810,122993
83,8.7,0.18,0.95,1.0,337173,398024,148072,106731
84,2.3,0.63,0.08,1.0,403436,316018,120768,149778
85,4.5,0.24,0.68,1.0,366251,374075,125275,124399
86,1.0,0.46,0.12,1.0,362853,379675,134745,112727
87,9.7,0.09,0.44,1.0,465493,261000,82734,180773
88,2.4,0.41,0.25,1.0,386603,332511,125604,145282
89,4.1,0.19,0.12,1.0,357094,350881,143414,138611
90,3.7,0.88,0.62,1.0,415619,297941,124148,152292
91,9.5,0.02,0.98,1.0,370939,366769,131765,120527
92,5.6,0.75,0.53,1.0,335937,376915,154787,122361
93,5.2,0.57,0.28,1.0,407769,339818,118498,123915
94,2.7,0.87,0.55,1.0,347138,380791,143390,118681
95,6.3,0.76,0.05,1.0,335289,404243,141018,109450
96,6.1,0.87,0.04,1.0,327872,381889,173779,106460
97,1.7,0.63,0.47,1.0,342981,373572,145877,127570
98,0.3,0.14,0.48,1.0,410153,323213,107121,149513
99,1.2,0.53,0.65,1.0,350737,357855,154785,126623
