,m,d,r,w,P,R,S,T
0,6.1,0.06,0.22,1.0,195388,568074,115184,111354
1,0.6,0.25,0.55,1.0,235597,503645,111601,139157
2,4.4,0.48,0.02,1.0,199921,571913,126693,91473
3,2.3,0.75,0.56,1.0,185472,575635,125996,102897
4,3.6,0.5,0.84,1.0,220191,533589,115036,121184
5,2.6,0.91,0.2,1.0,205664,561968,115865,106503
6,9.8,0.39,0.38,1.0,257316,492269,101237,139178
7,2.6,0.85,0.42,1.0,234279,515002,111063,129656
8,5.5,0.12,0.58,1.0,195713,558573,128067,107647
9,8.5,0.15,0.21,1.0,207911,546274,119934,115881
10,3.9,0.16,0.48,1.0,195467,579674,115219,99640
11,1.7,0.41,0.92,1.0,228650,533438,110110,117802
12,1.7,0.38,0.01,1.0,176579,583996,131109,98316
13,6.6,0.79,0.91,1.0,189271,573573,127482,99674
14,9.0,0.83,0.27,1.0,174561,614855,120177,80407
15,1.5,0.59,0.5,1.0,279194,463953,91118,155735
16,5.3,0.34,0.42,1.0,204145,557628,123199,105028
17,9.5,0.11,0.24,1.0,196049,573113,123238,97600
18,6.9,0.84,0.58,1.0,228168,526278,108034,127520
19,5.9,0.82,0.76,1.0,214171,550961,113275,111593
20,2.7,0.71,0.73,1.0,237752,518509,107005,126734
21,1.5,0.96,0.87,1.0,220582,545716,111308,112394
22,5.5,0.76,0.71,1.0,235704,509871,101413,143012
23,1.7,0.32,0.32,1.0,199140,559523,114595,116742
24,4.6,0.89,0.77,1.0,188877,570966,123311,106846
25,7.7,0.4,0.59,1.0,197808,566113,120481,105598
26,4.9,0.43,0.75,1.0,185703,602120,114708,87469
27,5.3,0.31,0.05,1.0,182846,570061,127292,109801
28,2.0,0.42,0.65,1.0,163761,623454,124751,78034
29,0.3,0.74,0.62,1.0,197278,556739,122691,113292
30,9.6,0.64,0.4,1.0,261215,488740,96984,143061
31,9.1,0.51,0.69,1.0,235968,508121,103783,142128
32,6.5,0.35,0.35,1.0,206541,550167,123332,109960
33,6.5,0.97,0.28,1.0,234578,522175,108619,124628
34,8.5,0.37,0.72,1.0,230615,517481,111565,130339
35,8.1,0.03,0.96,1.0,251834,490107,110637,137422
36,8.3,0.82,0.07,1.0,245511,510494,100374,133621
37,1.3,0.82,0.2,1.0,196917,565378,115441,112264
38,9.8,0.34,0.49,1.0,235210,520924,109024,124842
39,8.6,0.99,0.98,1.0,248444,522341,100171,119044
40,5.9,0.92,0.59,1.0,202278,562168,118190,107364
41,3.1,0.43,0.55,1.0,267359,466348,99550,156743
42,6.8,0.85,0.98,1.0,211498,552592,110334,115576
43,3.6,0.77,0.19,1.0,210875,557556,118999,102570
44,4.6,0.88,0.03,1.0,247221,489212,104252,149315
45,8.7,0.25,0.42,1.0,190704,572775,130586,95935
46,8.5,0.44,0.25,1.0,200882,567904,120027,101187
47,1.0,0.21,0.08,1.0,174754,584934,133416,96896
48,6.9,0.13,0.12,1.0,181060,592046,125167,91727
49,3.2,0.15,0.89,1.0,196562,570676,121839,100923
50,8.1,0.35,0.05,1.0,210055,552538,116812,110595
51,1.0,0.43,0.62,1.0,293918,440842,91932,163308
52,3.7,0.84,0.04,1.0,212818,559780,113803,103599
53,3.0,0.89,0.9,1.0,243053,520968,111217,114762
54,7.2,0.28,0.08,1.0,197311,574022,118601,100066
55,7.5,0.04,0.46,1.0,201632,564711,116815,106842
56,5.8,0.78,0.98,1.0,186666,568421,128813,106100
57,5.4,0.2,0.02,1.0,177737,590774,129505,91984
58,6.7,0.3,0.94,1.0,224235,541795,113776,110194
59,5.1,0.68,0.25,1.0,167167,591214,136364,95255
60,7.3,0.59,0.14,1.0,230565,521985,108042,129408
61,5.7,0.1,0.67,1.0,222830,542080,112471,112619
62,2.6,0.21,0.52,1.0,208084,552063,119788,110065
63,2.9,0.87,0.56,1.0,238280,510955,104704,136061
64,7.7,0.51,0.33,1.0,182324,578933,126234,102509
65,9.5,0.17,0.4,1.0,188425,590995,120629,89951
66,0.3,0.13,0.66,1.0,243206,498061,108545,140188
67,9.5,0.54,0.05,1.0,217539,560412,106036,106013
68,6.4,0.15,0.85,1.0,186423,567181,126683,109713
69,2.2,0.65,0.39,1.0,172605,583453,139556,94386
70,2.3,0.66,0.17,1.0,182137,567227,123605,117031
71,8.1,0.29,0.23,1.0,270518,481223,98732,139527
72,9.5,0.08,0.12,1.0,232477,509584,116895,131044
73,6.0,0.59,0.93,1.0,216939,538881,114817,119363
74,9.0,0.84,0.44,1.0,204236,545047,117085,123632
75,4.6,0.66,0.94,1.0,222162,551247,111333,105258
76,4.4,0.22,0.19,1.0,206891,537762,125929,119418
77,5.5,0.79,0.65,1.0,214560,548982,114193,112265
78,3.5,0.63,0.99,1.0,204681,556602,118974,109743
79,2.7,0.99,0.61,1.0,201569,535625,125817,126989
80,6.2,0.28,1.0,1.0,262432,502718,101186,123664
81,9.8,0.61,0.4,1.0,181340,593257,123000,92403
82,2.4,0.57,0.88,1.0,246473,502314,108506,132707
83,7.4,0.67,0.08,1.0,233658,521922,108179,126241
84,3.9,0.31,0.96,1.0,217406,548418,110134,114042
85,8.6,0.84,0.48,1.0,202855,561884,116126,109135
86,6.8,0.28,0.48,1.0,218182,540252,111087,120479
87,1.5,0.09,0.88,1.0,175491,590859,128325,95325
88,2.0,0.89,0.45,1.0,241057,519851,95611,133481
89,6.1,0.18,0.55,1.0,276461,463133,95374,155032
90,4.8,0.46,0.57,1.0,253449,471789,108343,156419
91,8.9,0.85,0.59,1.0,230974,518282,114331,126413
92,7.5,0.89,0.49,1.0,204232,573921,114158,97689
93,6.9,0.69,0.49,1.0,214150,539164,123254,113432
94,7.9,0.37,0.35,1.0,194087,572736,122835,100342
95,5.8,0.18,0.92,1.0,230771,538272,104155,116802
96,7.7,0.07,0.61,1.0,163701,610334,127794,88171
97,7.9,0.15,0.65,1.0,200784,571852,113467,103897
98,1.5,0.59,0.89,1.0,210964,546414,116627,115995
99,5.3,0.7,0.8,1.0,222154,536081,110677,121088
