,m,d,r,w,P,R,S,T
0,2.3,0.1,0.88,1.0,258594,441376,155146,134884
1,8.6,0.23,0.02,1.0,319742,397336,118381,154541
2,6.0,0.03,0.33,1.0,330911,358614,125210,175265
3,5.6,0.45,0.75,1.0,281077,440726,145670,122527
4,2.5,0.32,0.84,1.0,260728,460305,154206,114761
5,3.4,0.31,0.59,1.0,305366,412286,128938,143410
6,8.1,0.84,0.44,1.0,358821,344424,97401,189354
7,4.5,0.9,0.83,1.0,269376,456140,152848,111636
8,9.5,0.47,0.42,1.0,314819,401096,126828,147257
9,6.6,0.07,0.26,1.0,319815,403990,123869,142326
10,1.7,0.97,0.61,1.0,274966,450251,136046,128737
11,0.4,0.74,0.49,1.0,335213,378301,107825,168661
12,7.0,0.33,0.16,1.0,276928,450959,138585,123528
13,5.4,0.64,0.81,1.0,257744,441748,159601,130907
14,4.2,0.04,0.48,1.0,342491,389809,104816,152884
15,5.2,0.22,0.24,1.0,282609,450314,136396,120681
16,0.9,0.13,0.67,1.0,320097,379066,128504,162333
17,3.7,0.38,0.79,1.0,276443,438885,140223,134449
18,3.1,0.73,0.55,1.0,309538,409585,127437,143440
19,5.2,0.43,0.24,1.0,255270,470660,153706,110364
20,1.4,0.7,0.26,1.0,292570,419985,138131,139314
21,1.7,0.83,0.69,1.0,308490,412297,127338,141875
22,4.3,0.02,0.18,1.0,299308,415074,136452,139166
23,5.3,0.8,0.66,1.0,275006,451876,141014,122104
24,4.7,0.44,0.92,1.0,319537,390019,125460,154984
25,7.8,0.31,0.53,1.0,296703,396726,135431,161140
26,5.7,0.87,0.14,1.0,289856,421540,142683,135921
27,3.9,0.96,0.02,1.0,301016,397172,145252,146560
28,1.6,0.54,0.69,1.0,319270,413494,113614,143622
29,1.3,0.18,0.96,1.0,279403,432606,146752,131239
30,2.8,0.26,0.71,1.0,293512,429159,131921,135408
31,5.0,0.65,0.8,1.0,328058,395314,112073,154555
32,3.2,0.39,0.8,1.0,321810,396768,125397,146025
33,9.3,0.19,0.03,1.0,313461,382721,139904,153914
34,7.7,0.4,0.08,1.0,335792,381641,114085,158482
35,6.2,0.71,0.05,1.0,265172,441891,152519,130418
36,3.3,0.33,0.78,1.0,278818,435012,153331,122839
37,6.5,0.5,0.3,1.0,345015,360042,116068,168875
38,7.9,0.25,0.51,1.0,290883,444420,128764,125933
39,1.2,0.63,0.16,1.0,287746,446011,137120,119123
40,2.1,0.33,0.26,1.0,247757,459866,163699,118678
41,8.8,0.95,0.35,1.0,308797,392329,140911,147963
42,6.6,0.75,0.47,1.0,325540,366293,139795,158372
43,8.6,0.38,0.34,1.0,317473,383068,133077,156382
44,9.0,0.46,0.61,1.0,292415,429201,133763,134621
45,8.8,0.69,0.14,1.0,276632,434587,147462,131319
46,2.3,0.3,0.9,1.0,235158,482630,175781,96431
47,5.6,0.29,0.57,1.0,240287,483133,163880,102700
48,8.8,0.52,0.85,1.0,277939,441881,141967,128213
49,2.4,0.13,0.29,1.0,326959,390447,114773,157821
50,5.7,0.09,0.6,1.0,255743,457771,153023,123463
51,9.5,0.53,0.97,1.0,294246,412122,151375,132257
52,6.1,0.47,0.5,1.0,276959,420289,149698,143054
53,2.1,0.19,0.6,1.0,310683,384893,137076,157348
54,2.0,0.82,0.9,1.0,282069,436886,132275,138770
55,4.8,0.18,0.44,1.0,311771,386405,127777,164047
56,4.5,0.98,0.7,1.0,289329,433804,141360,125507
57,7.9,0.09,0.75,1.0,336555,357340,128026,168079
58,1.0,0.69,0.61,1.0,217393,494767,177081,100759
59,7.2,0.21,0.25,1.0,290488,427974,138968,132570
60,1.7,0.5,0.21,1.0,241073,469918,166589,112420
61,9.1,0.56,0.97,1.0,314262,404431,128932,142375
62,7.8,0.93,0.65,1.0,293903,418710,145739,131648
63,2.6,0.99,0.44,1.0,265300,453057,145025,126618
64,2.8,0.3,0.05,1.0,332089,354443,130227,173241
65,1.8,0.3,0.22,1.0,303005,419068,125064,142863
66,8.3,0.63,0.31,1.0,287391,429961,131820,140828
67,7.8,0.73,0.98,1.0,301066,414675,139856,134403
68,6.4,0.66,0.88,1.0,266966,454992,155268,112774
69,2.7,0.77,1.0,1.0,259048,458977,153062,118913
70,5.1,0.52,0.23,1.0,310299,400495,112763,166443
71,4.8,0.5,0.8,1.0,332423,363121,126833,167623
72,4.3,0.99,0.84,1.0,349673,357010,105766,177551
73,7.9,0.04,0.32,1.0,290253,420719,146984,132044
74,9.2,0.7,0.5,1.0,327499,396752,122781,142968
75,7.9,0.06,0.26,1.0,270960,415724,153436,149880
76,9.4,0.29,0.48,1.0,298888,409624,131946,149542
77,6.0,0.63,0.63,1.0,262056,448396,152185,127363
78,3.2,0.73,0.23,1.0,286075,428617,142149,133159
79,5.1,0.11,0.29,1.0,291412,422230,140610,135748
80,2.1,0.82,0.58,1.0,266735,480549,132913,109803
81,6.0,0.73,0.35,1.0,282691,399927,152735,154647
82,5.9,0.02,0.17,1.0,299210,425961,130074,134755
83,8.3,0.52,0.02,1.0,266785,454320,157651,111244
84,4.3,0.97,0.76,1.0,224875,481222,177642,106261
85,6.0,0.16,0.08,1.0,253559,475058,157387,103996
86,8.1,0.76,0.93,1.0,331491,390111,117392,151006
87,6.2,0.9,0.64,1.0,292909,411121,144931,141039
88,1.6,0.83,0.16,1.0,278448,457847,134629,119076
89,0.9,0.61,0.4,1.0,313604,396955,123740,155701
90,5.3,0.67,0.85,1.0,274109,439677,153825,122389
91,4.9,0.63,0.89,1.0,308877,396311,132484,152328
92,0.6,0.27,0.06,1.0,274703,427496,152998,134803
93,3.4,0.44,0.55,1.0,335056,371923,135929,147092
94,0.6,0.13,0.88,1.0,287525,418134,148337,136004
