,m,d,r,w,P,R,S,T
58,1.5,0.23,0.5,1.0,339518,413132,117886,119464
59,9.5,0.16,0.85,1.0,346777,394432,117129,131662
60,4.7,0.98,0.57,1.0,308723,442013,119866,119398
61,9.0,0.29,0.68,1.0,362786,385319,104605,137290
62,8.3,0.38,0.84,1.0,298162,455998,130249,105591
63,4.1,0.85,0.53,1.0,345416,426894,100912,116778
64,3.2,0.04,0.29,1.0,337551,428330,109265,114854
65,3.4,0.52,0.62,1.0,308544,436136,125119,120201
66,8.1,0.6,0.39,1.0,381295,376321,96452,135932
67,3.2,0.75,0.93,1.0,367309,398714,99157,124820
68,5.8,0.39,0.28,1.0,283783,470642,127623,107952
69,1.5,0.77,0.56,1.0,248806,516877,132517,91800
70,9.5,0.9,0.18,1.0,338402,419468,106343,125787
71,3.5,0.82,0.14,1.0,280885,484784,124211,100120
72,1.1,0.38,0.52,1.0,377075,375646,103462,133817
73,7.0,0.24,0.49,1.0,328338,429281,110951,121430
74,8.4,0.69,0.04,1.0,364673,392922,98001,134404
75,9.7,0.77,0.52,1.0,320169,441570,110198,118063
76,5.9,0.61,0.71,1.0,313040,439912,125524,111524
77,0.8,0.4,0.67,1.0,276473,482217,126358,104952
78,1.7,0.64,0.46,1.0,357441,393850,106882,131827
79,0.9,0.35,0.04,1.0,259279,493195,136227,101299
80,8.8,0.67,0.46,1.0,318837,443158,109988,118017
81,3.1,0.19,0.82,1.0,277966,484257,120441,107336
82,8.9,0.25,0.58,1.0,289207,478439,117575,104779
83,4.0,0.6,0.52,1.0,331451,429761,108805,119983
84,10.0,0.36,0.38,1.0,275721,469311,137851,107117
85,9.4,0.92,0.34,1.0,335501,415154,111717,127628
86,4.6,0.64,0.26,1.0,347455,408850,104872,128823
87,4.1,0.99,0.97,1.0,302473,441395,128618,117514
88,3.1,0.58,0.67,1.0,335460,417563,111827,125150
89,9.7,0.25,0.52,1.0,323296,436747,109465,120492
90,2.8,0.49,0.06,1.0,343235,402282,109574,134909
91,4.8,0.56,0.56,1.0,336583,425542,111009,116866
92,7.7,0.88,0.34,1.0,359907,397304,99701,133088
93,2.4,0.71,0.13,1.0,321210,428492,117926,122372
94,2.2,0.84,0.17,1.0,356396,407610,100166,125828
95,9.2,0.95,0.35,1.0,258466,511782,124108,95644
96,2.5,0.69,0.25,1.0,274312,482752,132580,100356
97,7.7,0.63,0.72,1.0,279643,487045,115988,107324
98,3.2,0.43,0.93,1.0,284058,463714,125774,116454
99,4.3,0.37,0.09,1.0,335368,425774,109455,119403
