S.D.,Counts
0.5,262
0.6,234
0.7,206
0.8,213
0.9,202
1.0,179
1.1,154
1.2,135
1.3,138
1.4,127
1.5,110
1.6,83
1.7,54
1.8,54
1.9,38
2.0,34
2.1,17
2.2,10
2.3,16
2.4,18
2.5,16
2.6,8
2.7,8
2.8,2
2.9,2
3.0,0
