S.D.,Counts
0.5,244
0.6,237
0.7,247
0.8,238
0.9,207
1.0,183
1.1,176
1.2,154
1.3,128
1.4,123
1.5,86
1.6,73
1.7,66
1.8,73
1.9,61
2.0,37
2.1,20
2.2,13
2.3,13
2.4,16
2.5,12
2.6,3
2.7,1
2.8,1
2.9,0
3.0,0
