S.D.,Counts
0.5,264
0.6,282
0.7,265
0.8,258
0.9,250
1.0,231
1.1,171
1.2,142
1.3,134
1.4,111
1.5,108
1.6,87
1.7,82
1.8,69
1.9,46
2.0,31
2.1,22
2.2,12
2.3,9
2.4,8
2.5,6
2.6,5
2.7,7
2.8,7
2.9,4
3.0,1
