S.D.,Counts
0.5,301
0.6,312
0.7,264
0.8,237
0.9,226
1.0,205
1.1,179
1.2,166
1.3,156
1.4,120
1.5,105
1.6,79
1.7,79
1.8,63
1.9,51
2.0,42
2.1,28
2.2,24
2.3,15
2.4,11
2.5,6
2.6,9
2.7,6
2.8,4
2.9,3
3.0,5
