S.D.,Counts,seed,tournament_type
0.5,262,32,norm_m_sd_min
0.6,250,32,norm_m_sd_min
0.7,227,32,norm_m_sd_min
0.8,223,32,norm_m_sd_min
0.9,201,32,norm_m_sd_min
1,200,32,norm_m_sd_min
1.1,160,32,norm_m_sd_min
1.2,139,32,norm_m_sd_min
1.3,137,32,norm_m_sd_min
1.4,115,32,norm_m_sd_min
1.5,109,32,norm_m_sd_min
1.6,92,32,norm_m_sd_min
1.7,84,32,norm_m_sd_min
1.8,79,32,norm_m_sd_min
1.9,62,32,norm_m_sd_min
2,43,32,norm_m_sd_min
2.1,24,32,norm_m_sd_min
2.2,12,32,norm_m_sd_min
2.3,5,32,norm_m_sd_min
2.4,3,32,norm_m_sd_min
2.5,4,32,norm_m_sd_min
2.6,0,32,norm_m_sd_min
2.7,0,32,norm_m_sd_min
2.8,0,32,norm_m_sd_min
2.9,0,32,norm_m_sd_min
3,0,32,norm_m_sd_min
