S.D.,Counts
0.5,260
0.6,237
0.7,219
0.8,202
0.9,184
1.0,185
1.1,168
1.2,148
1.3,161
1.4,136
1.5,119
1.6,106
1.7,92
1.8,70
1.9,41
2.0,50
2.1,31
2.2,17
2.3,7
2.4,4
2.5,1
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
