S.D.,Counts
0.5,245
0.6,234
0.7,214
0.8,207
0.9,188
1.0,189
1.1,195
1.2,176
1.3,160
1.4,141
1.5,98
1.6,79
1.7,71
1.8,52
1.9,52
2.0,38
2.1,35
2.2,27
2.3,15
2.4,8
2.5,9
2.6,5
2.7,3
2.8,2
2.9,0
3.0,0
