S.D.,Counts,seed,tournament_type
0.5,271,256,norm_m_sd_min
0.6,235,256,norm_m_sd_min
0.7,216,256,norm_m_sd_min
0.8,202,256,norm_m_sd_min
0.9,197,256,norm_m_sd_min
1,171,256,norm_m_sd_min
1.1,157,256,norm_m_sd_min
1.2,151,256,norm_m_sd_min
1.3,141,256,norm_m_sd_min
1.4,146,256,norm_m_sd_min
1.5,123,256,norm_m_sd_min
1.6,92,256,norm_m_sd_min
1.7,72,256,norm_m_sd_min
1.8,45,256,norm_m_sd_min
1.9,30,256,norm_m_sd_min
2,29,256,norm_m_sd_min
2.1,22,256,norm_m_sd_min
2.2,12,256,norm_m_sd_min
2.3,12,256,norm_m_sd_min
2.4,7,256,norm_m_sd_min
2.5,3,256,norm_m_sd_min
2.6,2,256,norm_m_sd_min
2.7,3,256,norm_m_sd_min
2.8,2,256,norm_m_sd_min
2.9,2,256,norm_m_sd_min
3,3,256,norm_m_sd_min
