S.D.,Counts,seed,tournament_type
0.5,245,1024,norm_m_sd_min
0.6,221,1024,norm_m_sd_min
0.7,233,1024,norm_m_sd_min
0.8,211,1024,norm_m_sd_min
0.9,207,1024,norm_m_sd_min
1,183,1024,norm_m_sd_min
1.1,187,1024,norm_m_sd_min
1.2,164,1024,norm_m_sd_min
1.3,132,1024,norm_m_sd_min
1.4,135,1024,norm_m_sd_min
1.5,110,1024,norm_m_sd_min
1.6,86,1024,norm_m_sd_min
1.7,82,1024,norm_m_sd_min
1.8,76,1024,norm_m_sd_min
1.9,51,1024,norm_m_sd_min
2,42,1024,norm_m_sd_min
2.1,29,1024,norm_m_sd_min
2.2,19,1024,norm_m_sd_min
2.3,10,1024,norm_m_sd_min
2.4,6,1024,norm_m_sd_min
2.5,4,1024,norm_m_sd_min
2.6,2,1024,norm_m_sd_min
2.7,1,1024,norm_m_sd_min
2.8,0,1024,norm_m_sd_min
2.9,0,1024,norm_m_sd_min
3,0,1024,norm_m_sd_min
