S.D.,Counts
0.5,245
0.6,245
0.7,243
0.8,251
0.9,229
1.0,210
1.1,193
1.2,171
1.3,170
1.4,122
1.5,108
1.6,87
1.7,70
1.8,61
1.9,36
2.0,24
2.1,11
2.2,14
2.3,6
2.4,3
2.5,4
2.6,4
2.7,1
2.8,0
2.9,0
3.0,0
