S.D.,Counts,seed,tournament_type
0.5,252,32,pareto_dr_max
0.6,249,32,pareto_dr_max
0.7,249,32,pareto_dr_max
0.8,237,32,pareto_dr_max
0.9,196,32,pareto_dr_max
1,187,32,pareto_dr_max
1.1,172,32,pareto_dr_max
1.2,165,32,pareto_dr_max
1.3,169,32,pareto_dr_max
1.4,130,32,pareto_dr_max
1.5,92,32,pareto_dr_max
1.6,85,32,pareto_dr_max
1.7,67,32,pareto_dr_max
1.8,53,32,pareto_dr_max
1.9,37,32,pareto_dr_max
2,30,32,pareto_dr_max
2.1,17,32,pareto_dr_max
2.2,15,32,pareto_dr_max
2.3,8,32,pareto_dr_max
2.4,8,32,pareto_dr_max
2.5,7,32,pareto_dr_max
2.6,8,32,pareto_dr_max
2.7,2,32,pareto_dr_max
2.8,6,32,pareto_dr_max
2.9,4,32,pareto_dr_max
3,3,32,pareto_dr_max
