S.D.,Counts,seed,tournament_type
0.5,254,256,pareto_dr_max
0.6,255,256,pareto_dr_max
0.7,278,256,pareto_dr_max
0.8,279,256,pareto_dr_max
0.9,257,256,pareto_dr_max
1,248,256,pareto_dr_max
1.1,203,256,pareto_dr_max
1.2,195,256,pareto_dr_max
1.3,176,256,pareto_dr_max
1.4,138,256,pareto_dr_max
1.5,124,256,pareto_dr_max
1.6,102,256,pareto_dr_max
1.7,95,256,pareto_dr_max
1.8,62,256,pareto_dr_max
1.9,43,256,pareto_dr_max
2,32,256,pareto_dr_max
2.1,26,256,pareto_dr_max
2.2,12,256,pareto_dr_max
2.3,4,256,pareto_dr_max
2.4,0,256,pareto_dr_max
2.5,0,256,pareto_dr_max
2.6,0,256,pareto_dr_max
2.7,0,256,pareto_dr_max
2.8,0,256,pareto_dr_max
2.9,0,256,pareto_dr_max
3,0,256,pareto_dr_max
