S.D.,Counts
0.5,271
0.6,256
0.7,246
0.8,242
0.9,227
1.0,218
1.1,195
1.2,183
1.3,149
1.4,135
1.5,110
1.6,100
1.7,78
1.8,62
1.9,51
2.0,39
2.1,26
2.2,21
2.3,9
2.4,4
2.5,3
2.6,3
2.7,5
2.8,6
2.9,4
3.0,3
