S.D.,Counts,seed,tournament_type
0.5,260,512,pareto_dr_max
0.6,257,512,pareto_dr_max
0.7,248,512,pareto_dr_max
0.8,224,512,pareto_dr_max
0.9,206,512,pareto_dr_max
1,174,512,pareto_dr_max
1.1,153,512,pareto_dr_max
1.2,139,512,pareto_dr_max
1.3,139,512,pareto_dr_max
1.4,135,512,pareto_dr_max
1.5,100,512,pareto_dr_max
1.6,88,512,pareto_dr_max
1.7,83,512,pareto_dr_max
1.8,81,512,pareto_dr_max
1.9,60,512,pareto_dr_max
2,35,512,pareto_dr_max
2.1,24,512,pareto_dr_max
2.2,13,512,pareto_dr_max
2.3,9,512,pareto_dr_max
2.4,12,512,pareto_dr_max
2.5,7,512,pareto_dr_max
2.6,5,512,pareto_dr_max
2.7,1,512,pareto_dr_max
2.8,0,512,pareto_dr_max
2.9,0,512,pareto_dr_max
3,0,512,pareto_dr_max
